,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32
274,0,1,0,2,2,1,0,1,29,1,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,1,1,0,1,3,5,5,0,-1,1,1,0,0,2,1,2,2,0,2,2,1,2,1,2,2,1,1,2,1,0,1,2,0,1,0,0,1,0,0,2,1
275,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,19,0,1,0,2,0,0,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,0,1,1,1,1,1,1,0,0,1,1
276,0,1,2,0,0,3,2,6,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,0,1,1,2,4,2,1,4,2,-1,1,2,1,1,1,0,2,0,2,0,1,0,2,2,2,0,0,0,1,1,2,1,0,1,1,1,1,0,2,2,0,1
277,0,0,1,3,1,5,1,5,25,10,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,0,2,0,0,1,2,3,1,-1,0,2,2,0,0,0,1,1,2,1,1,1,1,0,1,0,1,2,2,0,0,0,2,1,0,2,1,0,1,2,2,0
278,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,0,1,2,7,1,-1,0,1,1,1,2,0,0,0,0,2,2,2,0,0,0,0,1,1,2,1,1,1,0,0,1,2,2,1,2,1,0,2
279,0,1,0,2,2,1,0,4,-1,7,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,1,0,1,1,3,5,5,0,-1,0,0,0,1,1,1,2,1,0,1,0,0,1,2,0,1,0,0,2,0,2,0,2,0,0,1,1,0,0,1,0,2
280,0,1,2,3,3,4,0,4,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,1,0,1,3,5,5,2,-1,2,0,1,0,2,1,1,1,1,0,0,0,1,1,1,1,1,0,2,1,1,0,2,0,0,0,2,1,2,1,0,1
281,0,1,2,3,3,4,0,4,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,1,0,1,3,5,5,2,-1,0,2,0,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0,2,1,1
282,0,0,1,1,1,5,1,5,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,2,0,0,1,2,3,1,-1,1,0,2,0,0,0,0,0,1,2,0,2,2,1,1,1,1,2,0,1,1,0,2,0,1,1,0,0,0,1,1,1
283,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,-1,0,2,0,1,0,2,1,1,0,0,0,1,1,2,1,2,2,0,2,1,0,0,2,1,2,2,0,2,0,2,1,0
284,0,1,2,3,3,4,0,4,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,1,0,1,3,5,5,2,11,1,2,1,1,1,1,2,0,0,2,1,2,0,2,0,2,0,2,0,2,0,1,0,0,2,2,2,1,2,1,0,0
285,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,1,2,2,1,2,1,2,1,1,1,1,0,0,1,1,0,2,2,1,0,0,1,0,1,2,2,1,2,1,0,1,0
286,0,1,2,3,3,4,0,4,10,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,1,0,1,3,5,5,2,11,0,2,1,2,2,0,0,0,2,0,0,2,0,2,0,1,2,1,1,1,1,0,1,1,2,1,2,1,0,0,2,1
287,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,0,2,1,2,0,2,2,2,1,1,1,2,1,1,1,2,2,1,0,1,0,2,2,1,0,2,0,1,1,1,1,0
288,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,0,0,1,2,3,1,16,0,1,0,1,2,1,2,1,0,2,0,1,1,2,1,0,0,2,0,0,1,2,0,0,1,2,0,2,1,1,0,1
289,0,1,2,3,3,0,0,4,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,1,0,1,3,5,5,2,11,1,1,1,0,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2,0,2,2,2,1,0,1,1,1,2,0,1
290,0,1,2,3,3,4,0,4,23,1,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,1,1,0,1,3,5,5,2,-1,2,2,2,1,2,2,2,1,0,2,2,1,0,0,1,0,1,1,1,1,2,2,0,2,0,2,2,0,0,2,0,2
291,0,0,1,1,1,5,1,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,0,0,1,2,7,1,-1,2,0,0,0,2,0,0,1,1,1,2,2,2,1,1,1,2,1,0,2,2,1,1,2,0,0,0,1,1,0,0,2
292,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,-1,1,0,2,2,2,1,0,2,2,1,2,2,1,1,0,0,1,2,2,0,1,1,1,0,0,0,0,0,1,2,2,1
293,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,0,2,1,1,1,0,0,1,0,1,0,0,2,2,1,2,2,2,1,0,1,2,1,1,2,2,2,1,1,0,2,2
294,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,1,1,2,1,1,2,2,2,1,1,1,1,0,1,1,0,2,0,0,2,1,1,1,2,1,2,0,2,1,0,1,2
295,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,1,1,0,2,0,1,2,2,0,0,0,0,1,1,1,2,0,1,2,0,0,2,2,1,0,0,0,0,2,1,1,0
296,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,0,2,2,2,0,1,2,0,2,1,1,1,0,1,0,2,2,1,1,2,1,1,1,1,1,1,0,1,2,1,1,2
297,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,3,2,0,2,0,2,0,1,1,0,0,2,0,0,2,0,1,1,0,2,2,2,2,1,0,0,1,0,1,1,2,1,1,0,1,0
298,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,20,0,1,0,0,1,1,0,1,1,0,0,1,0,2,0,1,1,2,2,0,1,1,1,2,0,2,0,2,0,1,2,0
299,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,0,0,1,2,3,1,16,2,0,0,0,0,2,1,0,0,2,2,1,0,2,0,0,2,1,0,2,1,2,1,1,0,1,0,1,1,2,1,2
300,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,0,2,0,0,1,2,3,1,-1,0,2,0,1,0,0,1,2,0,0,2,0,1,2,1,1,2,0,1,1,2,0,1,2,1,1,1,1,2,1,1,2
301,0,1,2,3,3,4,3,2,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,1,2,4,2,1,4,2,12,0,1,0,2,0,1,0,0,2,1,1,2,2,1,2,0,1,0,2,0,1,0,2,1,1,1,2,2,0,2,2,0
302,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,0,1,2,7,1,16,1,1,1,1,2,1,0,1,0,1,2,0,2,0,1,2,2,1,2,1,1,0,1,0,0,0,0,2,2,0,1,1
303,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,3,2,2,0,2,2,0,0,0,2,1,1,1,2,1,0,1,2,2,1,0,1,2,1,0,2,0,0,2,0,2,2,1
304,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,7,1,17,2,0,0,1,1,0,2,1,0,1,1,1,0,2,1,2,1,2,1,2,1,2,0,1,0,2,0,0,1,2,2,1
305,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,6,0,0,0,1,2,0,1,1,2,0,2,0,0,2,0,1,2,1,0,2,2,0,0,0,0,0,2,0,1,1,2,2
306,0,1,2,3,3,0,0,4,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,1,0,1,3,5,5,2,-1,0,1,0,0,1,1,2,1,1,2,1,2,1,0,0,0,1,1,0,2,1,0,0,2,0,2,1,1,2,0,0,1
307,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,6,1,2,2,2,1,0,1,1,1,0,2,1,2,2,2,1,0,0,1,0,1,1,1,2,2,1,1,1,2,0,0,0
308,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,4,6,0,-1,0,2,1,0,2,1,0,0,0,1,1,2,2,0,2,1,1,0,0,0,1,1,0,1,0,0,1,2,0,1,0,0
309,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,0,0,1,2,7,1,22,2,1,1,0,1,0,1,0,0,1,1,2,2,2,2,0,1,1,2,2,2,0,1,2,1,2,1,2,0,1,2,2
310,0,1,2,0,0,3,2,7,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,0,1,1,2,4,2,1,4,2,-1,1,1,2,1,2,1,0,2,0,1,0,0,0,1,1,1,1,2,2,0,1,0,2,2,0,2,1,2,2,2,0,0
311,0,1,2,0,0,4,0,2,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,1,1,2,4,2,1,4,2,-1,2,1,0,0,2,0,2,2,2,0,1,0,1,2,2,0,0,2,1,0,2,2,2,1,2,0,0,0,0,1,2,1
312,0,0,1,1,4,2,6,0,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,0,1,1,1,2,0,1,0,2,0,2,0,1,0,0,0,1,1,2,0,1,1,2,0,0,2,0,1,2,1,1,1
313,0,0,1,3,3,5,3,5,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,0,3,0,0,2,0,0,1,2,3,2,-1,0,2,2,0,1,2,1,0,1,0,2,2,1,2,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,2,2,0
314,0,0,1,1,4,2,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,0,0,1,2,7,1,-1,0,2,0,0,0,0,2,0,0,1,2,2,2,0,1,0,0,2,1,1,0,1,0,1,0,0,1,2,2,2,1,0
315,0,0,1,1,1,5,1,5,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,2,0,0,1,2,3,1,24,0,2,0,2,2,0,0,2,0,0,0,1,1,0,0,2,1,1,0,2,1,0,0,1,2,0,1,2,1,1,0,1
316,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,0,2,0,1,2,2,0,1,1,2,1,1,2,2,1,0,2,0,1,0,1,1,0,1,0,0,2,1,1,2,1,1
317,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,0,1,2,7,1,-1,1,1,0,1,0,0,0,1,2,2,2,1,1,1,1,2,1,0,1,1,0,1,2,0,1,0,0,2,0,1,0,0
318,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,-1,0,1,0,2,2,2,1,0,0,1,1,2,2,1,0,1,1,0,2,2,1,2,0,2,2,0,1,2,1,2,0,2
319,0,0,1,3,1,0,5,3,-1,14,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,0,2,0,0,3,5,5,1,13,1,1,1,1,0,1,2,0,0,0,0,0,1,1,2,0,2,1,0,0,1,0,2,1,2,2,1,0,1,1,0,1
320,0,0,1,1,1,5,1,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,2,0,0,1,2,3,1,-1,0,0,0,0,0,0,2,2,2,0,2,2,2,2,1,2,2,2,2,1,2,2,0,1,2,2,1,2,2,1,1,0
321,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,1,0,1,2,2,0,0,0,1,2,1,2,1,1,2,1,1,0,0,2,1,0,1,0,2,2,0,0,0,0,1,0,2
322,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,3,2,0,-1,2,1,2,1,2,0,2,0,1,0,1,2,2,0,2,2,1,0,0,0,2,0,0,1,1,1,2,0,2,0,1,0
323,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,0,2,0,0,0,0,2,1,0,1,2,2,2,1,0,2,0,1,1,1,1,2,1,2,0,2,2,1,0,0,0,2
324,0,1,2,0,0,4,3,2,32,15,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,1,2,4,2,1,4,2,-1,2,2,2,2,2,1,1,0,1,1,1,2,1,0,2,2,2,0,0,2,1,1,1,2,1,1,0,0,0,1,1,1
325,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,2,2,0,2,2,0,2,2,1,2,2,0,0,1,0,0,1,1,1,2,0,1,2,1,0,1,2,2,0,1,2,2
326,0,1,2,0,0,4,0,6,-1,1,0,0,0,0,0,0,0,0,1,1,3,1,4,4,2,0,1,1,2,4,2,1,4,2,-1,2,2,2,1,0,1,1,1,2,2,0,2,2,2,2,0,1,0,1,0,0,0,2,2,2,2,0,0,2,2,1,2
327,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,1,1,2,1,0,0,0,1,2,0,1,1,2,2,0,2,0,0,0,0,1,1,2,0,1,0,2,1,0,1,1,2
328,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,23,2,1,0,2,2,0,1,2,2,1,2,2,0,1,2,1,0,0,1,1,2,2,1,0,1,0,2,2,2,1,0,0
329,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,1,0,1,2,2,1,2,0,0,1,2,1,0,0,1,1,2,1,2,2,2,1,1,0,1,2,1,0,1,2,1,2
330,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,0,0,1,2,3,1,16,0,0,0,0,1,2,1,0,1,2,2,0,1,1,0,1,2,1,2,0,2,2,1,2,2,1,0,1,1,0,1,2
331,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,3,2,0,-1,0,0,1,0,1,1,1,1,1,0,2,2,2,0,1,0,1,1,0,1,0,2,1,1,1,0,2,2,0,2,1,1
332,0,1,0,3,3,0,0,4,-1,7,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,1,1,0,1,3,5,5,0,-1,0,1,2,1,0,0,1,0,1,2,2,2,2,1,1,1,1,2,2,2,0,2,2,1,0,1,1,1,2,2,1,0
333,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,5,1,2,1,1,0,1,1,1,0,2,2,2,2,0,2,1,1,1,0,1,1,0,2,2,1,1,0,0,1,2,1,1
334,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,1,2,0,1,2,1,1,2,2,0,1,1,0,1,2,0,1,2,1,0,2,1,1,2,1,1,1,2,0,2,0,1,0
335,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,2,1,0,2,1,2,1,0,2,0,2,0,1,1,2,1,1,1,2,2,2,2,0,0,1,0,1,1,1,1,1,1
336,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,-1,1,2,0,1,1,0,1,2,2,0,1,0,1,1,0,1,2,1,0,0,2,0,1,0,1,2,2,0,0,2,2,0
337,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,4,6,0,-1,2,1,0,0,2,2,0,0,1,0,0,2,1,1,0,0,0,1,2,1,0,2,0,1,2,2,1,2,2,0,2,1
338,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,0,0,1,2,7,1,22,1,1,1,1,0,2,2,0,1,0,1,1,2,0,2,1,0,1,1,1,2,0,0,0,0,0,0,0,1,1,1,0
339,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,2,0,2,2,1,1,1,2,2,2,0,1,0,0,1,1,1,1,2,1,2,1,2,0,1,1,2,1,2,2,0,2
340,0,0,1,1,1,5,1,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,2,0,0,1,2,3,1,-1,0,1,0,1,2,2,2,0,1,2,0,1,1,0,1,1,0,2,2,2,0,1,0,0,2,2,2,2,1,0,0,2
341,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,2,0,0,1,2,3,1,15,1,0,0,2,2,2,0,2,0,1,0,0,2,0,2,2,2,0,1,0,0,1,1,0,0,1,1,2,1,0,0,1
342,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,4,6,0,-1,2,0,0,1,1,1,1,0,2,2,1,1,0,1,0,2,1,2,0,0,0,1,1,2,0,2,2,0,2,1,1,1
343,0,1,2,3,3,4,3,2,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,1,2,4,2,1,4,2,-1,0,2,2,2,1,1,0,2,2,0,2,2,0,1,2,0,2,1,1,2,0,0,1,1,1,0,0,1,1,0,1,2
344,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,3,2,0,-1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,2,0,0,2,1,1,0,0,0,0,2,1,0,0
345,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,0,1,2,3,1,-1,2,0,1,2,2,1,1,0,1,0,2,2,1,1,1,0,0,2,1,0,0,1,0,0,2,2,0,2,2,0,1,2
346,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,2,0,1,0,1,0,0,0,2,0,1,1,2,1,2,0,0,0,1,0,2,1,2,2,2,1,2,2,1,0,0,1
347,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,18,2,0,2,1,1,0,1,2,0,1,2,0,0,2,0,1,2,0,2,2,0,2,2,2,2,2,1,1,0,0,2,2
348,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,2,2,2,1,2,2,2,2,0,1,0,2,2,1,0,2,2,1,2,2,2,2,2,2,1,1,2,0,2,1,2,2
349,0,1,2,0,0,4,3,2,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,0,2,0,1,1,2,4,2,1,4,2,9,1,0,0,0,2,1,0,1,2,0,2,0,2,1,0,0,1,1,2,1,1,0,2,2,1,1,1,2,2,0,0,2
350,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,2,2,0,2,1,2,2,0,0,1,0,0,2,1,2,2,2,1,0,2,1,1,0,0,0,1,2,2,0,0,0,0
351,0,1,2,3,3,4,3,2,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,1,2,4,3,5,5,2,10,1,2,1,1,1,2,0,2,0,1,1,0,2,2,1,1,2,1,2,1,0,2,0,1,1,0,0,1,0,0,2,1
352,0,1,2,3,3,4,0,2,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,1,2,4,2,1,4,2,-1,2,1,1,0,2,1,0,2,2,1,2,1,2,2,0,1,2,0,1,0,1,0,0,1,1,2,2,2,0,1,1,0
353,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,2,2,2,1,2,2,2,0,1,1,2,1,0,0,1,0,0,1,2,1,0,1,1,1,0,0,1,1,1,1,1,2
354,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,7,1,-1,1,2,0,2,1,2,2,0,1,0,0,0,1,0,1,2,2,1,2,1,2,0,1,2,2,1,2,1,0,1,2,0
355,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,6,0,0,2,2,1,1,2,1,2,0,1,1,0,2,2,2,0,2,1,2,1,0,1,1,1,2,2,1,2,2,1,0
356,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,0,0,2,2,0,0,1,0,0,2,2,0,2,0,0,2,0,1,0,0,0,1,1,2,1,1,0,1,2,2,0,2
357,0,1,2,0,0,4,3,2,1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,0,2,0,1,1,2,4,2,1,4,2,9,2,1,2,1,2,1,2,1,0,2,1,0,2,2,1,2,0,1,1,2,2,1,2,1,2,0,1,0,2,2,2,1
358,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,4,6,0,-1,1,0,1,2,1,2,2,1,2,1,1,0,1,0,0,0,0,2,2,1,1,0,2,0,2,2,1,0,1,2,0,2
359,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,3,2,0,-1,1,2,2,2,1,1,0,2,0,0,0,0,1,0,1,2,1,2,1,0,2,1,0,0,1,2,1,1,2,0,2,2
360,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,4,6,0,-1,1,0,1,2,2,0,1,0,2,0,0,2,1,0,1,0,0,1,2,0,0,1,1,1,0,1,1,2,0,0,1,2
361,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,0,0,1,2,3,1,-1,2,2,1,0,2,2,2,2,1,1,0,1,1,0,2,0,0,2,0,2,0,1,1,2,0,2,2,2,2,1,0,2
362,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,1,1,0,0,2,0,0,2,2,0,0,1,1,2,2,2,1,0,0,2,2,1,1,1,1,1,1,1,1,0,1,0
363,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,6,1,0,2,2,0,1,2,2,1,2,1,0,1,1,1,1,0,0,0,2,1,2,2,2,0,1,1,2,0,1,0,1
364,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,3,0,1,1,1,1,2,2,1,0,1,0,0,2,2,2,1,0,0,2,1,2,2,0,1,2,1,0,0,2,0,0,2
365,0,1,2,3,3,0,0,4,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,1,0,1,3,5,5,2,-1,2,2,1,1,0,2,1,0,1,1,0,2,2,0,0,2,1,1,2,2,1,0,2,0,2,1,0,2,2,2,1,1
366,0,1,2,3,3,0,0,4,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,1,0,1,3,5,5,2,11,2,2,1,1,2,0,2,2,0,2,2,1,0,0,0,2,1,2,1,1,2,1,0,2,2,0,2,1,2,1,1,0
367,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,1,1,1,0,1,2,0,0,2,2,1,1,1,0,0,2,1,1,1,2,0,2,0,0,2,2,2,1,2,2,1,2,2
