,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35
172,0,1,2,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,0,2,0,3,0,3,0,1,1,0,1,1,2,1,0,0,0,2,1,2,0,1,0,1,1,2,1,1,0,0,1,2,2,1,2,1,0,2,1,0,2,1,2
173,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,0,1,0,2,0,2,0,1,0,0,0,2,2,1,2,2,1,2,1,1,2,2,0,0,0,0,2,2,0,2,2,2,1,2,2
174,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,1,2,2,1,1,0,0,2,0,0,1,0,1,2,1,1,2,2,2,2,0,1,1,1,2,1,0,0,0,2,1,2,0,1,2
175,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,7,0,2,0,2,1,0,0,0,2,1,0,0,2,2,0,0,1,0,0,2,0,0,0,0,1,2,2,2,1,2,1,1,2,0,2,0,2
176,0,0,0,2,1,2,2,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,1,2,1,1,2,0,0,0,1,2,2,2,0,1,1,1,1,0,1,2,0,1,1,2,0,0,0,0,2,0,2,2,0,0,2,0,0
177,0,1,0,2,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,0,1,5,4,6,0,2,1,2,0,2,2,2,1,2,1,1,2,2,1,0,2,2,0,2,2,0,2,1,2,0,1,0,1,1,1,1,2,0,1,0,1
178,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,1,3,4,4,2,4,1,0,0,2,1,1,2,1,2,0,1,0,1,0,2,1,0,2,2,2,1,1,2,2,2,1,2,1,1,0,0,2,1,1,0,2,0
179,0,1,2,0,4,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,3,0,3,0,1,2,0,2,2,0,2,1,0,1,0,1,0,2,0,0,2,0,2,0,0,0,1,0,0,1,0,2,1,2,0,2,2,0,1,1
180,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,7,0,2,0,2,2,1,2,2,2,1,1,0,0,2,0,1,1,0,0,2,2,0,2,1,0,1,0,0,2,0,1,0,1,2,2,2,0
181,0,1,2,0,4,3,0,3,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,2,0,1,5,4,6,0,2,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,0,2,2,1,1,2,1,1,1,0,0,0,0,2,2,0,2,0,0
182,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,0,2,2,2,1,0,1,1,2,0,1,2,1,2,2,2,2,0,0,2,2,2,2,0,1,0,0,1,0,0,1,1,2,2,1
183,0,1,2,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,0,2,0,3,0,3,0,1,2,1,0,2,0,0,0,0,1,1,0,0,1,2,2,2,1,1,2,0,1,0,1,1,2,2,0,1,0,1,2,0,2,1,1
184,0,1,0,2,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,1,1,1,1,0,1,2,1,1,0,0,2,2,1,2,0,1,2,0,0,2,2,0,0,0,2,1,1,2,1,1,1,2,0,1,1
185,0,1,2,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,0,2,0,3,0,3,0,1,1,1,0,0,1,2,1,1,0,2,0,1,1,1,0,2,0,2,2,2,1,0,0,1,0,2,0,1,0,1,1,2,0,2,2
186,0,1,0,2,2,5,4,6,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,1,0,2,2,1,0,2,0,1,0,1,1,0,2,2,2,2,1,2,2,2,2,1,1,0,1,1,2,2,2,0,1,1,1,2,2
187,0,1,2,0,2,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,0,2,0,0,3,2,0,1,0,1,0,1,0,2,2,1,2,1,1,2,2,1,0,2,0,2,2,2,2,1,1,1,0,2,1,1,1,0,0,1,2,2,1
188,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,1,1,1,1,0,2,0,1,2,0,1,0,1,1,2,2,2,0,0,1,1,0,0,2,1,2,1,1,2,0,0,0,1,0,2,1,0,2,2,2
189,0,1,2,0,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,2,0,1,5,4,6,0,2,1,2,0,1,1,1,0,2,1,0,1,0,2,1,2,2,2,1,0,0,0,0,1,2,1,2,1,1,1,0,1,0,0,0,1
190,0,1,2,0,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,0,2,0,0,3,2,0,1,2,0,1,2,0,0,1,2,1,1,0,0,2,2,1,2,0,0,1,0,1,1,1,2,1,2,0,0,1,2,1,0,2,0,1
191,0,1,0,2,2,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,2,0,3,2,5,7,0,2,1,2,0,1,1,0,1,1,0,2,2,1,1,2,0,0,2,2,1,1,2,2,0,2,1,1,1,1,2,0,0,1,1,2,2
192,0,1,0,2,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,1,5,4,7,0,2,2,2,1,0,2,1,1,1,1,2,2,2,1,1,2,2,2,2,0,2,2,0,2,1,0,2,1,1,1,2,2,0,0,0,2
193,0,1,2,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,0,3,0,3,0,1,0,0,0,1,1,1,0,1,0,2,2,2,0,1,0,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,2,2,1,1,2
194,0,1,2,0,4,3,0,0,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,5,4,6,0,2,0,0,2,1,2,0,0,0,1,0,2,1,2,0,0,2,1,0,1,0,0,2,2,0,1,0,1,0,2,1,0,0,1,0,0
195,0,1,2,0,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,0,2,0,0,3,2,0,1,1,0,0,1,1,1,0,0,1,2,0,2,1,2,1,0,0,1,0,2,2,1,2,2,0,0,0,0,2,0,1,0,0,0,2
196,0,1,0,2,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,1,5,4,7,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,2,0,2,2,0,1,2,2,1,0,2,0,2,1,1,0,1,2,1,2
197,0,1,2,0,4,3,0,3,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,2,0,1,5,4,6,0,2,2,1,0,0,2,0,2,1,0,2,0,2,1,2,2,2,0,2,1,0,0,0,2,2,1,1,0,0,2,0,2,0,0,2,1
198,0,1,2,0,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,0,2,0,0,3,2,0,1,2,1,1,2,0,1,2,0,2,2,1,2,0,1,1,2,0,2,0,0,1,0,2,0,1,2,0,0,2,0,2,2,1,1,0
199,0,1,0,2,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,1,2,1,2,1,2,2,2,1,0,2,2,0,0,0,0,2,0,1,1,0,1,0,0,0,2,2,2,2,0,2,2,1,0,1,0
200,0,1,0,2,1,2,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,0,2,2,1,2,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,1,2,2,0,0,2,1,2,0,0,0,1,0,0,1,1
201,0,1,2,0,4,0,6,3,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,2,0,1,5,4,6,0,2,0,1,2,1,0,1,1,1,0,1,1,1,1,2,2,0,2,2,2,1,2,2,0,0,2,1,0,2,1,0,1,0,1,1,0
202,0,1,2,0,4,3,0,0,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,5,4,6,0,2,1,2,1,2,0,0,2,1,2,2,0,0,2,0,1,2,2,1,0,2,1,0,1,1,1,2,0,2,1,0,0,0,0,0,2
203,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,7,0,2,2,0,2,1,1,1,0,0,1,2,0,0,1,2,2,1,0,1,1,1,2,1,1,2,2,1,1,0,1,2,2,2,1,1,2
204,0,1,0,3,0,1,4,6,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,0,1,3,4,4,2,4,0,0,0,0,1,0,2,0,0,2,1,1,0,0,1,1,1,2,2,2,1,1,2,0,1,2,0,0,1,1,0,2,1,2,1,1,2
205,0,1,0,2,1,2,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,0,2,1,2,1,1,2,1,2,0,0,1,2,0,2,2,1,0,0,0,2,0,1,0,0,0,1,2,1,1,1,0,1,0,1,1,2
206,0,1,0,2,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,0,1,5,4,6,0,2,1,1,2,1,1,2,1,0,1,0,2,0,0,2,2,1,2,1,2,1,0,0,1,1,0,0,2,0,2,0,2,0,2,1,2
207,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,0,1,2,1,1,2,1,1,1,2,0,0,2,1,2,2,0,2,2,2,1,0,0,0,0,0,2,1,0,2,1,0,1,2,0
208,0,1,2,0,2,5,5,5,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,0,2,0,0,3,2,0,1,2,2,1,0,0,2,0,0,0,0,1,2,2,0,2,1,2,1,0,2,0,1,1,0,2,0,0,1,1,1,2,0,1,2,2
209,0,1,2,0,4,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,3,0,3,0,1,2,0,2,2,1,1,2,1,1,0,2,1,1,1,0,0,1,0,1,0,1,1,2,1,1,1,0,0,0,0,1,1,2,0,0
210,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,1,0,0,2,2,2,1,1,2,2,2,2,1,0,1,1,2,2,1,1,0,0,1,2,1,0,2,0,0,1,1,2,1,2,0
211,0,1,2,0,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,0,2,0,0,3,2,0,1,0,1,1,0,1,2,2,0,2,2,1,1,1,2,2,1,2,1,2,0,1,2,1,0,0,0,1,2,0,0,1,1,0,1,2
212,0,1,2,0,2,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,0,3,2,0,1,1,0,1,0,1,1,0,1,2,2,0,1,2,0,1,2,0,0,1,2,1,0,0,0,1,1,1,1,0,2,2,0,1,1,2
213,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,2,1,6,5,1,0,1,0,2,1,0,2,1,2,2,1,2,2,2,2,2,0,1,1,2,2,1,0,0,0,2,1,2,0,0,0,2,0,0,1,1
214,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,1,1,1,1,0,2,1,1,2,2,2,1,1,0,2,2,2,0,1,0,1,2,1,0,0,2,1,0,2,1,2,2,1,0,0,1,0,2,2,1
215,0,1,0,2,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,0,1,5,4,6,0,2,2,0,1,0,0,1,1,1,1,1,1,2,1,1,2,1,1,0,2,1,1,0,2,1,0,1,0,1,0,0,2,2,0,0,2
216,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,0,0,1,0,1,2,1,0,2,2,2,0,1,1,0,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,0,1,0
217,0,0,0,2,1,2,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,0,2,2,0,1,0,1,1,1,2,2,0,2,0,0,1,1,0,2,1,2,1,0,2,0,2,0,1,0,1,2,2,2,0,1,2,2
218,0,1,0,2,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,0,1,5,4,6,0,2,1,0,0,0,0,1,2,1,0,2,1,2,0,0,0,1,0,2,1,1,0,2,1,0,0,1,1,0,1,2,1,2,1,1,0
219,0,1,2,0,2,5,5,5,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,0,0,2,0,0,3,2,0,1,2,1,0,2,2,0,0,0,0,2,1,0,1,2,1,1,0,1,0,2,2,0,0,2,0,0,0,1,0,0,2,2,2,2,2
220,0,1,2,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,0,2,0,3,0,3,0,1,0,1,0,1,0,1,2,0,0,1,1,1,1,0,1,0,0,0,2,2,2,2,1,1,0,0,1,0,1,1,2,2,1,2,0
221,0,1,2,0,4,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,3,0,3,0,1,0,0,1,0,0,1,2,0,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,0,2,0,0,2,2,0,0,1,0,1
222,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,1,2,1,1,2,2,2,1,2,2,0,1,1,1,2,0,0,1,1,1,1,2,0,0,1,2,0,2,1,1,2,1,1,2,2
223,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,0,2,1,0,0,2,1,1,2,0,0,0,2,2,2,2,2,2,0,1,1,0,0,2,0,0,2,2,0,1,0,0,1,2,0
224,0,1,2,0,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,0,0,3,2,0,1,0,1,0,1,2,2,0,1,1,0,2,2,0,0,2,2,2,0,2,2,2,0,0,1,0,2,2,2,1,2,1,2,2,0,1
225,0,1,2,0,4,3,0,5,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,0,2,0,3,0,3,0,1,1,0,1,0,2,0,2,0,0,1,1,0,1,0,1,2,1,2,0,0,0,2,0,0,1,2,0,1,1,0,2,1,2,1,2
226,0,1,2,0,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,2,0,1,5,4,6,0,2,1,1,1,2,0,0,1,1,0,0,2,0,1,2,2,0,2,1,1,2,0,1,2,2,2,2,0,0,1,2,0,2,1,2,1
227,0,1,0,2,1,2,4,6,-1,-1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,-1,1,0,1,2,1,2,0,1,2,1,0,0,2,0,1,2,0,1,0,2,0,1,1,0,2,2,0,2,0,1,2,1,2,1,0
228,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,2,1,6,5,1,0,2,1,2,0,0,1,2,0,0,2,0,2,1,0,2,0,2,0,2,0,0,2,0,0,0,1,0,0,2,0,2,1,2,1,1
229,0,1,2,0,2,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,0,3,2,0,1,0,0,0,2,2,1,0,2,1,1,1,0,1,1,2,1,2,1,2,2,2,2,0,1,1,1,1,2,0,1,1,1,2,0,2
230,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,2,0,1,2,1,0,2,2,0,0,1,2,2,2,2,1,2,1,1,0,1,2,1,0,2,2,1,1,2,2,1,0,2,0,1
231,0,1,2,0,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,2,0,1,5,4,6,0,2,0,2,0,2,2,0,0,2,2,0,0,2,2,0,0,0,2,2,2,2,2,0,1,1,0,2,1,2,0,1,0,2,0,2,2
232,0,1,0,2,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,0,1,5,4,6,0,2,1,0,0,1,0,2,1,1,1,2,2,2,2,2,2,0,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,0,0,1
233,0,1,0,2,1,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,2,0,3,2,5,7,0,2,0,2,1,1,2,2,2,0,2,2,1,0,2,1,1,1,1,0,2,1,0,1,1,2,1,0,0,2,2,2,1,2,2,1,1
234,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,0,2,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,2,1,0,0,2,2,1,0,2,0,1,0,2,0,1,2,2,1,1,2
235,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,2,1,6,5,1,0,1,2,2,0,1,1,1,2,1,0,2,2,1,2,1,2,1,2,0,2,1,1,1,2,1,2,0,1,2,0,0,2,0,0,0
236,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,0,0,2,1,0,2,2,2,2,1,1,2,1,1,0,0,0,0,0,0,1,1,2,0,0,1,2,0,1,0,0,0,0,1,2
237,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,0,1,1,2,2,0,0,0,2,2,1,0,0,2,2,0,1,0,2,2,1,1,1,1,2,0,2,2,0,2,0,2,1,0,2
238,0,1,0,2,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,1,5,4,7,0,2,2,2,2,0,1,0,1,2,0,1,0,1,0,0,2,2,0,2,1,0,0,1,0,1,2,0,1,2,2,1,0,2,2,1,2
239,0,1,2,0,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,0,0,3,2,0,1,1,0,1,2,0,0,2,0,1,1,0,0,2,2,1,0,0,0,0,0,1,1,2,0,0,1,2,1,1,0,0,0,2,2,0
240,0,1,0,2,1,5,4,6,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,1,2,2,0,2,2,1,1,0,0,0,0,1,1,0,0,2,0,0,1,1,1,2,0,2,0,1,2,0,1,1,0,1,0,0,2
241,0,0,1,3,0,1,3,1,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,1,3,4,4,2,4,1,0,2,2,0,0,2,2,1,2,1,1,2,1,2,1,2,0,1,1,0,2,0,1,2,2,0,0,2,1,0,1,1,2,2,1,0
242,0,1,0,2,2,5,4,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,1,2,0,1,1,0,1,2,0,1,2,1,1,1,1,2,2,1,0,1,1,1,1,0,1,0,0,2,0,0,1,2,0,2,1,0
243,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,0,2,1,1,2,0,0,1,2,1,1,0,2,0,1,2,0,0,2,0,1,0,1,2,0,2,1,0,2,1,0,2,0,2,0,2,2
244,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,1,1,1,1,0,2,1,0,1,2,0,2,1,2,1,1,2,0,0,2,2,2,0,0,0,1,2,1,2,0,0,0,1,1,0,1,0,2,2,2
245,0,1,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,0,3,2,5,7,0,2,2,2,0,2,0,2,0,1,2,2,2,1,2,2,0,1,2,2,2,0,2,2,2,2,1,0,0,0,0,2,0,2,1,0,1
246,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,1,0,2,1,0,0,2,0,1,2,2,0,2,0,1,2,1,0,0,0,0,2,2,1,0,0,1,0,1,0,0,1,2,0,0
247,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,4,4,1,1,1,0,0,2,2,1,1,0,2,0,2,1,0,2,2,2,0,2,0,1,0,0,2,2,0,2,1,2,1,2,2,1,0,2,0,1,1
248,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,1,1,1,1,0,1,0,1,0,2,0,0,1,2,2,1,0,0,2,1,1,1,2,2,1,1,0,0,0,1,1,2,0,0,1,2,0,1,2,2
249,0,1,2,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,0,2,0,3,0,3,0,1,2,2,1,2,2,1,0,0,2,2,0,2,0,2,0,1,2,2,0,2,2,1,1,1,0,1,1,0,2,2,1,1,1,1,2
250,0,1,2,0,4,3,0,5,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,0,2,0,3,0,3,0,1,0,0,2,1,1,2,2,2,1,2,1,2,0,0,2,2,2,1,2,2,1,1,2,1,0,0,0,2,0,1,2,1,2,0,0
251,0,1,0,2,1,2,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,0,2,0,2,0,1,2,1,2,0,0,2,2,1,2,0,1,2,1,0,2,2,2,1,0,1,2,1,0,2,2,1,2,1,0,1,1
252,0,1,2,0,4,3,0,0,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,2,0,3,0,3,0,1,2,0,0,1,0,2,2,2,0,1,2,1,2,0,0,0,0,0,1,1,1,1,0,0,2,1,1,2,2,1,0,1,2,2,0
253,0,0,1,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,4,4,1,1,1,0,1,2,0,1,2,0,2,0,2,2,1,1,0,2,2,1,1,1,1,2,1,2,2,0,2,1,1,1,2,1,1,2,1,0,2
254,0,1,2,0,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,2,0,1,5,4,6,0,2,2,2,1,0,2,0,2,0,0,0,0,2,2,1,0,2,2,0,2,2,1,1,0,1,0,0,1,0,0,2,1,0,2,0,0
255,0,1,2,0,2,0,6,3,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,2,0,1,5,4,6,0,2,1,0,2,0,2,1,2,2,1,1,2,0,1,1,2,0,1,1,1,1,2,2,2,1,0,1,2,2,0,2,2,1,0,1,2
256,0,1,0,2,2,5,4,6,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,3,0,0,3,2,0,1,0,1,1,1,1,1,1,2,2,2,0,2,0,1,2,0,0,0,1,1,2,1,1,2,0,1,1,0,2,1,0,0,2,1,0
257,0,0,1,3,0,1,3,1,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,1,3,4,4,2,4,1,0,1,0,1,2,0,0,0,1,2,2,2,1,2,0,2,1,2,1,0,0,1,1,0,2,2,1,2,2,2,1,0,0,0,2,2
258,0,1,0,2,1,2,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,0,0,2,1,2,0,2,2,0,1,2,1,0,1,2,1,2,1,2,1,2,1,0,2,2,1,2,2,0,0,2,2,2,0,0,1,2,0
259,0,1,0,2,1,2,2,2,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,2,3,3,2,5,7,0,2,1,1,0,1,1,2,0,0,2,1,1,1,0,2,2,1,0,1,0,1,2,0,0,1,2,2,2,1,1,2,0,0,2,2,1
260,0,1,2,0,4,3,5,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,0,2,0,0,3,2,0,1,0,0,1,0,0,0,1,1,2,0,2,0,2,0,0,0,0,0,1,0,1,1,2,2,1,0,0,1,2,2,0,0,2,0,2
261,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,4,4,2,4,1,0,1,1,1,0,0,2,0,1,0,1,1,1,0,1,1,2,2,2,2,0,0,0,0,2,1,1,1,1,2,2,2,2,1,1,1
