,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1
12,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,1,1,4,2,0,1,1,2,0,2,0,3,0,-1,63
13,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,7,0,0,0,1,2,0,5,2,0,-1,176
14,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,4,2,0,1,1,2,0,2,0,3,0,-1,201
15,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,2,0,0,0,0,1,3,4,1,0,0,-1,63
16,0,1,0,0,2,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,0,1,0,0,1,1,0,0,1,2,1,0,-1,52
17,0,1,1,3,3,0,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,1,3,4,1,6,0,-1,83
18,0,0,2,2,4,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,0,1,2,1,0,1,22
19,0,0,2,2,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,1,2,0,1,0,-1,70
20,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,1,5,3,5,0,2,16
21,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,6,0,0,2,3,4,3,4,4,0,0,107
22,0,0,2,2,4,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,1,5,2,1,0,-1,13
23,0,1,1,3,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,4,5,6,0,0,0,1,3,4,6,6,0,-1,111
24,0,0,2,2,4,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,0,1,2,1,0,-1,16
25,0,1,0,1,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,0,0,7,0,0,0,1,3,4,1,0,0,-1,67
26,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,4,4,3,0,1,1,2,1,5,3,5,0,-1,80
27,0,0,0,2,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,3,7,0,1,1,0,0,1,2,1,0,-1,66
28,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,5,0,1,1,2,1,5,3,1,0,-1,182
29,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,2,3,0,0,0,0,1,2,0,5,2,0,-1,49
30,0,0,2,2,4,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,0,0,1,2,1,0,-1,11
31,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,6,4,0,1,1,2,1,5,3,5,0,-1,112
32,0,1,0,1,0,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,0,3,0,0,0,1,3,4,6,6,0,-1,141
33,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,3,2,0,0,1,1,2,1,2,0,3,0,-1,145
34,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,4,0,1,1,2,1,5,3,5,0,2,170
35,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,3,0,5,0,1,1,0,0,2,0,3,0,-1,135
36,0,0,0,0,2,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,1,7,0,1,1,0,0,1,2,1,0,-1,189
37,0,0,2,2,1,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,3,2,0,1,1,0,0,1,2,1,0,-1,127
38,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,5,7,0,0,0,1,3,4,1,7,0,-1,55
39,0,1,0,1,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,5,1,7,0,0,2,1,2,0,5,2,0,-1,177
40,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,1,1,0,0,0,1,3,4,1,0,0,-1,207
41,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,6,3,0,1,1,2,1,5,3,5,0,-1,186
42,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,6,0,0,2,1,3,4,1,0,0,-1,65
43,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,4,1,1,0,1,1,2,1,2,0,3,0,-1,57
44,0,1,0,1,0,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,1,3,4,6,6,0,-1,203
45,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,5,5,0,0,2,1,2,0,5,2,0,-1,159
46,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,4,0,1,1,2,1,5,3,5,0,-1,162
47,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,2,4,0,1,1,2,1,5,3,5,0,-1,129
48,0,0,0,0,1,1,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,2,4,5,0,0,2,1,2,0,5,2,0,-1,104
49,0,1,0,1,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,7,0,0,0,1,3,4,1,0,0,-1,84
50,0,0,0,0,1,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,5,3,5,0,1,1,0,0,1,2,1,0,-1,149
51,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,2,1,2,0,5,2,0,-1,113
52,0,0,2,0,1,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,2,4,0,1,1,0,0,2,2,1,0,-1,132
53,0,1,0,0,2,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,5,1,2,0,1,1,0,0,1,2,1,0,-1,178
54,0,0,2,0,1,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,2,2,0,1,1,0,0,1,2,1,0,-1,151
55,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,4,0,2,0,1,1,2,1,2,0,3,0,-1,0
56,0,0,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,0,4,0,1,1,0,0,1,2,1,0,-1,3
57,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,4,2,0,1,1,2,1,5,3,5,0,-1,61
58,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,1,5,4,0,1,1,2,0,2,0,3,0,-1,191
59,0,1,1,3,3,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,1,3,4,1,0,0,-1,211
60,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,4,6,3,0,1,1,2,1,5,3,5,0,-1,59
61,0,1,0,1,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,0,1,6,0,0,0,1,3,4,1,0,0,-1,35
62,0,0,2,2,1,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,0,1,4,5,0,0,2,3,2,0,5,2,0,-1,203
63,0,0,2,2,4,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,0,1,2,1,0,1,38
64,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,2,3,5,0,0,2,1,2,0,5,2,0,-1,126
65,0,1,1,3,3,4,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,1,7,0,0,0,1,3,4,1,0,0,-1,179
66,0,1,0,1,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,0,1,7,0,0,0,1,3,4,1,0,0,-1,82
67,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,3,5,0,0,2,1,2,0,5,2,0,-1,74
68,0,0,0,1,0,2,6,7,-1,-1,-1,-1,0,0,0,0,1,0,1,0,1,4,5,3,5,0,0,2,1,2,0,5,2,0,-1,33
69,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,4,3,4,0,1,1,2,1,5,3,5,0,-1,17
70,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,3,2,0,1,1,2,0,2,0,3,0,-1,211
71,0,1,1,3,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,3,1,0,0,1,1,0,0,1,2,1,0,-1,47
72,0,1,1,3,3,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,3,3,1,6,0,0,0,0,3,4,0,7,0,-1,99
73,0,1,1,3,3,0,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,7,0,0,0,1,3,4,1,0,0,-1,50
74,0,1,0,1,0,4,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,1,2,0,5,2,0,-1,181
75,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,5,3,7,0,0,2,1,2,0,5,2,0,-1,179
76,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,4,6,7,0,0,2,1,2,0,5,2,0,-1,199
77,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,4,0,1,1,2,1,5,3,5,0,2,103
78,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,4,3,1,0,1,1,2,1,5,3,5,0,-1,75
79,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,1,5,2,1,0,-1,195
80,0,1,1,0,2,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,6,0,0,1,1,0,0,2,0,7,0,-1,58
81,0,1,0,1,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,7,0,0,0,1,2,0,1,0,0,-1,17
82,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,4,0,0,1,1,2,0,2,0,3,0,-1,46
83,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0,4,0,1,1,2,1,5,3,5,0,-1,33
84,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,4,1,0,1,1,2,1,5,3,5,0,-1,65
85,0,0,0,0,1,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3,0,5,2,5,0,1,1,0,0,1,2,1,0,-1,118
86,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,4,4,6,0,0,2,3,4,3,4,4,0,0,193
87,0,0,2,0,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,3,3,2,0,1,1,0,0,2,0,3,0,-1,188
88,0,0,2,2,4,5,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,2,4,3,0,0,2,3,2,0,5,2,0,-1,167
89,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,0,2,0,1,1,2,0,2,0,3,0,-1,43
90,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,3,0,4,4,7,0,1,1,2,1,2,0,3,0,-1,37
91,0,1,1,3,2,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,6,3,0,1,0,0,0,4,0,7,0,-1,2
92,0,0,0,0,1,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,1,2,0,1,1,0,0,1,2,1,0,-1,198
93,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,4,0,1,1,2,1,5,3,5,0,-1,40
94,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,4,4,0,1,1,2,1,2,0,3,0,-1,156
95,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,1,5,3,5,0,-1,152
96,0,1,0,1,0,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,1,3,0,6,6,0,-1,19
97,0,1,1,3,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,0,6,3,0,1,0,0,0,1,2,1,0,-1,40
98,0,0,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,4,5,5,5,0,0,2,1,2,0,5,2,0,-1,143
99,0,1,0,0,2,3,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,0,3,2,0,1,1,0,0,1,2,1,0,-1,154
100,0,1,1,0,2,3,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,5,1,7,0,1,1,0,0,2,0,7,0,-1,179
101,0,0,0,0,1,1,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,1,0,0,2,1,2,0,5,2,0,-1,27
102,0,0,2,0,1,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,5,4,0,1,1,0,0,1,2,1,0,-1,60
103,0,1,1,3,3,0,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,5,1,0,0,0,1,3,4,1,0,0,-1,185
104,0,0,2,2,4,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,0,0,1,2,1,0,-1,113
105,0,0,0,1,0,2,6,7,-1,-1,-1,-1,0,0,0,0,1,0,1,0,1,4,5,3,5,0,0,2,1,2,0,5,2,0,-1,192
106,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,4,0,1,1,2,1,5,3,5,0,-1,106
107,0,1,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,2,3,2,0,1,1,0,0,1,2,1,0,-1,155
108,0,1,0,1,0,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,2,1,1,0,0,0,1,2,0,6,6,0,-1,169
109,0,1,1,1,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,5,1,1,0,0,0,1,3,4,1,0,0,-1,32
110,0,0,2,2,1,2,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,0,5,3,0,0,2,3,2,0,5,2,0,-1,122
111,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,2,2,1,0,4,2,0,1,1,0,0,2,0,3,0,-1,200
112,0,0,2,2,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,0,0,1,2,1,0,-1,105
113,0,1,1,3,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,1,1,0,0,0,1,3,4,6,6,0,-1,139
114,0,1,1,3,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,2,2,0,0,1,0,0,0,1,2,1,0,-1,51
115,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,6,0,0,0,1,3,4,1,0,0,-1,71
116,0,1,1,1,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,1,3,4,6,6,0,-1,48
117,0,1,1,3,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,2,0,4,0,0,0,0,0,1,6,7,0,-1,17
118,0,1,1,3,3,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,3,1,3,0,0,0,1,3,4,1,0,0,-1,98
119,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,5,3,2,0,1,1,0,0,2,0,3,0,-1,199
120,0,0,2,2,4,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,0,1,2,1,0,-1,140
121,0,1,1,1,2,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,7,0,1,1,0,0,1,2,1,0,-1,208
122,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,5,1,0,0,0,1,3,4,6,6,0,-1,151
123,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,0,5,0,0,0,1,3,4,1,7,0,-1,149
124,0,0,2,0,1,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,3,1,0,3,2,0,1,1,0,0,1,2,1,0,-1,203
125,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,5,1,7,0,0,0,1,2,0,5,0,0,-1,106
126,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,0,3,0,1,1,2,1,5,3,5,0,-1,95
127,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,4,2,5,0,0,2,1,2,0,5,2,0,-1,77
128,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,1,5,3,5,0,-1,155
129,0,1,1,3,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,1,3,0,1,0,0,0,1,2,1,0,-1,164
130,0,1,0,1,0,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,3,2,0,0,0,0,1,3,0,6,6,0,-1,181
131,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,4,0,1,1,2,1,5,3,5,0,-1,206
132,0,1,0,1,0,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,1,7,0,0,0,1,2,0,1,0,0,-1,66
133,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,1,2,0,4,0,6,0,0,2,3,4,3,4,4,0,0,138
134,0,0,2,0,1,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,1,1,2,0,1,2,1,0,-1,164
135,0,1,0,1,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,2,6,1,0,1,1,0,0,1,2,1,0,-1,86
136,0,0,2,2,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,4,6,3,0,1,1,2,1,5,3,5,0,-1,168
137,0,1,0,1,2,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,0,1,7,0,1,1,0,0,1,2,1,0,-1,187
138,0,1,0,1,0,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,2,6,0,0,0,0,1,3,0,6,6,0,-1,200
139,0,1,0,1,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,2,3,7,0,1,1,0,0,1,2,1,0,-1,167
140,0,1,0,1,0,2,6,7,-1,-1,-1,-1,-1,-1,1,1,4,0,1,0,1,4,5,3,5,0,0,0,1,2,0,5,2,0,-1,92
141,0,1,1,3,3,0,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,6,3,0,1,0,0,3,4,1,7,0,-1,19
142,0,1,1,3,3,0,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,6,1,0,0,0,1,3,4,1,6,0,-1,20
143,0,0,2,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,4,2,0,1,1,2,0,2,0,3,0,-1,133
144,0,1,1,3,3,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,1,0,0,0,1,3,4,1,0,0,-1,172
145,0,0,0,1,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,2,2,0,0,1,1,0,0,1,2,1,0,-1,89
