,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16
117,0,1,0,0,3,5,4,5,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,6,6,0,-1,0,2,0,2,2,1,2,2,1,1,1,2,2,2,1,2
118,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,1,0,2,1,1,2,0,0,0,2,0,1,2,1,1,1,0,1,2
119,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,1,0,2,1,0,2,0,0,0,2,0,1,0,1,0,0,2,2,1
120,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,0,4,1,1,0,2,0,0,1,0,1,1,0,1,0,2,0,2,1,0,0,0
121,0,0,1,2,0,4,6,6,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,2,3,0,-1,2,2,1,0,0,0,1,1,2,1,2,2,0,2,1,1
122,0,0,1,2,0,4,6,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,0,0,0,1,0,2,2,2,2,1,1,1,0,0,1,0,0,2,0,1
123,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,1,0,1,0,1,2,1,2,1,1,0,1,2,0,0
124,0,0,1,2,0,4,6,6,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,2,3,0,4,1,7,0,2,0,1,1,2,1,0,2,0,2,1,2,2,0,2,0,2
125,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,1,0,2,0,1,2,2,0,2,1,0,1,0,0,0,0,2,1,1
126,0,0,1,2,0,4,6,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,3,0,1,0,0,0,1,1,2,2,0,0,0,1,0,2,1,1,2,0,0,0,0
127,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,3,5,5,4,1,0,2,1,0,0,2,0,1,0,2,2,0,1,0,2,1,0
128,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,2,5,4,1,0,0,2,2,1,0,1,2,0,0,0,1,0,1,1,0,2
129,0,0,1,2,0,4,6,6,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,2,0,0,1,1,0,1,0,2,0,0,2,1,2,0,2,1,2,1,0
130,0,1,0,1,3,5,4,5,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,1,0,0,1,3,4,5,1,2,0,1,2,2,2,0,1,0,0,2,0,0,1,2,0,1
131,0,0,1,2,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,1,2,0,1,1,1,2,1,1,2,0,2
132,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,4,1,0,1,0,1,2,2,0,0,0,0,1,2,0,2,2,2,2
133,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,0,1,0,1,2,2,1,2,2,1,2,0,1,0,2,1,2,0,1,1
134,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,1,2,3,5,5,4,1,0,0,1,0,0,2,0,1,1,2,0,0,0,0,1,0,1
135,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,1,0,2,0,2,0,0,2,0,1,2,1,0,0,0,0,1,0,1
136,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,1,1,0,2,2,2,0,2,1,1,1,1,2,1,2,1,1,2,1,0
137,0,1,2,1,1,3,0,7,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,0,2,3,5,6,6,1,0,2,2,0,1,0,2,0,1,2,1,0,2,0,1,0,2
138,0,0,1,2,0,4,6,6,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,1,7,0,2,2,0,0,2,0,1,0,0,1,0,1,0,0,2,1,2
139,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,6,1,0,0,0,1,2,0,0,1,2,2,0,1,2,2,1,1,2
140,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,3,0,1,0,0,0,1,1,1,0,1,1,0,2,2,1,0,1,0,1,0,0,2
141,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,5,5,4,1,0,2,2,0,2,0,2,0,1,2,2,0,0,2,0,0,2
142,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,0,0,4,1,7,0,2,2,2,0,2,0,2,1,2,1,2,1,1,2,1,0,1
143,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,2,1,0,2,0,2,1,2,0,2,2,0,1,2,1,0
144,0,0,1,2,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,3,0,1,0,0,0,1,2,2,2,1,2,0,1,0,0,0,2,1,2,1,1,2
145,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,6,1,0,1,0,1,0,0,2,1,2,2,2,2,2,2,1,2,2,2
146,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,3,5,5,4,1,0,2,1,0,0,0,2,0,2,0,2,2,0,2,1,0,2
147,0,0,0,0,3,5,4,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,5,0,2,1,0,1,0,0,1,0,1,1,2,0,2,2,0,1,2
148,0,0,1,2,0,4,6,2,-1,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,2,3,0,4,1,7,0,2,1,1,2,1,0,0,1,2,2,2,1,1,0,0,0,1
149,0,0,1,2,0,4,6,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,2,3,4,0,0,0,0,1,2,0,2,0,2,1,0,0,0,2,2,0,2,0,0,0
150,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,4,1,0,0,2,0,1,1,1,0,0,1,1,2,2,2,0,1,2
151,0,0,1,2,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,3,0,1,0,0,0,1,2,0,1,1,2,2,1,2,1,2,0,2,1,1,1,2
152,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,0,4,1,1,0,2,0,1,0,1,0,2,0,0,2,0,0,2,2,1,1,2
153,0,1,0,0,3,5,4,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,5,1,2,2,1,1,1,0,1,1,1,2,1,2,0,1,0,1,2
154,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,3,5,5,4,1,0,1,0,2,2,2,0,2,1,2,1,1,1,2,0,1,1
155,0,0,1,2,2,2,2,2,4,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,2,3,0,4,1,7,0,2,1,1,1,0,2,2,1,2,0,1,1,2,2,1,0,0
156,0,0,0,0,3,5,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,4,1,1,0,2,1,0,1,2,1,1,2,0,1,1,2,1,1,1,2,1
157,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,1,1,0,2,2,2,0,1,1,1,2,0,0,2,0,2,2,1,0,0
158,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,6,1,0,1,1,1,1,1,0,0,0,2,1,1,2,0,2,1,0
159,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,2,5,4,1,0,1,1,2,0,1,0,0,2,0,1,1,0,1,0,0,1
160,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,1,0,1,2,0,1,0,0,1,2,1,2,2,0,2
161,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,0,1,4,1,1,0,2,2,2,0,2,2,1,1,0,1,0,2,0,0,1,2,2
162,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,0,0,0,2,0,0,2,2,0,1,2,1,0,0,1
163,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,7,0,2,1,2,1,2,0,1,1,1,0,1,2,2,0,2,1,2
164,0,1,2,3,4,1,3,1,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,0,0,0,2,0,0,1,1,0,2,1,2,1,2,2,2,0
165,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,3,5,5,4,1,0,1,0,0,1,1,2,1,1,0,0,1,1,0,1,1,2
166,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,1,1,0,2,1,2,0,0,1,0,0,0,1,1,1,2,2,2,2,1
167,0,0,0,0,3,0,5,0,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,6,1,0,1,0,1,2,0,1,2,0,0,2,2,0,1,0,2,2,1
168,0,1,2,3,4,1,3,1,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,-1,1,1,0,0,1,0,2,2,0,0,2,0,1,0,1,1
169,0,0,1,2,0,4,6,2,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,2,3,0,4,1,7,0,2,1,0,0,0,0,1,1,2,1,1,1,1,0,2,2,0
170,0,0,1,2,2,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,1,1,2,0,0,1,1,1,1,0,2,0,0,1,0,2
171,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,5,5,4,1,0,2,1,0,0,1,1,2,2,1,0,1,1,2,0,2,0
172,0,0,1,2,0,4,6,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,2,3,4,0,0,0,0,1,1,1,2,2,0,0,0,1,1,1,0,0,2,0,0,1
173,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,6,6,1,0,0,0,1,2,1,0,2,2,0,2,1,0,0,0,0,0
174,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,4,1,0,0,2,0,2,0,2,0,2,2,1,0,2,1,2,1,1
175,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,1,0,2,2,0,0,1,2,2,2,1,1,1,2,0,0,1,1,2
176,0,1,0,0,3,5,4,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,5,1,2,1,2,1,1,1,2,2,2,1,2,0,0,1,1,0,0
177,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,1,0,2,0,0,2,1,1,1,1,2,0,1,2,0,0,0,1,0
178,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,1,2,3,5,5,4,1,0,0,0,0,0,0,2,1,0,2,1,2,0,0,2,0,1
179,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,1,2,0,0,0,0,1,2,2,2,1,0,2,2,2,0
180,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,1,1,0,2,2,0,0,0,2,0,1,1,1,1,2,2,0,2,2,2
181,0,0,1,2,0,4,6,2,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,2,3,0,4,1,7,0,2,1,0,1,0,2,1,1,2,0,1,2,1,1,2,2,1
182,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,6,1,0,1,0,0,2,2,0,2,0,2,1,2,2,0,1,1,0
183,0,0,1,2,0,4,6,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,2,3,4,0,0,0,0,1,0,2,1,0,1,2,0,2,2,0,0,2,1,0,2,2
184,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,0,1,0,1,1,1,2,2,1,0,0,0,1,2,1,2,0,2,1,0
185,0,0,1,2,0,4,6,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,3,0,1,0,0,0,1,0,1,0,2,2,1,1,2,1,0,2,1,0,2,0,0
186,0,0,0,0,2,0,5,0,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,6,1,0,1,1,2,2,2,1,0,1,1,2,1,2,1,0,2,1,0
187,0,0,1,2,2,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,3,0,1,0,0,0,1,0,2,1,1,1,1,2,1,2,2,2,2,0,2,0,2
188,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,1,2,5,5,4,1,0,1,1,0,1,2,2,1,1,2,0,1,2,0,2,2,1
189,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,0,0,4,1,7,0,2,1,1,1,0,0,1,1,0,2,1,1,0,0,2,2,1
190,0,0,1,2,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,0,0,0,1,0,0,0,1,1,2,1,1,1,0,2,0,2,0,0,1,1,1,1,2
191,0,0,0,0,2,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,0,4,1,1,0,2,1,1,0,1,0,0,0,2,1,0,1,1,2,1,2,2
192,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,0,4,1,1,0,2,0,1,2,2,1,1,1,0,1,0,0,1,1,1,2,1
193,0,0,1,2,0,4,6,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,0,0,0,1,2,0,1,2,2,1,2,0,1,2,1,2,2,2,0,1
194,0,0,1,2,0,4,6,6,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,0,4,1,7,0,2,1,0,1,1,2,1,2,1,2,2,1,2,1,1,0,1
195,0,0,1,2,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0,2,0,2,1,0,2,2,2,2,2,1,2
196,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,0,4,1,1,0,2,0,1,0,0,0,1,0,2,0,0,0,2,1,0,2,0
197,0,0,1,2,0,4,6,2,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,2,3,0,4,1,7,0,2,2,0,0,0,2,0,2,0,1,0,1,0,0,2,2,1
198,0,0,1,2,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,1,2,0,0,1,0,0,0,1,1,1,0,2,1,1,0,2,1,2,1,1,1,0,2,1
199,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,2,2,0,0,2,2,1,1,1,1,0,1
200,0,0,0,0,3,5,4,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,5,0,2,2,1,2,2,1,1,1,1,1,1,0,1,1,1,0,2
201,0,0,1,2,0,2,2,2,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,2,3,0,4,1,7,0,2,2,0,0,1,0,1,0,1,2,2,1,1,0,0,1,0
202,0,0,1,2,0,4,6,6,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,3,4,0,1,7,0,2,2,0,1,1,2,1,1,1,0,1,1,0,1,1,0,1
203,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,1,0,2,0,2,2,2,2,2,0,2,1,2,2,1,0,2,2,2
204,0,0,0,1,1,3,5,0,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,1,0,2,3,1,6,6,0,0,1,2,0,2,1,0,2,0,1,1,0,1,0,1,1,2
205,0,0,0,0,3,5,4,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,5,0,2,1,1,0,1,1,2,2,1,1,2,1,0,0,2,2,2
206,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,7,0,2,1,1,0,2,1,0,2,0,2,2,0,2,1,0,2,1
207,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,6,6,1,0,1,1,2,1,2,0,0,0,2,1,0,1,2,2,1,0
208,0,0,1,2,2,0,1,3,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,3,0,1,0,0,0,1,2,0,2,1,1,2,1,0,1,0,2,0,2,2,1,0
209,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,1,1,2,1,2,0,1,1,1,1,1,0,2,1,2
210,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,1,1,0,2,0,2,0,0,1,2,2,0,0,1,2,0,2,0,1,0
211,0,0,1,2,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,1,0,0,0,1,0,0,0,1,2,2,1,2,2,0,0,0,1,0,2,2,2,1,1,1
212,0,0,1,2,2,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,2,0,2,1,2
213,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,0,1,2,1,1,0,2,0,2,2,2,0,2,2,2,2,0
214,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,2,3,5,5,4,1,0,0,0,2,1,0,0,0,0,2,2,2,2,1,0,1,1
215,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,1,0,2,2,1,1,0,0,2,1,2,1,2,2,2,0,0,2,2
216,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,1,1,0,2,0,1,0,0,1,2,2,1,1,0,1,0,0,2,0,0
217,0,1,0,0,3,5,4,5,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,5,0,2,2,2,1,2,2,1,0,0,2,2,2,0,2,2,0,0
218,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,1,0,2,2,0,0,2,0,2,2,1,0,0,0,0,2,2,0,1
219,0,0,1,2,2,0,1,3,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,1,2,3,0,1,0,0,0,1,0,1,1,2,1,0,0,1,2,2,2,1,0,0,0,1
220,0,0,1,2,0,4,6,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,2,3,4,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0,2,1,2,2,0
221,0,0,1,2,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,1,0,0,2,2,1,1,0,2,1,2,0,2,2,2
222,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,1,1,0,2,0,1,0,0,1,2,0,2,0,1,0,0,0,2,1,1
223,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,6,1,0,0,0,2,0,0,1,1,0,1,0,0,2,1,1,0,0
224,0,0,1,2,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,2,1,2,1,1,1,2,1,1,2
225,0,0,1,2,0,4,6,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,3,0,1,0,0,0,1,2,2,1,0,2,0,0,2,0,2,1,1,1,1,2,1
226,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,0,0,4,1,7,0,2,1,0,2,1,2,2,0,2,1,2,2,0,2,1,0,1
227,0,0,0,0,3,5,5,0,-1,-1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,3,1,6,6,0,-1,0,2,1,2,1,2,0,2,0,0,0,2,1,0,0,1
228,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,2,1,0,0,2,2,2,2,2,1,0,0,0,0,0,2,0,2,0
229,0,0,1,2,2,4,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,3,0,1,0,0,0,1,0,0,2,1,2,0,0,0,2,1,1,0,1,0,0,0
230,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,5,6,1,0,1,1,2,0,0,1,1,2,2,1,1,2,0,0,0,2
231,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,0,0,0,4,1,7,0,2,2,2,1,1,0,1,1,2,1,2,1,2,2,2,0,0
232,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,0,4,1,1,0,2,0,1,2,1,1,1,1,0,2,1,2,1,2,2,1,1
233,0,0,0,0,3,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,0,1,4,1,1,0,2,0,1,2,1,1,2,2,0,1,0,2,2,1,1,0,0
234,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,4,1,0,2,2,1,2,0,2,0,2,0,2,2,0,2,0,1,0,1
235,0,1,2,3,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,1,2,2,3,4,1,0,2,1,0,1,1,2,0,2,0,0,1,1,2,0,2,1
236,0,1,2,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,2,3,5,6,6,1,0,2,1,2,2,2,0,0,1,2,1,0,1,2,2,0,0
237,0,0,0,0,3,5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,1,3,1,1,0,2,2,0,1,1,2,2,0,0,1,2,1,1,0,0,2,0
238,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,0,4,1,1,0,2,1,1,1,2,1,0,2,1,1,0,2,2,2,0,2,2
239,0,0,1,2,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,0,0,1,0,0,0,1,2,0,1,2,1,2,2,0,0,0,1,1,2,0,2,2
240,0,0,0,0,3,0,5,0,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,6,1,0,1,0,0,0,2,1,1,0,2,0,0,2,1,0,0,0,0
241,0,1,2,1,1,3,0,7,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,0,2,3,5,6,6,1,0,2,2,0,1,2,2,2,2,1,2,1,2,0,0,1,0
242,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,2,0,2,2,0,1,0,1,0,1,1,1
