,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36
259,0,0,2,0,1,0,1,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,2,4,3,6,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1
260,0,0,0,2,3,5,3,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,1,0,0,0,3,4,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0
261,0,1,1,3,2,0,1,4,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,0,2,2,4,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0
262,0,1,1,1,0,1,4,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,3,5,6,2,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1
263,0,0,2,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,2,2,1,0,6,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
264,0,1,1,1,0,1,4,6,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,2,3,3,5,6,2,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0
265,0,0,2,0,1,2,0,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,2,2,1,0,6,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
266,0,1,1,3,4,4,5,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,4,0,5,4,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1
267,0,1,1,3,2,0,1,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,2,2,4,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
268,0,0,2,0,1,2,0,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
269,0,0,2,0,2,0,1,4,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,0,2,2,4,3,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1
270,0,0,0,2,3,5,3,5,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,3,4,5,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
271,0,0,2,0,1,2,0,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1
272,0,0,2,0,2,0,1,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,2,4,3,6,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
273,0,1,1,1,0,1,4,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,3,5,6,2,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0
274,0,0,2,0,1,2,0,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1
275,0,0,0,2,3,5,3,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,0,0,0,3,4,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1
276,0,1,1,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,1,1,3,5,1,7,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1
277,0,1,1,3,4,4,2,0,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,1,3,5,1,7,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
278,0,1,1,1,0,1,4,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,3,5,6,2,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
279,0,1,1,3,2,0,1,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,2,2,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
280,0,1,1,1,0,1,4,6,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,3,5,6,2,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0
281,0,0,2,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,2,2,1,0,6,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1
282,0,1,1,3,4,4,2,0,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,1,1,3,5,1,7,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
283,0,1,0,1,2,3,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,1,2,2,3,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1
284,0,1,0,1,2,3,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,1,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0
285,0,1,1,3,4,4,5,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,1,1,3,5,1,7,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1
286,0,1,1,3,4,4,5,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,1,1,3,5,1,7,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0
287,0,1,1,3,4,4,5,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,4,0,5,4,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1
288,0,1,1,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,1,1,3,5,1,7,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0
289,0,0,2,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,0,2,2,1,0,6,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
290,0,0,2,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,2,1,0,6,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
291,0,1,1,3,4,4,5,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,4,0,5,4,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1
292,0,1,1,3,2,0,1,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,2,2,4,3,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1
293,0,1,1,3,4,4,2,0,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,1,1,3,5,1,7,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
294,0,1,1,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,3,5,6,2,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
295,0,0,0,2,3,5,3,5,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,3,4,5,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1
296,0,1,1,1,0,3,4,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,1,2,6,2,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1
297,0,1,1,3,4,4,5,3,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,4,0,5,4,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0
298,0,0,0,2,3,5,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,3,4,5,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0
299,0,0,2,0,1,2,0,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,2,2,1,0,6,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
300,0,0,2,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,2,2,1,0,6,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
301,0,0,2,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,2,2,1,0,6,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0
302,0,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0
303,0,0,2,0,1,0,1,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,2,4,3,6,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
304,0,1,1,3,2,1,1,4,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,1,0,2,2,4,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
305,0,1,1,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,1,1,3,5,1,7,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
306,0,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1
307,0,0,0,2,3,5,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,3,4,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0
308,0,1,1,3,2,0,1,4,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,0,2,2,4,3,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1
309,0,0,0,2,2,3,6,2,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,3,1,2,2,3,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0
310,0,1,1,1,0,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,3,5,6,2,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1
311,0,0,0,2,3,5,3,5,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,3,4,5,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1
312,0,1,1,3,4,4,5,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,1,1,3,5,1,7,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
313,0,0,0,2,3,2,3,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,1,0,0,0,3,4,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0
314,0,1,1,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,1,1,3,5,1,7,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0
315,0,1,1,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,1,1,3,5,1,7,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1
316,0,0,2,0,1,0,1,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,2,4,3,6,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1
317,0,0,2,0,1,2,0,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
318,0,1,1,1,0,1,4,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,3,5,6,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0
319,0,0,2,0,1,2,0,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0
320,0,0,0,2,3,5,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,3,4,5,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1
321,0,0,0,2,3,5,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,3,4,5,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1
322,0,0,2,0,1,2,0,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,2,2,1,0,6,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
323,0,1,1,1,0,1,4,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,3,5,6,2,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0
324,0,1,1,1,0,1,4,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,2,3,3,5,6,2,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0
325,0,0,2,0,1,2,0,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,2,2,1,0,6,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1
326,0,1,1,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,1,1,3,5,1,7,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1
327,0,0,0,2,2,3,6,2,16,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,3,1,2,2,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
328,0,0,0,2,3,5,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,3,4,5,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1
329,0,1,1,3,4,4,5,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,1,1,3,5,1,7,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1
330,0,0,2,0,1,2,0,1,-1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1
331,0,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1
332,0,1,1,3,4,4,5,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,1,1,3,5,1,7,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1
333,0,0,0,2,3,2,3,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1
334,0,1,1,1,0,3,4,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,3,5,6,2,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
335,0,1,1,1,0,1,2,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,3,5,6,2,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0
336,0,1,1,3,2,0,1,4,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,0,2,2,4,3,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0
337,0,0,0,2,3,5,3,5,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,3,4,5,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1
338,0,1,1,3,4,4,2,0,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,1,1,3,5,1,7,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1
339,0,1,1,3,4,4,2,0,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,1,1,3,5,1,7,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1
340,0,1,1,3,4,4,5,3,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,4,0,5,4,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0
341,0,0,0,2,3,5,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,3,4,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1
342,0,0,0,2,3,5,3,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,0,0,0,3,4,5,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0
343,0,0,2,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,0,2,2,1,0,6,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0
344,0,1,1,3,4,4,5,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,4,0,5,4,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1
345,0,0,2,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,0,2,2,1,0,6,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
346,0,1,1,3,4,4,5,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,1,1,3,5,1,7,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1
347,0,1,1,3,4,4,5,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,1,1,4,0,5,4,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0
