,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14
228,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,5,5,0,0,1,3,3,2,6,3,0,-1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
229,0,1,1,3,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,1,0,1,0,2,4,3,5,0,0,-1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
230,0,1,1,3,3,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,5,0,1,0,2,4,3,5,0,0,-1,1,0,0,0,1,0,0,1,1,0,1,0,1,1
231,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,4,1,3,0,0,1,1,3,4,1,7,0,-1,0,0,1,1,0,0,1,0,1,1,1,1,0,0
232,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,2,0,0,0,1,1,3,4,1,7,0,-1,1,0,0,0,0,0,1,1,1,1,1,0,1,0
233,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,0,0,0,1,2,0,2,2,6,2,0,-1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
234,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,3,6,0,0,0,1,3,0,1,2,1,0,-1,0,0,1,1,1,1,0,1,0,1,1,1,1,0
235,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,0,1,1,3,4,1,7,0,-1,1,1,0,0,1,0,1,0,0,1,0,1,0,1
236,0,1,2,1,1,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,1,6,5,0,1,2,0,2,0,0,4,4,-1,1,1,1,0,0,1,1,1,0,0,1,1,1,1
237,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,4,5,5,6,0,1,2,0,2,2,6,2,0,-1,0,1,0,0,1,0,1,0,1,0,1,0,0,1
238,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,1,1,0,0,1,1,3,4,1,7,0,-1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
239,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,4,1,0,0,1,2,0,2,2,6,2,0,-1,1,0,0,1,1,0,1,0,1,1,0,1,0,0
240,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,1,5,2,3,0,-1,1,1,1,0,0,1,0,0,1,0,0,1,0,1
241,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,1,0,0,1,1,1,5,4,5,0,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
242,0,1,1,3,0,5,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,3,0,6,0,0,0,2,4,3,3,6,0,-1,1,1,1,0,1,1,1,0,1,0,0,1,1,0
243,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,2,5,0,0,1,1,3,4,1,7,0,-1,0,0,1,1,1,0,0,1,1,0,1,1,0,0
244,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,0,5,0,1,2,0,2,2,6,2,0,-1,1,0,1,1,1,0,1,0,0,0,0,1,1,1
245,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,3,3,0,0,1,3,0,1,2,1,0,-1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
246,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,3,4,1,7,0,-1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
247,0,0,1,3,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,3,3,0,0,0,0,3,0,1,3,6,0,-1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
248,0,0,0,2,4,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,2,2,0,0,0,1,3,0,1,2,1,0,-1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
249,0,0,0,0,2,0,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,0,1,3,0,1,2,3,0,-1,1,1,0,0,0,1,1,1,0,0,0,0,0,1
250,0,1,2,1,1,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,4,6,3,0,1,2,0,2,0,0,4,7,-1,1,0,1,0,1,0,0,1,1,1,0,1,1,0
251,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,1,5,2,1,0,-1,1,0,1,1,1,0,1,1,1,0,0,1,0,0
252,0,1,2,1,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,6,1,0,1,2,0,2,0,0,0,4,-1,0,0,1,0,0,1,0,1,1,1,1,1,0,0
253,0,1,0,0,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,1,6,6,0,1,2,0,2,2,6,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0
254,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,5,5,0,1,2,0,2,2,6,2,0,-1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
255,0,0,0,2,4,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,1,5,2,0,0,0,3,0,2,6,3,0,-1,1,0,0,0,1,0,1,0,1,0,1,0,1,0
256,0,1,2,1,1,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,5,3,5,0,1,2,0,2,0,0,4,7,-1,0,0,0,0,0,1,1,0,1,1,1,0,0,1
257,0,1,1,3,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,5,0,7,0,1,0,2,4,3,5,0,0,-1,0,0,1,0,0,0,1,0,0,0,1,1,1,0
258,0,1,2,1,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,1,3,0,0,1,2,0,2,0,0,4,6,-1,0,0,0,0,1,1,1,0,0,1,0,0,1,1
259,0,1,1,3,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,4,0,0,0,1,0,2,4,3,5,0,0,-1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
260,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,2,4,7,0,1,2,0,2,2,6,2,0,-1,1,1,0,1,1,1,1,1,1,0,1,0,0,1
261,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,2,2,1,0,0,1,1,3,2,6,7,0,-1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
262,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,0,6,2,0,1,2,0,2,2,6,2,0,-1,0,1,1,1,0,1,0,0,1,1,1,1,1,0
263,0,0,0,0,2,4,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,3,0,0,0,1,1,1,5,4,5,0,-1,0,1,0,1,1,1,0,0,0,1,1,1,1,1
264,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,5,6,0,1,2,0,2,2,6,2,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1
265,0,1,2,1,3,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,7,0,1,2,0,2,0,0,4,7,-1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
266,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,4,3,0,0,1,3,0,1,2,1,0,-1,1,0,0,1,0,0,0,1,1,0,0,1,1,0
267,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,3,2,6,0,0,1,1,3,4,1,7,0,-1,1,0,0,1,1,0,1,0,0,0,1,0,1,0
268,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,3,0,1,2,1,0,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
269,0,0,1,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,2,3,5,0,0,0,3,0,1,3,6,0,-1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
270,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,5,3,1,0,0,1,1,1,5,4,5,0,-1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
271,0,0,0,0,2,0,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,1,3,0,1,2,3,0,-1,1,1,1,1,0,1,0,0,0,0,1,0,1,1
272,0,1,2,1,1,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,5,7,0,1,2,0,2,0,0,4,4,-1,1,1,1,0,1,0,0,0,1,1,1,1,0,1
273,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,0,3,6,0,0,1,3,0,1,2,1,0,-1,0,0,1,0,0,0,1,1,1,0,0,0,1,1
274,0,0,0,0,3,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,6,4,0,0,1,1,3,2,6,2,0,-1,0,0,0,0,0,1,0,0,1,0,0,1,1,1
275,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,4,0,0,0,1,3,0,1,2,1,0,-1,1,0,1,0,1,1,0,0,0,0,1,1,0,0
276,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,5,0,0,1,1,1,5,2,1,0,-1,0,1,0,1,1,0,0,0,0,1,1,0,0,1
277,0,0,0,0,3,3,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,5,0,0,1,2,0,2,2,6,2,0,-1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
278,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,1,1,1,5,4,5,0,-1,0,1,0,1,0,0,0,0,1,1,0,1,1,0
279,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,1,5,2,3,0,-1,1,0,1,1,1,0,1,0,0,0,1,0,0,1
280,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,3,1,7,0,1,2,0,2,0,0,2,0,-1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
281,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,0,1,3,0,0,1,3,0,1,2,1,0,-1,1,0,0,1,1,0,0,0,1,0,1,1,0,0
282,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,1,2,0,1,2,0,2,2,6,2,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
283,0,1,1,3,0,2,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,4,3,4,0,1,0,2,4,3,5,0,0,-1,1,0,1,0,1,1,1,0,0,1,0,0,0,0
284,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,0,6,6,0,0,1,3,0,1,3,6,0,-1,0,0,0,1,0,0,0,1,1,1,1,0,0,0
285,0,0,0,0,2,4,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,4,5,0,-1,0,1,1,0,0,0,1,0,0,1,1,0,1,0
286,0,0,0,2,4,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,3,2,6,0,0,0,3,0,1,3,6,0,-1,0,1,1,1,0,0,0,1,1,1,0,0,0,1
287,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,6,0,0,1,1,1,5,4,5,0,-1,0,1,0,1,1,1,0,1,0,0,0,1,1,0
288,0,0,1,2,4,5,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,3,3,5,0,0,0,3,0,1,3,6,11,-1,1,1,0,1,0,0,1,1,0,1,0,1,1,0
289,0,0,0,2,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,2,1,5,0,0,1,3,0,1,2,1,0,-1,1,1,0,0,0,1,0,1,0,1,1,0,0,1
290,0,1,1,3,0,5,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,2,7,0,0,0,3,0,1,3,6,11,-1,0,0,1,0,1,0,0,1,1,1,1,1,0,0
291,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,2,0,0,1,3,0,2,6,3,0,-1,0,1,1,0,1,1,0,0,0,1,1,1,0,1
292,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,1,5,2,0,0,1,3,0,1,2,3,0,-1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
293,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,3,0,1,2,1,0,-1,1,0,0,1,0,0,1,1,0,1,1,0,0,0
294,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,2,3,0,-1,0,0,1,1,1,0,1,0,1,1,0,0,1,0
295,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,4,5,0,-1,1,1,0,1,1,0,0,1,1,1,0,1,1,1
296,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,4,4,2,0,0,1,1,1,5,4,5,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
297,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,5,2,6,0,0,1,3,0,1,2,1,0,-1,0,0,0,0,1,1,1,1,0,0,1,1,0,1
298,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,1,5,4,5,0,-1,0,1,1,0,1,1,0,1,1,1,1,0,1,0
299,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,0,5,0,0,1,3,0,1,2,1,0,-1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
300,0,1,2,1,1,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,5,1,5,0,1,2,0,2,0,0,4,4,-1,0,1,1,0,1,0,0,0,1,0,0,0,1,1
301,0,0,0,0,2,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,4,5,6,0,0,1,3,0,1,3,6,0,-1,1,0,0,1,1,1,0,1,1,0,1,0,1,0
302,0,1,2,1,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,4,0,7,0,1,2,0,2,0,0,4,7,-1,0,1,0,1,1,1,1,1,1,0,1,0,1,0
303,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,3,0,1,2,1,0,-1,0,0,0,1,1,0,0,1,0,0,1,1,1,0
304,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,1,5,2,1,0,-1,0,1,1,1,1,0,0,1,0,1,1,0,0,0
305,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,3,3,0,0,1,3,3,4,1,7,0,-1,1,0,0,0,1,0,0,0,1,1,1,0,1,1
306,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,4,5,0,-1,0,1,1,0,0,1,0,0,1,0,0,1,0,1
307,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,5,5,1,0,0,1,1,1,5,2,1,0,-1,1,1,1,0,0,0,1,0,0,0,0,0,1,1
308,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3,0,5,6,7,0,0,1,1,1,5,4,5,0,-1,0,1,1,1,1,0,1,0,0,0,0,1,0,1
309,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,3,0,0,1,1,1,5,4,5,0,-1,1,0,1,1,0,1,1,0,1,1,1,0,0,1
310,0,0,0,0,2,4,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,3,0,1,2,1,0,-1,1,0,1,1,0,1,1,1,1,0,1,1,0,1
311,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,1,1,1,5,4,5,0,-1,1,0,0,0,1,1,0,0,1,0,1,1,1,0
312,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,0,1,1,0,1,2,3,0,-1,0,0,0,1,1,0,1,0,0,1,0,1,0,0
313,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,1,5,0,0,1,1,1,5,2,3,0,-1,1,0,1,0,0,0,1,1,0,0,1,1,0,1
314,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,1,5,5,0,0,1,3,0,1,2,1,0,-1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
315,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3,1,5,1,3,0,0,1,1,1,5,4,5,0,-1,1,0,1,1,0,0,0,1,0,0,1,1,0,1
316,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,3,0,0,1,1,1,5,4,5,0,-1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
317,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,5,7,0,1,2,0,2,2,6,2,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1
318,0,1,1,3,0,5,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,1,3,1,0,0,0,3,0,1,3,6,11,-1,1,1,0,1,1,1,1,0,0,0,0,1,0,1
319,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,0,1,0,0,1,1,1,5,4,5,0,-1,0,1,1,1,0,1,0,0,0,0,1,1,0,1
320,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,2,3,1,0,0,0,3,0,1,3,6,0,-1,0,1,0,0,1,0,1,0,1,1,1,1,0,1
321,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,0,7,0,1,2,0,2,2,6,2,0,-1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
322,0,0,0,0,2,0,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,0,1,3,0,1,2,3,0,-1,0,1,0,1,1,0,1,0,1,0,1,1,1,0
323,0,1,2,1,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,1,4,6,0,1,2,0,2,0,0,4,7,-1,0,1,0,1,0,1,1,0,0,1,1,1,1,1
324,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,1,5,4,3,0,-1,0,0,0,0,1,1,0,1,0,1,0,0,1,1
325,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,3,0,1,2,1,0,-1,0,1,0,1,1,1,0,1,1,1,1,0,1,0
326,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,4,5,0,-1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
327,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,3,0,0,1,1,1,5,4,5,0,-1,1,0,1,0,0,0,0,1,1,1,1,0,1,1
328,0,1,1,3,3,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,2,3,7,0,1,2,2,4,2,6,2,0,-1,0,1,0,0,1,0,1,1,0,1,1,1,0,0
329,0,1,1,3,3,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,0,2,1,0,1,0,3,0,2,6,2,0,-1,1,0,1,1,1,0,1,0,1,0,1,0,1,1
330,0,1,1,3,3,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,0,6,2,0,1,0,2,4,2,6,0,0,-1,1,0,0,1,1,1,0,0,1,0,1,1,1,1
331,0,0,0,2,4,0,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,0,3,0,1,2,3,0,-1,0,0,0,1,1,1,1,0,1,1,0,0,0,0
332,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,4,1,5,0,0,1,3,0,1,2,1,0,-1,0,0,0,1,0,1,0,0,0,1,0,1,0,1
333,0,0,0,0,2,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,1,5,4,5,0,-1,1,0,1,0,1,0,0,1,0,1,0,0,1,1
334,0,0,0,0,2,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,3,4,1,7,0,-1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
335,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,1,5,0,1,2,0,2,2,6,2,0,-1,1,1,0,1,1,1,0,1,1,0,0,1,1,0
336,0,0,0,0,2,0,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,2,3,5,5,0,0,1,3,0,1,2,3,0,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,1
337,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,0,4,1,0,1,2,0,2,2,6,2,0,-1,1,1,1,0,0,0,0,1,1,1,1,1,1,0
338,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,0,4,0,0,1,3,0,1,2,1,0,-1,1,1,1,0,0,1,0,0,1,0,1,0,1,1
339,0,1,2,1,1,1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,3,2,2,0,1,2,0,2,0,0,4,4,-1,1,0,1,1,0,0,1,0,0,1,0,0,0,1
340,0,0,0,0,2,0,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,1,5,2,0,0,0,3,0,2,6,3,0,-1,0,1,0,1,1,0,1,1,1,1,1,1,0,0
341,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,3,5,0,0,0,1,3,0,1,2,3,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
342,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,4,1,0,0,1,3,0,1,2,3,0,-1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
343,0,1,2,1,3,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,4,5,0,1,2,0,2,0,0,2,7,-1,0,1,1,1,0,1,0,0,0,1,0,0,1,0
344,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,0,4,0,0,1,3,0,1,2,3,0,-1,0,1,0,0,0,1,1,1,0,1,0,1,0,1
345,0,0,0,2,4,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,5,7,0,0,1,3,0,1,2,1,0,-1,0,1,1,0,1,1,1,0,0,1,1,1,1,1
