,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27
94,0,0,2,2,2,3,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,5,3,0,1,0,1,0,0,2,1,2,2,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2
95,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,2,1,2,1,0,1,0,1,0,1,2,1,1,1,2,1,1,0,2,0,2,2,2,1,1,1
96,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,0,2,1,2,0,2,2,1,0,0,0,1,0,1,1,2,2,1,2,1,1,0,1,0,1,1,1
97,0,0,2,2,2,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,1,2,1,4,0,6,0,1,2,0,1,0,0,0,1,2,0,2,0,1,1,1,2,2,0,1,2,1,2,1,0,0,1,0,1
98,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,3,3,3,2,7,1,2,0,1,0,0,2,1,2,2,2,1,1,1,2,0,0,1,1,2,2,0,2,2,2,2,0,2,2
99,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,3,3,3,2,0,1,2,2,1,1,0,1,1,1,0,1,2,2,2,1,0,2,0,2,0,2,0,0,1,1,1,1,0,2
100,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,0,2,2,1,2,2,1,1,1,1,2,1,0,0,1,0,0,1,0,1,2,2,2,1,2,2,2
101,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,2,1,4,5,3,0,1,2,1,1,2,1,2,1,2,2,0,2,2,2,2,1,2,0,1,2,2,2,2,0,2,2,0,1
102,0,1,1,1,4,5,4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,0,2,1,2,0,0,0,1,2,1,2,0,1,0,1,1,0,2,2,1,0,2,1,0,2,0
103,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,3,3,3,2,7,1,2,2,1,1,2,1,2,2,1,2,2,1,1,0,2,1,1,1,1,2,0,0,1,1,0,1,1,1
104,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,2,0,2,0,1,2,0,2,2,1,2,2,1,2,2,2,1,2,0,2,1,0,0,1,0,0,1
105,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,0,5,3,5,1,2,1,2,2,0,2,1,1,1,0,2,0,2,2,0,1,0,2,0,2,2,2,0,0,2,2,1,1
106,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,0,1,1,2,0,0,0,1,1,2,1,0,0,0,1,1,1,0,1,2,2,2,1,0,0,0
107,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,0,5,3,5,1,2,0,2,1,1,2,0,1,1,1,0,0,2,0,2,2,0,2,0,0,1,0,0,2,1,0,1,1
108,0,0,2,2,2,2,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,2,1,4,0,6,0,1,1,0,0,0,2,0,1,1,0,0,0,2,1,0,2,0,2,1,0,0,2,0,1,2,1,2,0
109,0,0,0,3,3,0,2,0,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,0,1,2,2,0,1,1,2,2,0,2,2,1,0,2,0,2,2,0,1,0,2,0,1,1,1,0,0,0,0
110,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,3,3,3,2,7,1,2,2,2,2,1,0,2,0,0,0,1,1,2,0,1,1,1,0,2,1,2,1,0,1,0,0,2,2
111,0,0,0,3,0,4,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,3,3,2,0,1,2,0,1,1,0,0,2,2,1,0,2,1,2,2,0,0,0,2,0,1,1,1,2,2,1,0,0,1
112,0,0,2,2,2,3,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,5,3,0,1,1,2,1,2,2,0,2,1,2,2,2,0,1,1,1,1,0,0,0,1,0,1,2,0,0,2,0
113,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,3,3,3,2,0,1,2,0,1,2,2,2,0,0,1,2,0,1,0,1,0,0,1,2,1,1,1,2,0,2,0,0,0,0
114,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,4,5,3,0,1,1,0,2,2,0,1,0,2,1,0,1,0,2,0,0,2,1,1,0,0,2,1,1,0,2,2,0
115,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,0,1,2,1,1,2,2,2,0,1,2,1,2,2,2,0,2,1,1,1,0,0,0,1,1,1,1,1,2,0
116,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,0,2,2,1,2,0,0,1,0,1,0,0,1,0,1,1,2,0,2,2,0,2,2,2,2,1,0
117,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,7,1,2,2,0,2,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,2,0,1,1,1,0,0,2,2
118,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,0,5,3,5,1,2,1,1,1,1,2,0,1,2,2,2,0,2,2,2,2,2,0,0,1,0,1,0,1,1,0,0,2
119,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,2,1,4,5,3,0,1,1,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,2,1
120,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,3,3,2,5,1,2,1,0,2,0,1,0,2,2,0,0,0,2,1,1,1,1,2,1,1,1,1,0,1,0,0,2,1
121,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,2,2,2,0,2,1,0,1,2,0,2,0,2,2,1,0,2,2,2,0,0,0,0,0,0,0
122,0,0,2,2,2,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,1,2,1,4,0,6,0,1,0,0,1,1,1,1,2,1,2,1,2,2,0,2,1,2,1,2,2,0,2,1,2,1,1,0,1
123,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,3,0,5,3,5,1,2,1,2,2,2,1,2,0,2,1,1,0,2,2,1,2,2,2,1,0,2,2,0,1,0,1,2,2
124,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,1,1,0,0,1,2,1,1,0,0,0,1,1,0,0,1,0,2,0,2,2,1,2,2,1,0,2
125,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,1,1,1,1,2,2,1,2,0,2,2,0,2,1,1,1,2,0,0,2,2,2,0,0,1,2
126,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,3,3,3,2,0,1,2,1,0,0,2,2,0,0,0,2,2,1,2,2,2,0,0,1,1,0,2,1,1,0,2,0,1,0
127,0,0,0,3,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,7,1,2,2,2,0,2,2,1,0,0,1,0,0,0,2,0,0,2,2,1,1,0,0,0,2,1,0,2,1
128,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,0,2,0,2,0,0,1,0,1,0,2,2,2,2,2,2,0,0,2,2,0,1,2,2,2,2
129,0,0,2,2,2,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,1,1,2,1,4,0,6,0,1,1,0,1,0,0,2,1,1,0,2,2,2,2,0,2,2,2,0,1,1,2,2,2,1,1,2,0
130,0,0,2,2,2,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,1,1,2,1,4,0,6,0,1,2,0,1,0,1,1,2,2,2,1,0,0,1,2,0,0,2,1,0,1,1,1,0,1,0,2,1
131,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,0,1,2,0,0,1,1,1,1,2,2,0,0,0,2,2,1,1,1,0,2,0,0,0,1,1,2
132,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,2,1,4,5,3,0,1,1,2,0,2,1,1,2,0,0,0,1,2,0,1,1,2,1,1,1,2,2,2,2,2,1,1,1
133,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,1,1,0,2,1,0,1,1,0,0,2,0,1,0,2,0,0,0,0,2,0,1,2,1,2,2,0
134,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,1,1,2,0,0,2,0,2,0,2,2,2,2,0,2,1,2,1,0,2,1,2,0,2,0,1,2
135,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,0,5,3,5,1,2,1,1,0,1,2,2,2,2,1,2,1,0,2,2,1,2,2,2,0,2,0,0,1,1,1,0,2
136,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,2,1,1,1,0,2,1,2,1,2,1,1,0,2,0,2,2,2,0,0,2,1,2,1,1,0,2
137,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,2,0,0,2,1,2,1,1,0,0,0,2,0,1,2,0,0,2,2,1,2,1,2,2,0,2
138,0,0,0,3,0,4,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,3,3,2,0,1,2,2,0,0,1,0,0,1,0,1,1,1,0,2,0,1,0,2,0,1,2,0,1,1,1,0,1,1
139,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,1,0,2,1,1,1,0,1,0,0,2,2,2,0,1,1,2,2,1,2,1,0,0,0,2,1,1
140,0,0,0,3,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,7,1,2,2,2,2,1,1,0,1,2,1,1,2,0,0,1,1,0,0,2,2,0,2,1,1,1,0,2,1
141,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,2,1,4,5,3,0,1,1,1,1,2,0,2,2,2,1,2,1,1,2,0,2,0,2,1,2,0,0,1,1,0,0,1,1
142,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,2,1,1,2,0,0,2,2,1,0,2,0,2,1,1,0,0,2,1,0,0,1,2,1,2,0
143,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,2,1,1,0,1,1,2,2,0,2,2,0,1,0,1,1,0,2,1,2,0,2,1,2,2,0
144,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,0,2,1,2,0,1,1,1,0,1,0,2,0,2,2,0,1,0,0,2,0,1,1,1,2,1,2
145,0,0,2,2,2,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,1,2,1,4,0,6,0,1,2,0,0,0,2,2,2,0,2,2,2,0,1,1,2,0,0,2,2,2,1,0,0,1,2,2,2
146,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,0,5,3,5,1,2,1,0,0,2,1,2,2,2,1,0,0,1,2,0,1,0,1,1,0,2,1,2,2,0,2,0,0
147,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,1,0,0,1,0,1,1,2,1,2,0,0,2,1,2,1,2,2,1,1,1,0,1,2,2,1
148,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,1,0,1,1,1,1,2,2
149,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,0,5,3,5,1,2,1,0,2,0,2,2,0,2,1,0,2,2,2,2,1,2,2,2,0,1,0,0,0,2,0,1,0
150,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,2,0,1,0,2,1,1,1,0,1,0,0,1,0,0,0,1,2,1,0,2,0,1,1,0,1
151,0,0,2,2,2,3,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,4,0,6,0,1,1,0,1,2,0,0,0,0,1,1,0,2,1,0,1,0,2,2,0,0,2,2,0,1,0,1,0
152,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,2,2,2,2,1,0,2,0,0,0,0,0,1,1,1,2,1,0,1,2,1,2,2,0,2,1,0
153,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,2,2,0,2,1,2,1,2,1,2,0,2,1,1,0,0,2,0,2,2,0,0,1,2,1,2,0
154,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,1,0,1,1,1,2,0,0,0,0,1,2,2,2,2,2,1,2,1,1,1,2,0,1,2,2,1
155,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,0,5,3,5,1,2,1,0,2,0,1,0,1,2,2,2,2,2,2,1,1,2,1,2,2,0,1,1,2,0,1,0,2
156,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,2,1,4,5,3,0,1,2,1,1,1,2,0,0,0,2,0,2,0,2,0,2,2,1,2,1,0,0,0,2,2,2,0,0
157,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,1,1,2,1,2,4,2,0,1,0,2,2,2,0,2,0,2,2,0,0,1,2,0,2,0,0,0,1,0,1,0,2,2,0,2,2
158,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,7,1,2,0,2,1,1,0,1,2,2,1,2,1,1,1,0,2,1,1,0,2,2,0,0,1,1,0,2,2
159,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,3,3,3,2,0,1,2,1,1,0,2,1,0,0,2,0,0,0,1,2,0,0,0,1,0,2,2,0,2,0,2,2,2,1
160,0,0,0,0,0,4,6,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,3,3,3,2,7,1,2,2,0,0,2,1,0,0,2,2,2,0,0,1,1,0,1,0,1,2,0,0,2,2,1,0,0,0
161,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,2,0,0,1,1,2,1,2,1,0,0,2,0,2,2,1,2,0,2,2,2,1,1,0,1,2
162,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,1,2,0,0,1,2,1,0,2,2,0,2,2,0,1,0,2,0,1,0,1,2,0,0,1,0,2
163,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,2,0,2,0,1,2,0,0,0,2,1,0,1,1,1,1,2,2,1,2,1,0,1,0,2,1,1
164,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,0,2,0,1,0,0,2,0,0,1,0,1,1,0,1,1,2,1,0,0,0,2,2,2,2,1
165,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,2,2,0,1,0,0,2,2,2,1,1,2,0,0,0,0,2,2,2,1,2,0,2,2,2,1,0
166,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,3,3,3,2,0,1,2,2,0,1,1,1,2,0,1,2,0,0,0,1,1,1,2,2,2,0,1,1,0,2,2,1,1,0
167,0,0,0,3,3,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,3,3,3,2,0,1,2,2,2,1,2,1,2,2,0,1,0,0,2,1,1,0,1,0,0,2,1,2,0,1,1,2,2,0
168,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,2,0,2,0,2,1,2,0,2,2,2,1,1,1,0,2,1,2,0,2,1,2,1,1,0,1,0
169,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,2,0,1,1,0,1,0,0,2,1,1,2,2
170,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,0,0,2,2,0,1,1,2,1,0,0,2,2,2,0,2,1,0,0,0,1,1,2,2,0,0
171,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,1,1,0,1,1,1,2,2,2,1,2,1,2,1,0,0,0,2,1,1,2,0,1,0,0,1
172,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,3,3,2,0,1,2,0,0,2,0,0,2,0,2,1,1,1,1,1,1,0,0,2,2,0,0,1,2,2,0,2,0,0
173,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,0,0,2,1,2,0,2,2,1,0,1,1,0,1,2,0,0,0,2,1,1,1,2,2,2,0,2
174,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,1,2,0,0,0,0,2,2,0,2,1,0,2,1,2,1,2,0,1,0,1,0,0,1,1,1
175,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,2,1,1,2,1,2,0,2,1,1,2,1,1,2,1,0,2,0,1,0,2,1,0,1,1,1,2
176,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,2,2,0,2,1,2,2,0,1,0,1,1,0,0,0,1,0,1,0,0,2,1,0,1,0,2
177,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,3,0,5,3,5,1,2,1,1,2,1,1,2,0,0,0,2,1,2,1,0,1,1,1,1,1,2,2,1,0,1,1,1,2
178,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,0,5,3,0,1,2,1,2,1,0,0,1,2,1,0,1,1,0,2,1,0,0,2,1,1,2,0,1,0,1,1,2,1
179,0,0,2,2,2,3,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,4,0,6,0,1,1,1,0,0,0,1,1,0,1,1,2,1,1,2,1,2,2,2,0,0,1,1,2,1,1,1,2
180,0,0,0,3,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,1,3,3,3,2,7,1,2,1,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,2,2,2,2,1,1,2,1,1,2,1
181,0,0,2,2,2,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,1,2,1,4,0,6,0,1,1,2,2,0,2,2,2,1,2,0,1,1,0,2,0,2,2,1,2,0,0,2,2,1,0,0,0
182,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,1,1,0,1,0,0,0,2,2,2,1,1,2,1,2,0,0,1,2,2,2,2,0,1,0,1,1
183,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,2,2,2,1,2,2,0,2,0,0,0,2,0,0,2,1,1,0,2,2,0,0,0,2,0,1,1
184,0,0,2,2,2,2,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,2,1,4,5,3,0,1,1,0,1,1,1,0,1,0,2,2,2,2,1,1,2,2,1,1,0,0,2,0,1,1,1,2,0
185,0,0,0,0,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,3,0,5,3,5,1,2,0,1,2,2,0,0,1,1,2,0,1,1,0,2,0,0,2,2,1,0,2,2,2,2,2,0,1
186,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,2,1,1,1,1,0,0,0,2,1,2,1,0,0,1,2,0,0,2,0,2,2,2,0,1,1,2
187,0,0,2,2,2,3,1,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,2,4,2,0,1,2,2,0,1,1,2,0,1,1,0,2,2,1,1,2,2,0,1,0,1,0,1,0,1,1,2,1
188,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,0,1,0,1,0,1,0,1,0,0,0,2,0,1,2,2,0,2,2,0,0,1,2,0,1,2,2
189,0,0,2,2,2,3,1,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,4,0,6,0,1,2,2,1,1,2,2,0,2,2,1,2,1,2,2,0,2,2,0,1,0,0,1,1,0,2,1,2
190,0,0,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,2,1,4,0,6,0,1,2,0,2,1,0,2,1,0,1,0,1,2,2,1,1,1,1,1,1,1,2,2,0,0,0,1,1
191,0,0,2,2,2,3,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,1,2,1,4,5,3,0,1,0,0,1,2,1,2,2,0,0,1,1,1,1,2,0,1,2,2,0,2,2,0,0,2,0,1,2
192,0,0,2,2,2,3,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,1,2,1,4,0,6,0,1,0,2,0,1,1,0,0,0,2,0,2,1,1,1,0,1,0,2,2,0,2,1,0,1,2,1,1
193,0,0,2,2,2,2,5,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,1,2,1,4,0,6,0,1,0,0,2,2,1,0,1,2,1,0,2,1,2,1,1,2,1,1,2,2,1,2,2,2,0,1,1
194,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,1,1,1,2,0,1,0,1,2,0,2,2,1,0,2,0,0,2,0,0,1,2,0,2,2,2,2,1,0,0,0,0
195,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,6,4,2,0,0,1,2,2,1,1,2,0,1,1,1,2,0,1,0,0,0,0,0,2,0,2,2,2,2,2,2
