,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28
192,0,1,1,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
193,0,1,2,0,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1
194,0,0,0,2,2,2,0,1,4,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0
195,0,1,2,1,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,0,2,1,3,4,2,5,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0
196,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1
197,0,1,1,1,3,0,1,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1
198,0,1,2,0,1,4,5,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1
199,0,0,0,2,2,2,0,4,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,3,0,5,5,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
200,0,0,1,3,0,5,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,0,2,1,2,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0
201,0,0,1,3,0,5,2,0,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,3,0,2,5,2,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0
202,0,0,1,3,0,5,2,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,0,2,1,2,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0
203,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,0,2,1,3,1,6,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0
204,0,0,0,3,0,2,2,4,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,3,0,2,5,4,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0
205,0,1,2,0,1,4,5,3,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,0,2,1,3,1,6,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1
206,0,0,0,2,1,1,3,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
207,0,0,0,3,0,5,2,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1
208,0,1,2,1,4,3,6,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,1,0,4,0,4,6,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
209,0,1,2,1,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,0,2,1,3,4,2,5,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1
210,0,1,2,0,1,4,5,3,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1
211,0,0,1,3,0,5,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,0,2,1,2,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0
212,0,1,1,1,3,0,1,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
213,0,0,0,2,2,2,0,7,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,2,1,2,3,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
214,0,1,2,0,1,4,5,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,2,1,5,3,3,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1
215,0,0,1,3,0,5,2,7,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0
216,0,1,2,0,4,4,5,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1
217,0,0,1,3,0,5,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
218,0,1,2,0,1,4,5,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,2,1,5,3,3,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1
219,0,1,2,0,1,4,5,3,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
220,0,1,2,0,4,4,6,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0
221,0,1,1,1,3,0,4,5,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,0,2,1,7,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
222,0,0,2,0,1,1,3,3,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,0,2,1,5,3,3,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1
223,0,1,1,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
224,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1
225,0,1,2,1,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,0,2,1,3,4,2,5,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0
226,0,0,0,2,2,2,0,4,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,1,0,3,0,2,5,4,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
227,0,0,2,0,1,1,3,3,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,0,2,1,5,3,3,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1
228,0,1,1,3,3,0,4,5,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,0,2,1,2,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
229,0,0,0,3,0,2,2,4,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,3,0,2,5,4,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1
230,0,0,0,3,0,5,2,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0
231,0,1,1,3,0,0,4,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,0,2,1,2,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1
232,0,1,2,0,4,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
233,0,1,1,1,3,0,4,5,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,0,2,1,7,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0
234,0,1,1,1,3,0,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0
235,0,0,0,2,2,2,0,7,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,2,1,2,3,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
236,0,1,2,0,4,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1
237,0,0,1,3,0,5,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,1,3,0,2,1,2,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1
238,0,0,0,2,2,2,0,4,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,0,3,0,2,5,4,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1
239,0,1,1,1,3,0,1,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,0,2,1,2,4,2,5,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0
240,0,0,0,2,2,2,0,4,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,1,0,3,0,2,5,4,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
241,0,0,1,3,0,5,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,1,1,3,0,2,1,2,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1
242,0,1,2,0,4,4,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,4,2,5,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1
243,0,1,2,0,1,4,5,3,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,0,2,1,3,1,6,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0
244,0,0,0,3,0,5,2,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1
245,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0
246,0,1,1,1,3,0,1,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,0,2,1,2,4,2,5,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0
247,0,0,0,2,1,1,3,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
248,0,0,1,3,0,5,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,1,3,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0
249,0,1,2,0,4,4,6,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0
250,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,0,2,1,3,1,6,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1
251,0,0,0,3,0,5,2,4,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,3,0,2,5,4,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0
252,0,1,2,0,4,4,6,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
253,0,1,2,0,4,3,6,6,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1
254,0,1,1,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
255,0,1,1,1,3,0,1,2,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,4,7,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1
256,0,1,2,1,4,3,6,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,0,4,0,4,6,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0
257,0,0,0,2,2,2,0,4,32,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,2,1,5,5,4,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1
258,0,1,2,0,4,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1
259,0,0,0,2,1,1,3,1,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,1,0,2,1,5,3,3,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
260,0,1,2,1,3,3,1,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,0,4,0,4,7,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1
261,0,1,2,0,4,4,6,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1
262,0,1,2,0,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1
263,0,1,2,0,4,4,6,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,0,4,0,4,6,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1
264,0,1,1,1,3,0,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1
265,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0
266,0,0,0,2,2,2,0,7,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,6,0,0,2,1,2,3,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0
267,0,0,0,2,2,1,3,1,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,1,5,5,4,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0
268,0,1,2,0,4,4,5,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1
269,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0
270,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
271,0,0,1,3,0,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,0,3,0,2,1,2,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0
272,0,0,0,2,2,2,0,7,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,2,1,2,3,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0
273,0,1,1,1,3,0,1,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,0,2,1,2,4,2,5,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0
274,0,0,1,3,0,5,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,1,3,0,2,1,2,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1
275,0,0,0,2,2,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,1,5,5,4,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
276,0,1,1,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1
277,0,1,1,1,3,0,1,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,0,2,1,2,4,2,5,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1
278,0,1,1,1,3,0,1,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,0,2,1,2,4,2,5,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0
279,0,1,1,1,3,0,1,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,0,2,1,2,4,2,5,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0
280,0,0,0,2,2,1,0,1,21,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,1,5,5,4,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0
281,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
282,0,0,0,2,2,2,0,4,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,0,3,0,2,5,4,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1
283,0,0,0,2,2,1,3,1,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,1,5,5,4,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0
284,0,0,0,2,2,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,1,5,5,4,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0
285,0,0,0,2,1,1,3,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1
286,0,1,2,0,1,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0
287,0,1,2,1,3,3,1,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,1,0,4,0,4,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
288,0,1,2,0,4,4,5,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
289,0,0,0,2,2,1,3,1,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,1,5,5,4,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1
290,0,0,0,2,1,1,3,1,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1
291,0,0,1,3,0,5,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,3,0,2,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0
