,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17
113,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,0,2,1,0,2,2,0,0,2,0,0,1,2,1,0,1,2
114,0,1,2,3,2,2,5,0,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,3,0,4,6,5,2,1,1,0,2,1,2,2,0,1,1,1,2,2,2,1,1,2,1
115,0,0,0,0,4,4,4,7,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,-1,1,0,2,1,0,2,2,1,2,0,2,0,0,0,1,2,2
116,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,1,0,1,2,2,0,2,0,0,2,1,1,2,2,1,0,1
117,0,0,0,0,0,3,2,5,-1,-1,-1,1,0,0,0,0,0,0,0,0,2,0,3,3,1,0,1,0,2,4,0,4,3,1,-1,1,2,2,1,1,0,0,0,2,2,2,2,0,2,1,2,0
118,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,2,1,0,0,0,0,0,2,1,2,2,2,1,2,0,1,1,0
119,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,2,1,0,2,1,1,1,2,0,2,1,1,2,2,2,0,0,0
120,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,0,2,0,0,2,0,1,0,2,2,1,2,1,2,0,1,1
121,0,1,2,2,3,5,0,3,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,0,2,3,0,3,2,2,2,-1,1,2,2,0,2,1,1,0,0,0,0,1,2,1,2,0,0
122,0,1,2,2,3,2,5,0,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,3,0,3,2,2,2,1,0,0,2,1,0,1,0,0,1,1,2,2,2,0,2,1,0
123,0,1,2,2,3,2,1,4,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,0,2,3,0,3,2,2,2,1,1,1,0,2,1,2,0,0,1,1,0,1,1,1,2,2,1
124,0,0,0,0,4,4,4,7,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,-1,2,0,0,2,2,1,0,2,0,1,2,0,0,0,2,1,0
125,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,1,0,1,1,0,2,1,0,1,2,0,1,2,1,0,1
126,0,1,2,3,3,2,5,0,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,3,0,3,2,2,2,1,1,1,1,0,0,2,1,2,2,0,2,2,0,1,0,1,1
127,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,1,2,0,0,0,0,1,1,2,1,1,1,0,2,0,0,1
128,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,5,0,0,0,1,0,2,2,1,1,0,0,1,1,0,1,2,0,0,1,0
129,0,1,2,2,3,5,0,3,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,-1,0,2,1,1,2,0,1,2,2,0,1,1,0,1,1,0,2
130,0,0,0,0,0,3,2,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,-1,2,1,1,0,1,0,0,0,0,0,2,0,1,0,1,1,0
131,0,1,2,3,2,2,1,6,23,1,0,0,0,0,0,0,0,0,1,1,0,3,4,4,2,0,0,2,3,1,4,6,5,2,1,1,1,1,2,1,2,2,2,1,0,1,1,1,1,1,1,2
132,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,2,1,1,1,2,0,0,2,1,1,1,0,1,1,0,0,0
133,0,0,0,0,0,4,2,5,-1,-1,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,-1,0,0,2,2,1,0,1,0,2,1,1,1,1,1,2,2,2
134,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,0,0,0,1,2,0,0,0,2,1,2,2,2,1,1,1,1
135,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,0,2,2,1,2,2,1,0,1,0,0,0,1,2,1,2,2
136,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,0,0,2,1,0,2,1,0,1,1,2,1,2,0,0,0,0
137,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,2,0,1,2,1,1,1,2,1,0,0,1,1,2,1,2,1
138,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,1,3,2,0,4,1,-1,1,0,0,1,0,2,0,0,0,0,1,1,0,1,1,2,0
139,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,1,2,1,2,0,0,1,0,2,0,2,1,2,0,2,0,2
140,0,1,2,2,3,5,0,4,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,3,0,3,2,2,2,1,1,1,2,0,2,1,2,0,1,1,0,2,2,1,1,2,2
141,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,2,0,2,0,0,2,1,0,1,2,0,2,1,0,2,0,0
142,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,4,1,2,1,0,0,0,1,0,0,1,0,1,2,1,2,1,2,0,1
143,0,1,2,2,3,2,1,4,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,0,2,3,0,3,2,2,2,1,2,2,0,1,1,2,2,0,0,0,2,2,1,0,2,0,2
144,0,1,2,3,2,2,5,0,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,1,1,4,6,5,2,1,1,1,1,2,1,0,2,2,2,1,0,1,0,1,2,2,0
145,0,1,1,3,2,0,6,6,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,1,4,6,5,2,1,0,2,0,1,1,1,0,0,0,1,2,2,0,1,0,0,0
146,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,0,1,1,1,1,2,1,0,2,1,1,0,2,1,0,0,0
147,0,0,0,0,0,3,2,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,-1,2,1,2,0,0,1,1,2,2,2,1,0,1,1,0,1,1
148,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,-1,0,1,1,1,0,0,2,0,1,2,0,1,2,2,0,0,1
149,0,1,2,2,3,5,0,3,-1,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,3,0,3,2,2,2,-1,1,0,2,2,0,2,0,1,1,2,2,1,1,0,1,2,0
150,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,1,1,2,2,0,0,0,2,1,1,2,0,2,0,2,2,2
151,0,1,2,3,2,2,1,6,5,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,1,4,6,5,2,1,0,2,2,2,2,0,1,2,2,1,1,1,1,0,2,0,0
152,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,4,1,2,0,2,1,1,2,0,2,1,0,0,0,0,2,1,2,0,2
153,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,1,1,0,2,2,2,0,0,1,1,2,0,0,2,0,2,2
154,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,0,2,2,1,1,1,0,2,0,1,1,0,1,0,1,2,2
155,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,4,1,-1,1,2,1,2,2,2,1,1,2,2,1,1,0,2,0,0,0
156,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,0,1,0,1,2,1,2,1,2,2,1,1,2,0,0,2,2
157,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,1,2,1,0,0,1,1,2,0,1,1,1,2,0,2,0,0
158,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,-1,2,2,1,0,0,2,2,1,0,2,1,2,2,2,0,0,0
159,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,0,1,1,2,2,0,1,1,0,2,2,1,0,2,2,0,1
160,0,1,2,2,3,5,0,4,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,0,0,2,3,0,3,2,2,2,1,1,2,0,2,0,2,2,2,2,2,1,2,0,2,1,2,0
161,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,2,0,2,0,2,2,2,1,1,1,1,2,2,1,0,1,0,2
162,0,1,2,3,2,2,5,0,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,0,4,6,5,2,1,2,1,2,1,2,2,0,1,0,0,2,2,2,1,1,1,2
163,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,2,1,1,1,2,2,2,1,2,1,1,2,2,0,0,1,2,2
164,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,2,0,0,0,1,2,1,1,1,1,1,1,1,0,0,1,1
165,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,1,1,2,1,1,2,0,2,1,2,0,0,2,0,0,2,1
166,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,0,1,2,2,2,1,0,1,1,1,0,1,1,0,0,0,1
167,0,1,1,3,2,0,6,5,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,1,1,4,6,5,2,1,1,0,2,1,2,0,1,0,0,2,0,0,0,2,1,1,2
168,0,1,1,1,1,1,3,2,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,0,1,1,1,7,0,-1,2,0,2,1,0,2,0,2,0,2,2,2,2,2,1,2,1
169,0,0,0,0,4,4,4,7,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,-1,1,0,0,0,0,2,2,2,0,2,0,0,0,0,2,2,2
170,0,0,0,3,4,4,4,7,25,10,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,0,1,0,1,3,2,0,4,1,-1,1,1,0,2,0,1,2,0,1,0,1,1,1,1,2,1,2
171,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,1,1,1,0,0,2,0,2,0,0,0,0,2,2,0,2
172,0,1,2,2,3,5,0,4,-1,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,0,0,1,0,2,2,0,1,1,0,2,2,1,0,1,0,1
173,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,2,1,1,1
174,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,2,1,0,2,1,2,1,0,0,2,0,0,2,0,0,1,2
175,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,1,0,0,2,0,1,1,2,1,0,1,2,0,0,0,1
176,0,0,0,0,0,3,2,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,-1,2,1,2,0,0,0,1,1,1,2,2,1,0,2,2,1,1
177,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,4,1,2,1,2,1,0,1,0,0,2,1,0,2,2,2,0,1,1,1
178,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,0,1,2,2,2,2,1,1,2,2,0,1,1,1,0,1,0
179,0,1,2,2,3,2,5,4,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,3,0,3,2,2,2,1,2,1,2,2,1,2,1,2,2,0,1,1,1,0,2,0,2
180,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,2,2,1,2,0,1,2,1,0,1,2,0,1,1,2,0,1,2
181,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,-1,2,0,0,2,0,0,1,2,1,2,2,0,0,0,2,0,2
182,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,1,2,2,2,1,2,0,2,1,1,0,2,2,0,1,1,2
183,0,1,2,2,3,5,0,4,26,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,1,0,2,1,2,1,0,2,1,1,2,0,1,0,0,1,1
184,0,1,2,3,2,0,1,6,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,1,4,6,5,2,1,0,0,2,1,1,0,1,2,2,1,0,0,2,2,0,1,2
185,0,1,2,2,3,2,5,0,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,3,0,3,2,2,2,1,1,0,2,0,2,0,1,0,1,0,0,1,1,2,0,1,1
186,0,1,1,1,1,1,3,2,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,0,1,1,1,7,0,-1,0,2,1,1,1,2,0,2,2,1,2,2,1,1,1,2,2
187,0,0,2,3,2,0,6,0,-1,5,0,0,0,0,0,0,0,0,0,2,1,4,5,3,6,0,1,0,1,3,4,6,5,2,-1,1,1,0,2,2,2,1,1,0,1,0,0,2,2,1,1,2
188,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,-1,0,0,0,0,1,2,0,2,2,1,2,2,1,1,1,1,0
189,0,0,0,0,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,-1,2,1,0,2,0,1,2,2,2,1,1,2,2,0,0,1,1
190,0,0,0,3,2,0,6,5,-1,8,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,1,0,1,3,4,6,5,1,-1,1,1,1,0,0,2,2,0,0,0,0,1,0,2,1,0,1
191,0,0,0,0,4,4,4,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,3,1,-1,1,0,1,0,1,2,0,0,0,2,1,0,0,0,0,0,2
192,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,2,1,0,2,0,0,2,2,1,0,0,1,0,1,0,0,2,0
193,0,1,2,2,3,5,0,3,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,0,0,0,2,0,1,2,1,1,2,2,0,0,0,0,2,2
194,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,1,3,2,0,4,1,-1,1,0,1,0,2,2,2,1,0,0,0,0,0,0,1,0,2
195,0,1,2,3,2,0,1,6,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,1,4,6,5,2,1,0,1,0,0,2,0,2,0,2,0,0,1,2,1,0,0,1
196,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,2,0,2,2,1,1,1,2,1,1,0,1,2,1,0,2,0,1
197,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,-1,2,0,1,1,2,1,0,0,0,2,1,0,1,2,0,0,1
198,0,1,2,3,2,2,1,6,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,1,4,6,5,2,1,0,1,1,2,2,0,1,0,1,1,1,2,1,1,0,1,2
199,0,1,1,1,1,1,1,6,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,0,2,1,1,4,6,5,0,1,0,2,0,1,0,0,2,2,0,2,1,1,2,1,0,2,0
200,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,1,1,1,0,2,2,2,0,1,1,1,1,2,1,0,1,1
201,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,-1,2,0,0,1,1,1,1,0,1,2,2,1,2,1,2,2,2
202,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,1,3,2,0,4,1,-1,2,0,2,1,1,0,2,0,1,1,2,1,2,1,0,0,2
203,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,2,0,2,1,2,2,2,0,1,1,1,2,2,0,2,1,0,1
204,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,-1,2,0,0,2,2,0,2,0,0,2,1,0,1,2,0,0,0
205,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,2,1,1,2,2,0,0,1,0,1,1,0,1,1,2,1,0
206,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,2,1,0,1,1,2,2,2,2,1,2,0,0,1,0,1,2,2
207,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,0,2,1,1,1,1,0,1,1,1,2,2,1,2,2,0,0
208,0,1,2,2,3,2,1,4,-1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,3,0,3,2,2,2,1,0,1,0,1,0,0,2,1,1,0,1,2,1,0,1,1,1
209,0,1,2,2,3,5,0,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,1,1,1,2,0,1,1,1,2,1,2,0,2,0,1,0,1
210,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,0,1,0,0,0,2,1,0,1,0,0,2,2,0,2,2,2
211,0,0,0,3,2,0,6,5,30,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,0,1,1,4,6,5,2,-1,2,1,0,0,2,0,2,0,1,1,0,0,1,0,0,2,2
212,0,1,2,3,2,2,5,0,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,1,1,4,6,5,2,1,1,0,2,2,1,0,1,1,2,0,0,2,2,2,0,2,2
213,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,5,0,0,0,2,2,0,1,0,1,0,2,1,1,0,0,1,1,0,1,1
214,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,1,2,2,0,2,1,2,2,1,1,0,0,2,1,1,1,0
215,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,2,2,0,1,2,0,1,2,2,2,0,0,2,0,1,0,1,2
216,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,1,2,0,0,2,2,2,1,0,2,1,2,1,1,2,2,2
217,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,3,1,-1,0,1,1,0,2,0,0,1,2,0,0,0,2,2,2,0,1
218,0,0,0,0,4,4,4,7,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,2,0,4,1,-1,1,1,0,1,0,2,2,0,0,1,1,0,2,1,1,1,2
219,0,1,1,1,1,5,0,4,-1,-1,2,0,0,0,0,0,0,0,1,1,0,1,1,2,5,0,0,2,3,0,3,2,2,0,-1,1,1,2,2,2,2,2,2,1,2,1,2,1,0,2,0,1
220,0,1,2,2,3,5,0,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,1,2,0,2,1,2,1,0,1,2,1,2,1,1,1,0,2
221,0,1,2,2,3,2,5,4,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,3,0,3,2,2,2,1,0,2,0,0,2,1,2,0,2,0,0,2,0,0,0,1,2
222,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,3,1,2,1,0,2,1,1,2,0,1,2,0,1,0,2,2,1,2,1
223,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,1,7,0,0,1,2,1,1,2,1,2,0,1,2,1,0,1,2,2,0,1
224,0,1,1,1,1,1,3,4,-1,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,2,3,0,3,2,2,0,-1,0,0,2,2,1,1,0,0,0,2,0,2,2,0,0,0,0
225,0,1,2,2,3,5,0,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,0,3,2,2,2,1,2,1,2,0,0,2,1,0,2,1,0,1,2,0,0,2,1
226,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,2,0,4,1,2,0,2,0,0,1,0,1,2,0,2,1,2,0,1,1,1,2
227,0,1,1,1,1,1,3,2,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,0,1,1,1,7,0,-1,0,2,2,1,0,1,0,1,1,0,0,1,0,1,1,2,0
228,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,1,7,0,0,1,2,0,1,1,1,2,2,1,1,1,1,0,0,1,1,1
229,0,1,2,3,2,2,5,0,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,1,4,6,5,2,1,2,1,1,0,0,0,0,0,2,1,1,0,1,1,2,0,2
230,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,2,5,3,1,0,0,2,1,1,2,0,0,1,1,2,1,1,0,0,2,1,0,2
231,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,2,0,4,1,2,2,1,1,0,1,0,0,2,0,0,0,2,2,2,1,1,0
232,0,0,0,0,4,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,2,0,4,1,2,1,0,1,2,1,2,1,1,1,2,0,2,0,0,2,1,2
233,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,0,1,0,0,2,2,0,1,0,0,0,2,1,1,0,2,0
234,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,4,6,1,2,0,0,1,2,2,1,1,1,0,0,0,0,0,1,0,0,2
