,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39
163,0,0,1,1,1,3,5,7,71,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,3,1,3,0,0,1,1,1,1,0,1,3,0,3,3,1,1,3,3,1,2,2,3,1,0,3,1,0,1,2,0,2,1,2,2,1,1,3,2
164,0,1,0,2,4,5,2,5,72,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,2,0,1,7,0,0,1,0,3,3,3,3,2,1,0,3,3,0,1,3,1,3,1,1,1,0,2,2,2,0,0,3,0,1,0,3,3,1,2,3,2,3,2,1,1
165,0,1,2,0,0,4,3,4,73,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,3,1,1,4,6,0,0,0,0,0,0,1,0,0,2,1,1,1,2,3,3,0,0,1,0,3,1,2,3,1,0,0,1,1,3,1,1,3,2,1,1,2,2,3,3,3
166,0,1,0,2,4,5,2,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,0,1,7,0,0,2,3,2,0,0,0,0,0,2,1,3,0,3,3,3,3,3,3,2,2,0,3,2,2,0,2,2,1,1,0,1,3,2,1,2,2,2,2,0
167,0,0,1,1,1,3,5,7,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,0,3,1,0,2,2,2,0,1,0,2,2,0,3,3,0,1,0,1,1,0,0,3,2,1,1,0,0,2,1,2,0,2,0,3,1,1,1,3
168,0,0,2,3,3,2,4,0,75,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,0,5,0,2,0,0,0,2,2,3,3,0,2,1,2,0,0,1,3,2,0,2,1,1,3,1,1,0,2,3,3,1,2,1,1,1,3,3,2,2,2,2,1,0,0
169,0,0,2,3,3,2,4,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,0,5,0,6,0,0,0,2,0,2,0,1,2,1,3,0,1,0,0,2,0,3,2,3,1,1,1,1,0,1,3,1,2,0,1,3,2,1,3,2,3,3,1,0,2
170,0,0,1,1,2,0,6,1,76,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,4,2,5,0,0,0,0,1,3,1,1,0,0,3,2,2,0,2,3,2,3,0,1,3,3,2,1,0,3,2,0,3,0,0,1,0,2,3,3,0,0,3,1,3,3
171,0,0,1,1,2,0,6,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,2,6,0,0,0,1,3,3,2,0,0,2,1,1,2,1,0,0,2,1,1,1,2,3,3,0,3,0,2,2,1,0,0,0,2,2,0,2,1,1,3,2,2,3
172,0,0,1,1,1,3,5,7,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,2,1,1,2,0,3,0,1,3,2,3,1,3,2,0,2,3,3,3,1,0,2,0,1,0,0,0,3,2,0,2,3,0,0,3,2,3,0,1
173,0,0,1,1,1,3,5,3,77,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,6,5,0,0,0,1,1,0,2,1,2,0,2,0,3,3,0,0,1,3,0,3,1,2,3,3,3,0,3,3,3,0,2,1,3,1,0,1,0,2,3,2,3
174,0,0,1,1,1,3,5,7,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,1,2,3,0,3,2,3,0,1,2,0,0,1,2,0,2,2,0,3,1,1,3,1,2,0,2,1,2,3,2,1,0,0,0,3,1,0,1,3
175,0,1,0,2,4,5,1,6,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,3,0,0,0,1,0,1,3,1,2,0,2,3,0,1,1,3,1,1,1,3,2,2,1,0,2,1,1,1,3,1,3,1,1,3,0,3,3,2,3,2,3
176,0,0,2,3,3,2,4,0,34,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,0,5,0,2,0,0,2,3,0,3,0,0,2,0,1,2,2,0,1,1,0,1,0,3,1,0,1,1,2,2,2,1,1,1,3,1,1,1,3,1,2,0,1,2,3
177,0,0,1,1,1,3,5,7,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,3,3,0,0,2,0,0,0,0,3,2,0,1,2,0,1,2,1,3,1,0,2,2,1,2,1,2,3,1,3,2,2,3,1,1,1,3,0,2
178,0,0,1,1,1,3,5,7,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,1,2,0,3,2,2,1,2,0,3,2,1,2,2,2,0,0,1,0,0,3,2,2,0,1,3,0,1,1,1,3,0,1,3,0,2,1,1,0
179,0,1,0,2,4,5,1,5,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,4,4,1,7,0,0,2,0,0,2,1,2,1,3,2,3,0,2,2,2,3,3,1,2,1,0,2,3,2,3,1,0,3,1,0,1,3,1,0,2,3,2,1,1,0
180,0,0,1,1,1,3,5,3,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,2,2,3,3,6,5,0,0,0,3,3,1,3,3,2,0,0,2,0,3,0,2,1,3,0,3,3,3,1,2,0,3,0,0,3,2,2,1,0,0,0,1,3,3,3,2,2
181,0,1,0,2,4,5,2,5,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,0,1,7,0,0,0,1,1,3,2,2,2,1,1,2,2,0,3,0,0,3,1,0,3,1,0,0,1,0,3,3,0,0,0,2,0,2,3,2,1,1,2,2,3
182,0,0,1,1,1,3,5,7,80,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,3,0,3,2,2,0,1,0,3,2,0,3,0,3,0,2,0,2,2,0,0,3,1,1,2,2,1,2,0,0,0,3,0,0,0,0,2,1,1
183,0,1,2,3,3,4,0,4,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,0,0,1,1,4,6,0,0,2,0,0,3,2,3,1,0,2,1,3,3,3,3,1,2,1,3,2,2,0,1,2,1,0,2,3,3,1,2,1,2,2,2,2,1,0,1,2
184,0,1,0,2,4,5,1,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,3,0,0,2,2,0,2,2,3,3,3,0,2,1,2,3,1,3,2,1,1,2,2,2,3,1,1,1,2,0,2,3,0,2,3,1,1,0,1,0,2,3
185,0,0,2,3,3,2,4,0,34,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,0,5,0,2,0,0,2,3,0,0,1,1,1,1,1,3,1,0,1,1,0,3,2,1,1,1,1,3,0,1,1,1,0,1,2,3,0,1,1,1,2,1,0,1,1
186,0,0,1,1,1,3,5,7,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,0,1,0,0,3,3,2,2,1,0,1,3,0,2,1,3,2,0,2,0,0,2,3,1,0,2,2,0,1,2,3,1,1,3,0,1,0,1,1
187,0,0,1,1,1,3,5,7,52,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,1,3,2,3,0,2,0,1,3,1,0,0,0,1,3,2,1,3,3,3,0,2,2,2,2,1,0,1,0,3,0,2,0,1,0,3,3,3,1
188,0,1,2,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,3,1,2,4,6,0,0,2,2,0,3,0,1,1,1,2,1,1,1,3,2,1,2,3,1,0,2,2,1,0,0,2,0,2,2,2,1,2,2,1,3,0,2,0,1,1
189,0,0,1,1,1,3,5,3,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,3,6,5,0,0,2,2,3,2,0,0,0,0,3,1,3,0,2,1,3,3,3,2,1,1,2,2,3,2,0,2,0,3,3,0,3,3,3,1,0,3,0,3,0
190,0,1,0,2,4,5,2,5,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,0,1,7,0,0,2,2,0,3,3,1,0,2,2,3,3,1,3,3,0,1,2,2,2,1,1,0,3,2,2,2,1,2,1,0,2,2,3,3,2,1,2,2,1
191,0,0,1,1,2,0,6,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,2,3,2,6,0,0,0,2,3,1,1,1,1,2,2,2,1,2,2,1,0,0,0,2,2,1,2,2,0,2,0,3,2,3,1,2,3,3,0,3,1,0,1,1,2,1
192,0,1,2,0,0,1,3,2,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,1,4,4,0,0,3,0,2,2,3,3,3,1,0,3,2,0,2,0,0,3,2,2,1,0,1,0,2,0,3,1,0,0,0,2,1,1,1,1,0,3,0,0,2
193,0,0,1,1,1,3,5,7,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,3,3,2,2,0,2,1,2,3,2,2,3,2,1,3,2,0,0,0,1,0,3,3,1,0,0,2,1,0,1,0,1,2,0,3,3,3,2,2
194,0,1,0,2,4,5,1,6,81,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,7,0,0,0,0,0,3,0,2,1,2,1,1,3,2,1,2,1,2,2,2,2,3,2,1,1,3,2,2,2,3,3,2,2,3,2,2,1,0,3,3,0
195,0,1,0,2,4,4,2,5,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,1,1,2,0,1,7,0,0,2,1,1,1,3,3,3,0,0,3,3,1,2,1,1,2,2,1,2,3,2,3,3,0,3,3,1,2,0,0,2,0,3,2,3,3,1,1,3
196,0,0,2,3,3,4,0,3,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,0,0,0,2,6,5,0,0,3,3,0,3,0,3,1,3,2,1,2,0,1,2,2,3,0,2,2,1,0,3,2,2,0,0,0,3,1,1,2,0,0,1,3,1,3,0,1
197,0,0,1,1,1,3,5,7,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,1,2,3,2,2,3,0,2,0,1,0,2,2,1,0,3,3,2,1,3,1,3,3,2,1,3,0,0,0,2,1,2,0,3,2,3,2,2,0
198,0,0,1,1,1,3,5,7,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,1,2,3,2,2,3,3,3,3,3,1,2,3,0,1,2,0,3,0,1,1,1,0,2,2,2,3,3,2,2,0,3,2,0,0,1,3,3,1
199,0,0,2,3,3,4,0,4,14,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,1,2,4,6,0,0,2,1,1,3,0,3,0,3,0,3,3,2,3,3,3,1,1,3,1,0,0,1,1,0,1,2,1,1,3,3,1,1,1,0,3,2,1,3,2
200,0,1,0,2,2,4,2,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,1,1,2,2,1,7,0,0,0,2,2,2,0,1,1,3,1,0,2,0,2,3,3,0,3,0,1,1,3,2,2,1,3,2,3,2,2,3,1,0,0,2,3,2,3,2,0
201,0,1,2,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,3,1,2,4,6,0,0,2,1,1,3,0,3,3,2,2,0,2,3,0,0,0,2,3,1,2,2,1,2,3,1,1,2,1,1,0,2,1,3,3,0,3,1,0,1,1
202,0,1,0,0,0,1,2,5,83,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,1,3,2,0,1,7,0,0,0,3,1,1,3,0,2,1,0,1,3,1,2,3,3,2,1,2,3,3,3,1,3,3,1,2,3,0,3,0,2,1,0,2,0,3,1,3,0
203,0,0,1,1,2,0,6,3,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,2,3,2,6,5,0,0,2,3,0,0,2,3,0,2,2,1,3,2,2,0,0,2,3,1,0,2,0,0,3,2,3,1,0,2,3,1,3,2,0,1,0,2,0,1,2
204,0,1,2,0,0,1,3,2,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,1,4,4,0,0,1,1,1,0,1,3,1,0,3,0,0,1,1,0,3,2,2,1,1,1,0,0,0,0,0,3,2,1,3,2,1,1,2,0,2,0,3,3,2
205,0,0,2,3,3,4,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,0,0,0,0,2,6,5,0,0,1,0,2,3,3,3,1,0,0,1,0,2,2,1,3,1,0,2,3,1,1,0,2,3,3,1,3,0,3,0,0,2,0,1,3,2,1,1,1
206,0,1,2,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,3,1,2,4,6,0,0,1,3,0,3,2,2,1,3,1,3,3,2,1,3,3,0,3,2,0,0,3,2,2,1,2,0,1,0,3,1,3,3,0,2,2,1,3,1,1
207,0,0,2,3,3,2,4,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,0,5,0,2,0,0,2,1,3,0,3,1,2,2,2,3,3,0,2,1,1,3,2,1,1,0,2,1,3,3,1,3,0,0,3,2,3,0,3,2,3,2,0,1,0
208,0,0,1,3,3,2,4,3,84,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,0,0,0,2,6,5,0,0,1,0,0,1,3,1,3,3,0,2,3,1,2,3,3,1,0,1,0,1,0,2,1,1,0,1,0,2,3,3,1,0,2,0,1,3,3,1,3
209,0,1,2,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,3,1,2,4,6,0,0,1,3,0,0,0,3,0,0,1,3,2,0,1,0,1,0,2,3,1,0,2,0,2,0,0,2,1,0,2,2,1,2,2,0,1,2,2,2,0
210,0,1,0,2,4,5,2,5,72,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,0,1,7,0,0,0,2,1,1,0,0,0,1,3,0,1,2,2,0,3,0,3,2,2,1,1,0,3,2,2,1,3,2,3,3,1,1,1,0,0,3,3,0,3
211,0,0,2,3,3,4,0,0,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,0,0,0,0,2,6,6,0,0,2,0,2,1,2,0,3,1,3,1,3,3,3,3,1,1,1,1,1,0,3,3,2,0,2,1,0,3,2,1,0,0,3,2,1,2,0,3,3
212,0,1,0,2,4,5,2,5,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,2,0,1,7,0,0,0,3,0,3,2,3,3,2,1,0,1,3,3,3,3,2,0,3,2,3,3,1,1,0,1,0,1,3,2,3,1,1,0,0,0,0,2,1,3
213,0,0,1,1,2,0,6,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,4,4,5,0,0,0,3,3,0,1,1,0,3,3,1,0,2,2,0,1,1,2,1,0,3,3,3,3,1,3,2,1,3,2,2,3,1,2,0,1,2,2,1,0,3
214,0,1,0,2,4,5,1,6,86,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,3,0,0,1,1,2,1,3,3,1,3,1,3,0,1,1,1,1,1,3,3,0,1,2,2,1,2,3,2,2,1,2,0,2,0,1,1,2,3,2,2,2
215,0,0,1,1,1,3,5,7,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,0,3,0,2,1,1,0,0,0,1,3,1,2,1,0,3,2,3,3,1,1,3,0,1,3,1,2,3,2,3,0,0,0,0,1,3,2,2,0
216,0,1,2,3,3,4,0,4,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,0,0,1,1,4,6,0,0,1,1,0,0,1,3,0,0,2,2,1,2,0,2,2,2,3,1,1,2,0,1,1,2,1,0,1,2,3,2,0,3,3,3,1,2,0,1,3
217,0,0,1,1,1,3,5,3,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,3,6,5,0,0,1,3,2,2,3,0,1,0,1,3,1,1,1,0,3,0,1,2,0,3,0,0,1,2,0,1,1,2,2,2,3,1,0,2,3,3,1,3,2
218,0,0,2,3,3,2,4,4,87,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,2,0,0,0,0,0,5,0,6,0,0,3,3,0,1,3,3,0,2,3,1,2,3,0,2,0,3,3,3,1,0,3,3,1,3,1,2,1,1,3,0,3,0,0,0,1,0,3,0,2
219,0,0,1,1,2,0,6,1,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,2,5,0,0,0,0,3,2,1,1,1,3,0,1,1,2,3,2,1,1,2,1,2,3,0,2,0,2,2,1,0,0,3,1,1,1,1,1,3,3,0,0,1,1
220,0,0,1,1,1,3,5,7,88,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,6,5,0,0,1,0,1,0,3,3,1,3,0,2,3,0,0,0,3,1,3,3,0,0,2,2,3,3,2,1,2,3,2,0,1,0,0,0,0,0,1,1,2
221,0,0,2,3,3,4,0,4,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,2,6,6,0,0,3,1,0,1,2,1,2,0,2,1,1,1,2,2,0,1,3,2,0,0,2,1,0,0,1,3,2,2,2,1,3,0,0,0,1,0,2,1,0
222,0,0,1,1,2,0,6,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,2,3,2,6,0,0,0,1,0,0,2,2,2,1,2,2,1,2,0,3,2,3,1,3,0,3,1,3,1,3,3,2,0,0,0,2,3,1,0,3,3,1,2,3,0,2
223,0,0,1,1,2,4,0,3,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,2,3,2,6,5,0,0,1,3,1,3,3,0,2,1,1,2,2,1,0,1,0,0,1,1,0,2,0,0,0,0,2,1,1,2,3,1,0,2,2,0,2,1,1,3,3
224,0,0,1,1,1,3,5,3,40,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,6,5,0,0,2,2,2,0,2,3,3,0,3,1,3,0,1,2,3,2,2,2,3,0,3,3,0,3,2,0,1,0,0,1,1,0,2,3,2,3,1,2,0
225,0,0,2,3,3,2,4,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,0,5,0,2,0,0,1,1,3,3,0,2,3,1,3,1,1,0,3,3,2,0,2,3,2,3,1,3,1,2,1,0,0,1,0,1,3,2,0,0,1,2,2,0,1
226,0,1,0,2,2,0,1,6,89,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,1,1,4,4,5,0,0,0,0,1,0,2,0,0,3,3,0,1,3,2,3,2,0,1,2,3,1,3,2,2,3,1,3,3,1,0,3,2,0,3,2,3,2,3,3,1,0
227,0,1,0,0,4,5,2,5,67,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,3,2,0,1,7,0,0,0,1,3,0,1,1,2,0,2,0,1,0,0,3,1,3,0,1,1,1,2,0,3,0,1,2,2,3,2,1,2,2,2,3,1,1,2,3,1
228,0,0,1,3,3,4,0,3,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,0,0,0,2,6,5,0,0,3,3,0,1,1,1,3,0,3,3,0,0,0,0,2,0,2,3,2,3,2,2,3,3,1,2,0,3,1,0,3,3,0,1,0,2,3,1,0
229,0,1,2,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,3,1,2,4,6,0,0,2,2,3,0,1,1,0,2,2,2,2,0,2,2,1,3,1,2,3,3,2,3,2,2,3,1,0,0,3,3,2,2,3,1,2,3,1,3,2
230,0,1,2,0,0,1,3,2,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,1,4,4,0,0,1,0,0,0,1,0,0,3,3,0,3,0,3,1,2,3,1,1,2,3,2,1,2,2,3,3,1,2,2,1,2,1,2,1,0,2,2,1,0
231,0,1,0,2,4,5,1,6,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,2,0,2,3,0,0,0,2,1,3,0,0,1,2,1,3,1,3,2,0,3,1,1,2,1,2,3,2,0,3,1,2,0,1,2,3,1,1,2,2,3,1,1,1,3
232,0,1,0,0,0,1,2,2,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,2,0,1,4,0,0,3,0,0,0,0,2,3,1,1,3,3,0,3,0,2,2,2,0,3,0,2,1,3,0,0,1,2,0,3,1,3,2,3,3,0,1,0,3,1
233,0,1,0,2,4,5,1,6,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,3,0,0,3,0,1,0,3,2,1,2,2,3,2,2,0,0,1,0,3,2,3,3,0,2,3,0,0,3,3,3,0,1,2,0,3,0,0,3,0,2,0
234,0,0,1,1,1,3,5,3,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,2,6,5,0,0,0,2,3,3,3,3,0,1,2,1,1,3,1,2,3,0,1,1,0,0,1,1,0,2,0,0,0,3,1,0,1,3,1,2,3,2,2,3,0
235,0,1,2,0,0,1,3,2,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,1,4,4,0,0,3,3,2,0,1,2,1,2,2,3,0,3,0,3,2,1,3,2,0,2,0,0,0,2,0,2,1,3,1,3,1,1,3,0,0,3,1,0,0
236,0,1,2,0,0,1,3,2,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,1,4,4,0,0,1,3,3,0,0,1,3,3,2,2,1,1,1,1,0,3,0,3,1,2,1,2,1,1,3,0,2,0,2,3,3,1,3,2,2,1,1,2,0
237,0,1,2,0,0,1,3,4,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,1,1,4,6,0,0,2,1,0,2,3,2,3,2,3,0,3,2,0,1,2,0,2,0,2,3,1,3,3,2,3,0,2,3,3,1,3,3,3,1,3,0,0,3,1
238,0,0,2,3,3,2,4,0,90,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,0,5,0,2,0,0,3,1,3,3,1,0,1,1,2,3,0,2,3,3,0,3,3,1,3,0,2,1,0,3,2,3,1,1,3,1,2,2,1,2,1,0,2,1,1
239,0,0,1,1,3,4,0,3,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,0,0,0,2,6,5,0,0,1,0,2,3,3,0,1,2,3,1,2,3,0,0,0,2,2,0,1,3,2,3,1,0,2,2,2,0,0,3,1,1,3,3,2,1,2,0,3
240,0,0,1,3,3,2,4,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,0,0,0,5,0,2,0,0,1,1,1,2,0,1,0,2,3,0,0,3,2,3,1,1,0,3,3,2,2,3,2,1,0,1,3,2,2,0,0,3,2,2,2,3,1,0,2
241,0,1,0,2,4,5,2,5,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,2,0,1,7,0,0,0,1,0,3,2,0,0,0,1,0,2,2,0,2,1,0,0,1,2,3,2,2,1,0,3,0,2,3,3,3,0,3,3,3,0,2,1,0,1
242,0,1,0,2,4,5,1,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,4,2,3,0,0,1,1,1,2,1,3,3,2,1,0,2,1,1,2,3,2,2,3,3,2,1,2,0,1,0,3,2,2,2,1,3,1,2,3,1,1,1,1,0
243,0,0,1,1,1,3,5,7,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,3,1,0,0,0,0,3,3,3,2,2,1,1,2,1,1,0,2,0,0,1,2,2,3,0,2,2,0,0,3,2,0,2,2,2,1,0,2,2,1,2,0,2
244,0,0,1,1,2,3,6,3,91,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,2,3,2,6,5,0,0,1,2,3,3,1,0,1,2,2,2,2,3,1,3,1,0,1,2,3,3,3,3,1,1,0,2,3,2,3,3,1,0,2,1,1,3,2,1,1
245,0,0,2,3,3,2,4,0,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,0,5,0,2,0,0,0,3,1,3,0,1,1,0,0,2,2,2,0,3,0,0,2,3,2,1,2,1,3,3,2,1,3,2,1,3,0,2,1,0,3,0,2,0,0
246,0,1,0,2,2,0,6,1,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,2,1,4,4,5,0,0,0,1,0,3,1,0,0,2,2,0,0,2,3,0,3,3,3,1,0,0,1,1,0,1,2,2,1,3,3,1,1,2,1,0,3,1,0,2,2,3
247,0,1,2,0,0,1,3,2,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,2,0,1,4,0,0,3,3,0,1,2,1,0,0,1,0,0,2,0,3,2,2,3,0,0,3,3,0,2,1,2,2,1,2,1,3,3,2,0,1,3,1,2,2,0
