,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29
188,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,0,0,2,2,5,0,-1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0
189,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,0,0,1,5,3,0,-1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1
190,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,1,1,7,0,-1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1
191,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,1,5,3,0,6,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1
192,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,2,5,0,-1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1
193,0,0,0,0,1,1,4,0,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,1,1,0,4,2,0,-1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
194,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,1,3,2,5,0,0,0,19,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
195,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,1,5,3,0,6,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1
196,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,0,1,0,1,7,0,22,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0
197,0,1,2,1,0,3,2,7,-1,-1,5,0,0,0,1,1,1,0,1,0,3,1,1,6,5,0,1,0,1,2,4,3,4,0,-1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0
198,0,1,2,2,4,0,1,1,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,0,1,1,0,4,2,2,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0
199,0,0,0,2,1,0,4,6,-1,14,0,0,0,0,1,1,1,0,0,2,2,3,0,3,3,0,1,0,1,1,0,4,2,0,-1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1
200,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,1,1,0,-1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
201,0,1,2,1,3,2,0,1,19,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,0,1,2,4,3,4,0,2,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1
202,0,1,2,1,0,3,2,7,-1,-1,-1,4,4,3,3,2,1,0,1,1,3,2,4,0,5,0,1,0,1,2,4,3,4,4,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
203,0,0,1,2,4,0,4,6,-1,-1,-1,-1,0,0,1,1,1,0,1,1,1,3,0,3,3,0,1,0,1,1,0,4,2,1,-1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1
204,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,1,0,1,1,0,21,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1
205,0,0,0,0,3,2,0,3,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,1,0,1,7,0,20,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0
206,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,0,2,2,5,0,-1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
207,0,1,2,1,3,2,0,1,20,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,1,0,1,2,4,3,4,0,2,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0
208,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,1,5,3,0,-1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1
209,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,5,0,7,0,-1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0
210,0,1,2,1,0,3,2,7,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,4,4,5,0,1,0,1,2,4,3,4,2,27,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0
211,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,1,1,0,-1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1
212,0,1,2,1,0,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,0,0,1,0,1,2,4,3,4,9,-1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
213,0,0,2,1,0,3,2,7,-1,-1,-1,-1,0,0,1,1,1,0,1,0,3,2,4,6,5,0,1,0,1,2,4,3,4,4,-1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
214,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,0,4,0,1,7,0,-1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
215,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,0,4,0,1,7,0,-1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0
216,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,2,1,0,-1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
217,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,3,3,6,6,0,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0
218,0,1,1,2,4,0,1,6,-1,-1,0,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,0,1,1,0,4,2,3,-1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0
219,0,1,1,3,2,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,4,0,1,0,1,0,1,1,0,4,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1
220,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,1,1,7,0,5,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1
221,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,1,5,7,0,5,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
222,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,3,3,6,6,0,14,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
223,0,0,0,0,3,2,4,3,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,1,0,1,7,0,-1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0
224,0,0,0,0,1,1,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,1,1,0,4,0,1,7,0,-1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0
225,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,0,1,0,1,7,0,-1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0
226,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,3,2,6,1,0,14,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0
227,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,1,3,2,5,0,0,0,19,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1
228,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,0,0,2,1,7,0,18,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1
229,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,1,0,1,1,0,21,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0
230,0,1,2,1,3,2,0,1,20,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,1,0,1,2,4,3,4,0,2,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
231,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,2,5,0,8,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1
232,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,2,1,0,9,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
233,0,1,2,1,0,3,1,1,-1,15,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,0,1,2,4,3,4,2,-1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
234,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,3,3,6,6,0,15,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0
235,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,5,0,0,0,-1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0
236,0,1,1,3,2,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,0,0,1,0,1,0,1,1,0,4,2,3,-1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
237,0,1,2,1,0,3,2,7,21,16,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,1,0,1,2,4,3,4,2,27,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1
238,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,5,0,7,0,-1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
239,0,1,0,2,4,0,4,6,-1,17,0,0,0,0,1,1,1,0,1,0,1,3,5,3,7,0,1,0,1,1,0,4,2,0,-1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1
240,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,1,5,7,0,4,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1
241,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,1,5,3,0,-1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0
242,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,2,1,0,-1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1
243,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,5,0,7,0,4,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0
244,0,1,2,1,0,3,2,7,-1,-1,1,0,0,0,1,1,1,0,1,0,3,1,4,4,5,0,1,0,1,2,4,3,4,2,-1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
245,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,0,2,2,1,0,14,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
246,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,5,0,0,0,-1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0
247,0,0,0,0,1,1,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,0,4,1,1,7,0,18,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
248,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,3,3,6,6,0,-1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1
249,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,2,5,0,-1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
250,0,1,2,2,4,3,1,1,-1,0,0,0,0,0,1,1,1,0,1,0,3,3,5,4,7,0,1,0,1,1,4,3,4,2,28,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1
251,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,2,1,0,-1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
252,0,1,1,2,4,0,1,6,22,18,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,1,0,1,1,0,4,2,3,-1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
253,0,1,2,1,3,2,0,1,19,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,1,0,1,2,4,3,4,0,2,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0
254,0,1,1,2,4,0,1,6,-1,19,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,1,0,1,1,0,4,2,1,-1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0
255,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,0,1,0,1,7,0,22,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
256,0,1,1,2,4,0,1,6,22,18,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,1,0,1,1,0,4,2,3,-1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1
257,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,5,1,7,0,-1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0
258,0,0,0,2,4,0,4,6,-1,8,0,0,0,0,1,1,1,0,0,2,1,3,0,3,3,0,1,0,1,1,0,4,2,0,-1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0
259,0,0,0,0,3,2,0,3,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,0,1,1,0,1,7,0,20,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1
260,0,1,2,1,4,3,1,1,23,15,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,0,1,2,4,3,4,2,28,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
261,0,1,2,1,3,2,0,1,19,6,0,0,0,0,1,1,1,0,1,0,3,4,1,6,6,0,1,0,1,2,4,3,4,0,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1
262,0,1,2,1,3,2,0,1,-1,6,0,0,0,0,1,1,1,0,1,0,3,4,1,6,6,0,1,0,1,2,4,3,4,0,-1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0
263,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,1,1,3,4,5,1,7,0,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
264,0,1,0,2,4,0,4,6,-1,17,0,0,0,0,1,1,1,0,1,0,1,3,5,3,7,0,1,0,1,1,0,4,2,0,-1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0
265,0,1,1,3,2,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,7,0,1,0,1,1,0,4,2,7,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0
266,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,0,2,2,1,0,14,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1
267,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,1,5,3,0,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0
268,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,1,5,3,0,6,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
269,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,2,1,0,14,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1
270,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,1,1,3,2,5,0,0,0,-1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0
271,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,2,5,0,-1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
272,0,1,1,2,4,0,1,1,-1,-1,-1,3,3,0,1,1,1,0,1,1,1,3,0,1,7,0,1,0,1,1,0,4,2,3,-1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1
273,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,2,3,3,6,6,0,15,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1
274,0,1,2,1,3,3,2,1,24,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,1,0,1,2,4,3,4,0,2,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1
275,0,0,0,0,1,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,0,1,3,4,1,5,3,0,-1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
276,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,2,5,0,8,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0
277,0,1,2,1,0,3,2,7,-1,12,1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,1,0,1,2,4,3,4,4,29,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1
278,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,0,4,0,1,7,0,-1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0
279,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,5,0,0,0,-1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1
280,0,1,2,2,4,0,1,1,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,1,0,1,1,0,4,2,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0
281,0,0,0,0,1,1,3,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,2,0,0,2,2,1,0,-1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1
282,0,1,2,2,4,3,1,1,-1,1,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,1,0,1,1,0,4,2,2,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0
283,0,0,0,0,3,2,0,3,-1,6,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,1,0,3,2,5,0,7,0,-1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
284,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,1,5,3,0,6,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1
285,0,0,0,0,3,2,0,3,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,1,3,4,1,5,3,0,-1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1
