,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17,random_n18,random_n19,random_n20,random_n21,random_n22,random_n23,random_n24,random_n25,random_n26
96,0,0,0,2,0,1,5,0,-1,-1,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,1,2,3,4,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0
97,0,1,1,0,1,2,1,4,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,6,0,1,1,1,2,0,5,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1
98,0,0,0,2,0,1,5,0,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,0,1,2,3,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1
99,0,1,1,0,1,2,1,1,11,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,4,1,4,3,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1
100,0,0,2,2,3,4,4,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,3,3,5,6,7,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0
101,0,0,2,2,3,1,0,0,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,1,2,4,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1
102,0,0,0,2,3,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,0,1,2,3,7,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0
103,0,1,1,0,4,5,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
104,0,0,0,3,4,3,2,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,4,1,0,6,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1
105,0,1,1,1,2,0,3,4,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
106,0,0,2,2,3,4,4,5,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,3,5,6,7,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
107,0,1,1,0,4,5,6,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,4,1,0,6,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1
108,0,0,0,3,0,1,5,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,2,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1
109,0,1,2,1,2,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,6,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0
110,0,0,0,3,0,3,2,6,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,3,1,5,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1
111,0,0,0,3,4,5,2,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,4,1,0,6,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
112,0,1,2,1,2,0,4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,3,5,6,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
113,0,0,0,3,4,3,2,3,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,2,0,0,0,2,4,1,0,6,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1
114,0,1,1,0,1,2,1,7,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1
115,0,1,1,0,1,2,1,4,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
116,0,1,2,1,2,0,4,2,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
117,0,0,0,3,0,3,2,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,4,2,5,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1
118,0,1,1,0,1,2,1,1,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,4,1,4,3,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
119,0,1,1,0,1,2,1,1,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,3,5,4,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0
120,0,1,1,0,1,2,1,4,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,0,5,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1
121,0,0,0,3,0,1,5,0,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,1,2,3,4,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0
122,0,1,2,1,2,0,4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,3,5,6,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
123,0,0,2,2,3,4,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,2,0,5,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1
124,0,1,1,1,2,0,3,4,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0
125,0,1,1,0,4,5,6,3,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,4,1,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0
126,0,0,0,2,0,1,5,0,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,0,1,2,3,4,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1
127,0,1,2,1,2,0,3,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
128,0,1,2,1,2,0,4,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0
129,0,1,1,1,2,0,3,4,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1
130,0,1,1,0,4,5,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,0,3,1,5,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0
131,0,1,1,0,4,5,6,3,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,4,1,0,6,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
132,0,0,0,3,0,1,5,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0
133,0,0,0,2,0,1,5,0,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,0,1,2,3,4,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1
134,0,0,0,3,0,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,2,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0
135,0,1,1,0,4,5,6,7,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,0,3,1,5,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1
136,0,1,1,0,1,2,1,7,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1
137,0,1,1,0,1,2,1,7,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1
138,0,1,1,0,1,2,1,7,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1
139,0,1,1,0,1,2,1,1,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,3,5,4,3,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1
140,0,1,1,0,1,2,1,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,2,4,1,4,3,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1
141,0,0,0,3,0,1,5,0,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,1,2,3,4,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
142,0,0,0,2,3,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,0,1,2,3,7,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
143,0,0,0,3,0,3,2,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,4,1,0,6,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
144,0,1,1,0,4,5,6,7,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,0,3,1,5,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0
145,0,0,0,3,4,3,2,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,4,1,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1
146,0,0,0,2,3,1,0,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,0,4,2,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1
147,0,0,2,2,3,4,0,5,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,2,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0
148,0,1,1,3,4,5,6,3,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,0,2,4,1,0,6,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1
149,0,0,0,3,4,3,2,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,4,1,0,6,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0
150,0,1,2,1,2,0,3,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,6,2,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1
151,0,1,2,1,2,0,4,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1
152,0,1,2,1,2,0,4,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,3,5,6,2,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0
153,0,0,0,3,4,5,6,7,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,1,1,0,3,1,5,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0
154,0,1,2,1,2,4,4,2,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,3,5,6,2,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1
155,0,0,0,3,0,3,2,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,4,1,0,6,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0
156,0,0,0,2,3,1,5,0,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,1,2,3,4,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1
157,0,0,0,3,0,3,2,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,4,1,0,6,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
158,0,1,2,1,2,0,4,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
159,0,0,0,3,4,3,2,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,4,1,0,6,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1
160,0,0,0,3,0,3,2,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,4,2,5,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1
161,0,1,1,0,4,5,6,3,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,0,2,4,1,0,6,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0
162,0,0,0,2,0,1,5,0,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,1,2,3,4,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0
163,0,1,2,1,2,0,3,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
164,0,1,1,0,4,5,6,3,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,4,1,0,6,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0
165,0,0,2,2,3,1,0,0,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,0,1,2,3,7,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
166,0,1,2,1,2,0,3,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1
167,0,0,0,3,0,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,2,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1
168,0,0,0,3,4,5,2,7,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,1,1,0,3,1,5,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0
169,0,1,1,0,4,5,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
170,0,1,1,0,1,2,1,7,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
171,0,1,2,1,2,0,3,4,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,4,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0
172,0,1,1,0,4,5,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
173,0,0,2,2,3,4,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
174,0,1,1,0,4,5,6,7,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,0,3,1,5,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0
175,0,1,1,0,1,2,1,1,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,4,1,4,3,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
176,0,0,0,2,3,1,0,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,0,4,2,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
177,0,0,0,3,0,1,5,0,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,1,2,3,4,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1
178,0,0,0,3,0,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,2,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1
179,0,1,1,0,1,2,1,7,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0
180,0,0,2,2,3,1,0,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,2,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1
181,0,1,1,1,2,0,3,4,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,4,3,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0
182,0,0,2,2,3,4,0,5,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,1,2,6,7,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1
183,0,1,1,0,4,5,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,0,3,1,5,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
184,0,0,0,2,0,1,5,0,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,1,2,3,4,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
185,0,0,2,2,3,4,0,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,2,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1
186,0,1,1,1,1,2,3,4,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,2,0,5,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
187,0,1,1,0,1,2,1,4,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0
188,0,0,0,2,0,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,0,4,2,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1
189,0,0,2,2,3,4,0,5,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,1,2,3,7,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0
190,0,0,0,2,0,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,2,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1
191,0,1,1,0,1,2,1,7,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,0,3,1,5,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
192,0,0,2,2,3,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,1,2,6,7,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
193,0,0,0,3,0,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,2,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1
194,0,1,1,0,1,2,1,7,4,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0
195,0,0,0,2,0,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,0,4,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1
196,0,1,2,1,2,0,3,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1
197,0,0,2,2,3,4,0,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,1,2,6,7,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0
198,0,0,0,3,0,3,2,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,4,1,0,6,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1
199,0,1,1,0,1,2,1,1,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,2,4,1,4,3,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
