,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53,random_model_n54,random_model_n55,random_model_n56,random_model_n57,random_model_n58,random_model_n59,random_model_n60,random_model_n61,random_model_n62,random_model_n63,random_model_n64,random_model_n65,random_model_n66,random_model_n67,random_model_n68
238,0,1,1,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,2,2,5,4,2,0,1,1,1,2,1,0,2,1,1,0,2,2,2,0,2,2,2,0,1,0,2,0,1,0,2,0,1,1,2,2,1,0,2,0,1,0,1,2,0,0,1,2,1,0,0,2,0,0,0,1,0,0,2,2,1,1,0,0,2,2,0,1,2,2,2,2,2,2
239,0,0,2,1,0,2,4,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,0,0,0,1,5,1,2,2,0,1,2,1,2,2,0,0,0,1,1,2,0,2,2,0,0,1,0,1,2,0,2,2,1,2,0,2,2,0,0,1,0,2,1,2,1,2,2,2,2,1,1,2,0,0,0,1,2,0,2,1,1,1,0,2,0,0,2,0,0,0,2,2,0,2,1
240,0,1,1,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,2,2,5,4,2,0,0,0,0,2,1,1,0,2,0,0,2,1,0,0,0,0,0,0,2,0,1,1,1,2,1,2,2,2,2,1,2,1,0,1,2,2,2,1,2,1,2,0,1,1,0,1,2,0,2,1,0,2,0,1,2,0,2,1,2,2,0,0,2,2,2,1,1,1
241,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,7,2,0,2,2,0,1,2,2,2,2,1,2,1,2,0,0,1,0,0,0,1,2,0,1,2,0,2,0,2,0,1,2,1,2,2,0,2,2,2,1,2,2,0,0,0,2,1,1,2,0,2,0,2,1,2,2,2,1,0,2,0,0,2,1,1,0,2,0,1,0
242,0,0,0,2,2,1,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,3,1,2,3,0,1,0,0,1,1,2,0,2,2,0,1,0,1,0,1,1,1,1,2,1,1,1,1,2,1,0,0,1,1,1,0,0,0,1,0,0,0,0,2,2,2,0,2,1,1,2,1,2,0,2,1,2,1,0,0,0,1,0,0,1,2,1,0,0,1,1,1,1,1
243,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,7,2,0,0,2,2,0,2,2,2,0,0,1,0,1,1,0,0,1,0,2,0,2,1,1,1,1,1,0,2,1,2,2,2,2,0,1,2,1,1,2,1,0,0,1,2,0,1,1,1,1,2,2,1,1,1,0,2,1,0,0,1,1,1,0,2,1,2,0,2,2
244,0,0,0,2,2,1,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,1,1,3,1,6,0,0,1,0,2,1,1,2,0,1,2,2,0,2,0,0,1,0,2,1,1,2,0,1,1,1,0,1,0,0,0,2,2,0,2,0,1,1,1,1,0,2,1,1,0,1,0,2,0,2,1,1,2,1,0,2,2,0,2,1,1,2,2,0,1,2,0,2,0,1,2
245,0,0,0,2,2,5,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,1,3,5,0,6,0,1,0,0,0,1,0,1,1,1,0,2,0,0,1,1,0,1,2,1,0,0,0,1,2,0,0,0,0,1,0,2,2,1,0,2,2,1,2,2,2,1,1,2,1,0,2,0,0,2,1,1,0,2,2,1,2,2,2,0,2,1,2,0,1,1,0,0,2,0
246,0,0,0,2,2,1,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,3,1,6,0,0,1,1,0,2,2,2,2,1,1,1,2,2,0,0,0,2,1,1,1,0,1,2,1,0,0,0,1,2,1,1,2,2,2,0,2,1,0,1,0,1,2,0,2,1,0,1,0,0,0,2,0,1,2,2,1,1,1,0,2,2,0,2,2,1,0,2,1,2,1
247,0,0,2,3,3,4,1,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,3,1,3,6,0,1,2,2,2,2,0,1,2,0,1,2,1,2,2,2,1,1,2,2,1,0,2,1,1,0,1,0,0,1,0,0,1,0,0,0,2,1,1,1,2,2,1,2,2,0,2,2,1,2,0,2,0,2,2,0,1,0,0,2,2,0,1,2,2,2,1,0,2,1,0
248,0,0,2,1,0,2,4,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,0,0,0,1,5,1,2,2,1,1,0,2,1,1,1,0,0,0,1,1,0,1,1,2,1,0,2,2,1,0,0,0,0,2,2,0,0,1,2,2,2,2,1,0,1,2,1,0,1,2,2,0,0,1,0,0,2,2,0,1,1,0,2,1,2,0,0,1,0,1,0,2,1,1,2
249,0,0,2,3,3,4,1,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,3,1,3,3,1,1,2,1,1,0,1,0,1,2,0,1,0,2,2,2,0,0,0,0,1,0,1,1,0,0,2,1,2,1,1,2,0,0,2,0,2,2,2,2,2,2,0,0,2,1,2,0,1,2,2,2,1,0,2,0,2,2,1,1,2,1,0,0,0,0,2,1,1,2,1
250,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,4,2,0,1,1,0,0,0,1,0,0,2,0,0,0,1,1,1,1,2,1,2,1,2,1,0,0,2,1,0,2,2,2,1,2,0,0,2,1,2,0,1,0,2,2,0,0,1,2,0,1,1,1,1,2,0,1,1,1,0,2,2,1,1,2,1,2,1,2,0,0
251,0,0,0,2,2,1,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,1,3,5,2,3,0,1,0,0,2,1,0,2,1,2,0,2,0,0,0,1,1,0,1,2,2,0,0,2,2,1,1,0,1,0,0,2,0,2,1,0,2,0,0,2,1,0,1,2,1,0,1,0,1,2,1,2,1,1,2,2,0,2,0,2,0,0,1,2,2,0,2,0,2,0
252,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,7,2,0,2,0,0,0,1,2,0,2,1,2,1,1,1,0,0,0,2,1,2,1,2,0,1,0,1,1,2,1,1,0,1,1,1,2,1,1,0,1,1,1,2,2,1,2,2,2,1,2,0,1,2,0,0,2,1,0,0,0,2,1,2,0,0,0,1,0,0,1
253,0,1,1,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,2,2,5,2,2,0,2,1,1,2,0,0,2,1,2,0,1,0,2,0,0,2,2,1,0,0,1,1,2,1,0,1,1,1,0,0,2,0,1,1,0,2,0,1,2,2,2,0,1,1,0,2,2,2,0,2,0,2,2,2,0,0,1,1,0,0,0,2,2,0,2,0,2,2
254,0,0,2,1,0,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,0,0,3,6,0,1,2,2,1,0,2,1,1,1,1,1,1,2,2,0,1,2,0,2,1,0,2,2,1,1,1,1,0,2,1,0,0,0,0,2,0,2,1,2,2,1,1,0,0,1,1,0,0,2,2,0,1,2,0,1,2,2,0,2,1,0,0,2,0,0,1,2,1,0,2
255,0,0,2,3,3,4,1,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,3,1,3,6,0,1,2,0,2,1,1,1,1,1,1,2,0,0,2,2,1,2,1,0,1,2,2,2,1,0,0,1,1,0,2,0,0,0,0,1,0,2,2,2,0,1,1,0,2,0,2,1,0,2,1,0,2,2,0,0,1,0,1,2,2,1,1,0,0,0,1,1,1,1,0
256,0,0,2,1,0,2,4,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,0,0,0,1,5,1,2,2,0,2,1,0,1,1,2,0,0,2,0,1,0,1,1,0,1,0,2,1,1,1,1,1,1,0,2,0,0,0,1,0,1,0,0,0,0,1,2,0,1,1,1,2,0,2,0,0,2,1,0,0,1,0,0,2,1,0,1,2,1,0,2,0,2,2,0
257,0,0,0,2,2,1,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,3,1,2,3,0,1,2,2,0,0,2,0,2,1,0,2,1,1,1,0,0,2,0,1,1,2,0,0,1,1,1,2,2,1,1,1,1,0,2,0,1,1,2,0,2,0,0,0,1,1,1,2,1,1,1,1,0,0,0,0,0,1,2,0,1,2,1,2,2,2,1,0,1,0
258,0,0,0,2,2,5,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,1,3,5,0,6,0,1,1,2,2,0,2,1,2,0,0,1,1,0,2,0,1,0,2,1,1,0,1,2,1,0,1,0,2,1,1,0,2,0,2,1,0,1,2,1,0,0,1,2,2,0,1,2,2,1,0,1,1,0,2,2,1,2,1,1,1,2,1,0,2,2,2,2,1,0
259,0,0,2,3,3,4,1,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,3,1,3,6,0,1,2,0,2,0,0,1,1,0,2,2,1,2,1,2,2,1,2,1,0,2,1,2,2,0,1,2,0,1,0,2,0,1,1,0,0,2,1,0,1,1,2,1,0,0,2,0,2,2,1,0,1,1,1,0,1,0,2,2,2,1,0,2,1,2,0,1,1,1,2
260,0,0,0,2,2,1,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,3,1,2,3,0,1,0,2,0,0,0,2,0,1,0,1,0,1,2,2,1,1,0,2,2,0,2,2,2,2,0,2,0,0,0,0,0,2,2,2,1,2,2,0,1,1,2,0,2,1,1,0,1,1,1,1,1,1,0,2,0,0,0,0,1,0,0,2,2,2,0,2,1,0
261,0,0,2,3,3,4,1,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,3,1,3,3,1,1,2,0,2,2,1,1,2,0,2,2,2,1,0,2,2,1,0,2,0,1,1,2,1,0,1,2,0,0,0,2,2,1,2,2,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,2,0,1,0,2,1,0,0,1,1,2,1,0,0,0,1,1,1,0
262,0,0,0,2,2,1,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,3,1,2,3,0,1,0,1,2,0,0,0,1,0,1,2,2,1,2,2,0,2,1,0,0,1,0,1,0,1,2,2,0,1,0,1,0,1,2,2,1,1,2,1,1,0,2,2,2,2,1,2,2,2,1,2,0,2,0,1,0,2,0,0,2,0,2,1,1,0,1,0,0,2
263,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,7,2,0,2,1,2,0,0,2,2,2,2,1,0,0,1,1,2,1,1,2,1,2,2,1,0,1,0,1,2,2,1,1,1,1,0,1,0,2,2,2,1,1,2,2,0,2,0,2,1,0,0,2,2,2,2,2,1,2,0,1,1,2,2,0,2,0,2,2,2,1
264,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,4,2,0,1,2,0,1,2,2,2,1,2,1,1,1,2,0,0,0,2,0,0,1,1,0,0,1,0,2,0,0,2,1,1,0,0,0,2,1,2,1,2,0,2,1,1,0,2,1,2,2,2,0,2,2,0,2,0,2,1,1,1,1,0,1,1,2,2,2,2,2
265,0,0,2,1,0,2,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,0,0,0,6,5,1,2,1,1,2,2,2,0,0,0,1,0,0,2,2,0,1,1,0,1,2,2,2,0,1,1,2,0,0,0,1,1,0,1,2,2,0,1,1,2,2,2,1,1,2,2,0,1,2,1,0,2,2,0,1,2,0,2,2,2,2,2,1,1,0,1,0,1,1,0
266,0,0,2,1,0,2,4,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,2,0,0,3,6,0,1,2,0,2,1,1,1,1,0,2,2,0,0,0,1,0,2,1,2,2,1,0,1,0,1,1,2,0,2,0,1,2,1,1,2,2,1,1,1,1,0,0,2,2,2,0,2,2,2,0,0,1,1,0,2,2,2,2,1,1,1,2,0,0,2,0,2,2,1,1
267,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,7,2,0,2,0,0,2,1,1,1,0,2,2,0,2,0,0,1,2,0,0,0,2,1,1,0,1,0,2,1,0,1,0,2,1,2,1,1,1,0,2,2,2,0,2,1,1,0,0,0,0,1,1,2,0,1,1,0,2,2,0,0,2,1,1,1,2,1,2,0,1
268,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,7,2,0,2,1,2,1,2,0,0,1,2,1,2,2,2,1,2,0,0,2,0,0,0,2,0,1,2,1,0,0,0,2,0,0,1,2,1,0,0,0,1,1,2,1,0,0,2,1,2,0,1,0,1,1,1,1,1,1,2,2,2,0,0,2,2,0,2,0,2,2
269,0,0,0,2,2,5,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,1,3,5,0,6,0,1,1,0,2,2,2,2,0,1,2,0,1,0,2,0,2,2,0,1,1,1,1,1,0,2,1,2,0,1,0,2,1,1,0,2,1,1,0,2,0,1,2,0,1,0,1,1,0,2,0,1,0,2,0,1,2,2,0,0,1,0,0,1,0,2,0,1,1,0
270,0,0,2,3,3,4,1,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,3,1,3,3,1,1,2,2,2,2,0,1,0,2,0,2,0,2,0,1,2,0,1,1,0,1,0,2,2,1,1,1,1,2,2,2,2,1,1,1,0,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,0,0,1,1,1,1,1,1
271,0,1,1,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,2,2,5,2,2,0,1,1,1,0,2,1,1,1,1,1,1,0,0,0,2,0,2,0,2,1,1,1,2,2,1,2,1,2,1,2,0,1,2,0,1,2,1,1,2,0,1,1,1,0,2,0,0,0,2,2,0,0,2,0,0,1,0,0,2,2,2,0,1,1,0,2,2,1
272,0,1,1,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,2,2,5,4,2,0,2,2,1,1,0,2,2,2,1,1,1,1,1,0,2,0,1,0,0,0,0,2,0,2,0,1,0,2,0,2,1,0,1,2,1,0,1,1,0,0,0,0,1,1,0,2,1,0,1,2,2,0,1,2,1,2,2,1,0,1,1,2,1,1,0,2,2,0
273,0,0,2,3,3,4,1,4,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,0,2,3,1,3,3,1,1,2,1,2,2,0,2,0,0,2,2,1,0,2,0,2,1,0,1,0,1,0,1,1,1,0,2,2,0,0,2,1,1,1,2,1,1,1,1,2,0,0,0,1,0,0,0,1,2,1,0,1,0,1,0,1,2,1,0,2,0,1,2,0,2,0,2,1,1,0
274,0,0,2,1,0,2,4,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,0,0,0,1,5,1,2,2,0,0,0,0,1,1,1,2,2,1,1,0,0,2,1,2,2,0,1,0,1,1,1,0,2,1,0,0,0,0,2,2,0,1,2,0,2,2,2,2,0,1,2,2,1,2,0,1,1,0,0,1,1,2,0,1,1,2,1,1,1,1,2,0,2,1,2
275,0,0,0,2,2,1,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,1,3,5,2,3,0,1,0,1,2,1,0,1,2,1,1,0,2,2,2,0,1,1,0,2,1,2,2,1,1,0,1,0,0,2,1,1,1,0,1,2,0,0,2,2,0,1,0,0,1,0,1,1,1,2,1,0,0,0,2,2,0,2,0,2,2,0,2,0,0,1,1,0,2,2
276,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,7,2,0,0,2,1,2,1,1,0,1,0,1,2,2,0,1,2,0,1,1,2,2,0,1,0,2,2,2,2,1,2,0,1,2,1,2,2,2,2,2,2,0,1,2,0,2,0,2,0,0,2,0,2,0,2,1,2,0,2,1,0,0,2,1,0,0,0,1,1,2
277,0,0,2,1,0,2,4,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,0,0,0,1,5,1,2,2,2,0,2,1,0,0,0,0,0,2,2,0,2,2,1,1,1,1,1,0,1,0,2,2,0,0,1,2,0,0,2,1,1,2,1,2,0,1,0,2,2,2,2,0,1,1,1,1,0,1,2,2,1,2,0,2,1,2,1,2,2,0,1,0,0,2,1
278,0,0,2,1,0,2,4,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,0,0,3,6,0,1,2,2,0,2,1,1,0,0,2,0,2,2,0,0,2,0,0,1,1,0,1,0,2,0,1,2,0,1,1,1,0,1,0,1,2,0,1,0,1,1,0,1,0,0,1,1,0,0,2,2,2,2,0,0,1,0,1,2,1,1,2,1,1,1,0,1,1,0,1
279,0,0,0,2,2,5,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,1,3,5,0,6,0,1,0,0,2,1,2,2,0,0,1,1,0,0,0,2,2,0,1,2,0,0,1,0,1,0,1,2,2,1,0,0,2,1,2,0,0,0,0,2,0,2,2,0,1,0,0,0,1,1,1,0,1,1,0,0,2,2,1,1,1,0,1,2,1,1,1,1,0,1
280,0,0,0,2,2,1,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,3,1,2,3,0,1,1,0,0,2,1,0,1,1,0,0,1,1,2,0,1,1,1,1,1,1,1,0,0,1,2,0,0,0,1,2,1,2,1,0,2,2,0,2,0,1,2,2,1,2,2,2,1,1,1,1,2,0,1,0,0,0,1,0,2,1,1,0,1,1,2,1,0,2
281,0,0,0,2,2,1,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,3,1,2,3,0,1,2,0,2,2,0,2,2,0,0,0,2,2,2,2,1,1,0,2,0,1,0,2,0,2,1,0,1,0,2,0,1,0,0,1,1,0,0,1,1,1,1,2,0,1,1,2,1,0,0,0,2,2,0,0,1,2,0,2,1,0,0,1,1,2,2,1,2,1
282,0,0,0,2,2,1,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,3,1,6,0,0,1,0,2,2,2,1,2,0,0,2,2,2,1,1,0,1,2,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,2,0,2,2,1,1,1,2,1,2,2,1,2,0,0,2,1,0,0,2,1,2,0,2,0,2,2,0,0,0,1,0,2,0,1,0
283,0,0,2,1,0,2,4,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,2,0,0,0,1,5,1,2,2,1,0,2,1,0,1,2,0,2,0,0,0,0,1,1,2,2,2,0,2,1,2,2,1,2,1,0,0,1,0,1,1,1,1,1,0,0,2,0,1,1,0,2,1,0,1,0,2,0,0,2,1,2,0,0,0,2,1,1,0,1,2,2,1,2,0,0
284,0,1,1,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,2,2,5,2,2,0,0,2,1,2,0,1,2,0,1,0,1,2,1,2,1,2,1,0,0,2,0,2,0,2,2,2,0,0,1,2,2,1,2,1,0,1,0,2,2,0,1,0,0,1,1,1,1,1,0,1,0,2,2,2,2,0,1,0,0,1,1,1,2,0,1,0,1,0
285,0,0,0,2,2,1,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,3,1,6,0,0,1,1,2,2,2,0,2,1,0,2,2,2,2,2,0,1,1,1,2,2,2,1,2,2,2,1,2,1,2,0,0,2,2,0,0,0,0,1,0,0,1,0,2,0,1,2,2,1,2,2,0,1,0,2,0,0,2,1,2,1,1,0,2,0,1,0,1,2,2
286,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,7,2,0,0,1,1,0,2,2,2,1,0,1,1,2,2,1,1,2,0,2,1,2,0,2,2,2,0,0,1,0,0,1,1,0,2,0,0,1,1,0,1,2,0,0,1,0,1,2,2,1,0,2,2,1,0,0,0,2,2,2,2,0,1,1,0,0,1,0,2,0
287,0,0,0,2,2,5,3,3,-1,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,1,3,5,0,6,0,1,0,1,0,1,2,1,2,1,0,1,1,2,0,0,1,0,2,1,1,0,1,0,0,2,0,0,1,2,0,2,1,1,0,0,1,2,1,2,2,2,0,1,2,2,1,1,0,1,2,2,2,2,1,0,1,1,0,0,2,2,0,1,0,1,0,0,0,2
288,0,0,2,3,3,4,1,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,3,1,3,3,1,1,2,2,1,0,2,2,0,1,0,2,0,1,1,0,1,0,0,0,2,2,1,1,0,1,2,2,1,2,0,0,2,2,1,2,1,0,2,1,0,2,0,0,1,2,2,1,0,2,0,1,1,0,1,0,1,2,0,1,2,1,1,1,2,2,1,1,1,0,2
289,0,0,2,1,0,2,4,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,2,0,0,0,1,5,1,2,0,1,0,1,1,1,1,1,0,0,2,0,0,2,1,2,1,0,1,1,0,1,1,2,0,1,0,2,0,2,1,1,1,0,0,1,0,1,1,1,2,2,2,0,1,2,1,2,0,2,0,2,2,2,2,2,1,1,1,1,0,1,0,2,2,1,2,1
290,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,7,2,0,2,1,0,2,2,0,1,1,0,1,2,0,0,2,0,2,2,2,2,0,2,2,0,2,1,2,0,2,0,1,0,0,1,0,0,2,1,0,2,1,1,1,1,2,0,2,1,1,0,1,1,0,1,2,0,1,2,1,0,2,2,1,1,2,0,2,2,2
291,0,0,0,2,2,1,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,3,1,2,3,0,1,1,0,1,2,2,0,2,1,2,2,1,1,2,2,2,0,2,2,0,0,1,0,0,1,1,0,2,0,0,1,2,2,0,0,1,1,0,2,0,0,2,0,1,1,1,0,1,0,1,1,0,0,0,2,2,0,1,1,2,1,1,2,1,2,1,2,1,0
292,0,0,2,3,3,4,1,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,2,3,1,3,3,1,1,2,2,0,0,1,2,2,1,2,2,2,1,1,1,2,1,0,2,1,1,2,1,0,1,2,0,1,1,0,1,2,2,2,0,0,1,1,1,2,1,1,1,2,0,1,0,0,2,2,1,2,2,2,1,1,2,2,2,2,0,1,1,0,2,0,1,2,0,1
293,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,7,2,0,0,0,2,0,2,2,0,2,2,1,0,2,2,0,0,0,2,2,1,2,1,2,1,2,1,0,2,2,2,0,1,1,2,0,1,1,0,1,0,1,0,0,0,2,0,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,0,0,0,0,2,1,2,1
294,0,0,2,3,3,4,1,4,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,2,3,1,3,3,1,1,2,0,2,1,2,0,0,2,2,0,1,2,1,2,2,2,2,0,2,2,1,1,1,2,0,2,1,1,2,2,2,0,1,0,0,2,2,0,2,1,1,0,0,2,0,1,0,2,0,1,0,1,1,0,0,2,0,1,1,0,0,2,2,0,1,1,2,1,1
295,0,0,0,2,2,1,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,3,1,2,3,0,1,0,0,0,0,1,2,2,2,1,1,2,1,1,0,0,2,2,0,1,0,2,0,2,0,2,1,0,1,2,0,1,1,0,1,0,1,0,0,2,2,2,1,2,1,0,1,1,0,1,2,2,0,1,0,1,2,2,1,1,1,1,0,0,0,1,2,0,1
296,0,1,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,4,4,4,7,2,0,0,1,1,1,1,1,2,2,2,2,0,2,0,0,2,0,2,2,0,0,2,0,0,1,0,1,2,0,1,2,2,2,0,2,2,0,2,1,2,1,2,1,2,0,0,1,1,0,0,0,2,1,0,0,0,2,1,0,2,1,2,2,2,0,2,0,2,2
297,0,0,0,2,2,5,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,1,1,3,1,6,0,0,1,2,1,2,1,0,2,0,0,0,0,0,1,0,2,1,2,0,0,1,2,2,1,1,2,0,0,1,2,0,1,2,2,2,2,1,2,2,0,2,1,1,1,1,1,2,2,2,2,2,1,2,0,0,0,0,2,2,0,2,0,0,0,2,1,2,2,2,2
298,0,0,0,2,2,5,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,1,1,3,1,6,0,0,1,2,0,2,0,2,1,2,1,1,0,1,1,1,0,2,2,2,2,0,0,2,2,0,2,2,0,2,1,0,1,2,1,2,2,2,0,2,2,0,0,1,1,0,1,1,2,1,0,0,2,1,0,1,2,2,0,1,2,1,1,2,1,1,1,1,1,0,2
