,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13
123,0,0,0,1,4,4,1,1,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,0,0,4,6,2,0,32,0,0,0,1,1,0,1,1,1,1,1,0,0
124,0,0,0,3,0,1,3,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,24,1,0,0,0,0,0,0,1,1,1,0,1,1
125,0,1,1,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,-1,0,0,0,0,1,1,0,0,1,1,0,0,1
126,0,1,1,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,14,0,0,1,0,0,0,1,1,1,1,1,1,1
127,0,1,1,0,2,0,5,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,3,3,5,3,0,1,18,1,0,1,1,0,1,0,0,1,1,1,0,1
128,0,1,1,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,1,1,13,0,1,1,1,1,0,1,1,0,0,0,1,0
129,0,1,2,2,1,5,4,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,1,3,0,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0
130,0,1,1,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,-1,0,1,1,1,1,1,0,0,0,1,0,0,1
131,0,0,0,1,4,4,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,0,4,0,4,4,0,34,1,1,0,1,1,0,1,0,0,1,0,0,1
132,0,1,1,0,3,3,2,0,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,16,1,1,1,1,0,1,0,1,0,1,0,1,1
133,0,1,2,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,1,3,0,3,1,2,0,1,1,0,1,0,0,0,0,0,1,0,1
134,0,1,2,2,1,2,0,3,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,2,2,3,0,1,1,-1,1,0,0,1,0,1,0,1,1,0,0,0,1
135,0,1,2,2,2,5,4,2,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,1,1,1,6,1,5,0,0,0,0,0,1,0,1,1,0,1,0,1
136,0,0,0,3,0,1,3,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,28,0,0,0,0,0,1,0,1,0,0,0,1,0
137,0,0,0,3,0,1,3,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,26,1,0,1,0,0,0,1,0,1,1,0,1,1
138,0,1,2,2,1,2,0,3,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,2,2,3,0,1,1,9,0,1,0,0,0,0,0,1,0,0,1,0,0
139,0,1,1,0,3,3,2,0,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,-1,1,0,1,0,1,1,0,0,1,1,0,1,1
140,0,0,0,1,4,4,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,0,4,0,4,4,0,34,0,1,0,0,1,1,0,1,0,1,1,1,0
141,0,0,0,3,0,1,3,7,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,0,3,0,4,2,7,0,-1,0,1,0,1,0,1,1,1,0,1,0,1,1
142,0,0,0,3,0,0,5,7,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,3,3,5,2,7,0,21,0,1,0,1,0,0,0,1,1,1,0,1,0
143,0,0,0,3,0,1,3,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,23,0,1,1,0,1,0,0,1,0,1,0,1,0
144,0,0,0,1,4,4,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,0,4,0,4,4,0,34,1,0,0,0,1,1,1,1,1,1,0,0,1
145,0,0,0,3,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,0,0,4,6,2,0,-1,1,1,1,0,0,1,0,1,1,0,0,1,0
146,0,0,1,3,2,0,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,3,3,5,3,0,0,-1,0,0,1,1,0,1,0,1,0,0,1,1,1
147,0,1,2,2,1,2,0,3,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,1,3,0,3,1,3,1,0,1,1,1,1,1,1,0,1,0,1,0
148,0,0,0,1,4,4,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,0,4,0,4,4,0,35,0,1,1,1,1,0,1,1,0,0,1,1,1
149,0,0,0,1,4,4,1,1,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,0,0,4,6,2,0,-1,0,0,0,1,1,0,0,0,1,0,1,1,0
150,0,1,2,2,1,5,4,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,1,1,1,3,1,4,0,1,1,0,0,0,0,1,0,1,0,0,0
151,0,1,1,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,-1,0,0,1,1,1,0,0,1,0,1,1,1,1
152,0,0,0,1,4,4,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,0,4,0,4,4,0,34,1,1,1,0,1,1,0,0,1,0,0,1,0
153,0,0,0,1,4,4,1,1,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,0,0,4,6,2,0,-1,1,1,0,1,0,1,0,1,0,0,1,1,1
154,0,1,1,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,14,0,0,1,0,1,1,1,0,1,0,0,0,1
155,0,1,2,2,1,2,0,3,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,2,2,3,0,1,1,-1,1,1,1,0,0,1,1,0,1,1,1,1,0
156,0,0,0,1,2,5,4,2,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,1,1,1,6,0,6,0,1,0,0,0,1,0,0,1,0,0,0,0
157,0,0,0,3,0,1,3,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,25,1,1,1,0,1,1,0,1,1,1,1,0,0
158,0,0,0,1,4,4,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,0,4,0,4,4,0,35,1,0,0,0,1,1,1,1,1,1,0,0,1
159,0,1,2,2,1,2,0,3,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,2,2,3,0,1,1,10,0,0,1,0,1,1,0,0,0,1,1,0,1
160,0,1,2,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,1,3,0,3,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
161,0,1,2,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,1,3,0,3,1,-1,0,0,0,0,1,1,0,1,1,1,1,0,0
162,0,1,2,2,1,5,4,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,1,3,0,3,1,2,1,1,0,0,1,0,0,0,1,0,1,0,1
163,0,0,0,1,4,4,1,1,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,0,0,4,6,2,0,32,0,0,0,1,0,1,1,0,1,1,1,1,0
164,0,0,0,3,0,1,3,7,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,3,0,4,2,7,0,-1,1,1,1,0,1,1,0,0,0,0,0,1,1
165,0,1,1,0,2,0,5,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,3,3,5,3,0,1,17,1,1,1,0,0,1,1,1,0,0,1,0,1
166,0,1,1,0,2,0,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,3,3,5,3,0,1,18,1,0,0,0,0,1,1,0,1,1,1,0,1
167,0,0,1,3,2,0,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,3,3,5,3,0,0,20,1,1,0,0,0,1,0,1,0,0,1,1,1
168,0,1,1,0,3,3,2,3,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,2,2,2,5,1,1,12,1,0,1,0,1,0,1,1,1,0,1,0,0
169,0,1,1,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,1,1,13,0,0,1,1,0,0,1,0,0,0,0,0,1
170,0,0,0,3,0,1,3,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,25,1,1,0,1,0,0,1,0,1,1,1,0,0
171,0,1,2,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,1,1,1,3,0,3,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
172,0,1,1,0,3,3,2,0,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,15,1,0,0,1,1,0,0,0,1,0,1,1,1
173,0,0,0,3,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,27,0,0,1,1,1,1,0,0,0,1,1,1,1
174,0,1,2,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,1,3,0,3,1,2,0,1,1,1,1,0,0,0,1,0,1,0,0
175,0,1,1,0,2,0,5,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,3,3,5,3,0,1,17,0,0,0,1,0,1,0,1,1,0,1,0,0
176,0,0,0,3,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,0,0,4,6,2,0,30,1,0,0,0,0,1,0,1,0,0,0,0,0
177,0,0,0,3,0,1,3,7,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,0,3,0,4,2,7,0,-1,0,0,0,1,1,1,0,0,1,0,1,1,1
178,0,0,0,3,0,1,3,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,23,0,0,1,1,1,1,1,1,1,0,0,0,0
179,0,0,0,3,0,1,3,7,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,0,3,0,4,2,7,0,22,0,1,0,1,0,0,0,1,0,1,1,1,1
180,0,1,1,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,-1,1,0,0,1,1,1,1,1,1,1,0,1,0
181,0,0,1,3,2,0,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,3,3,5,3,0,0,20,0,1,1,0,1,0,1,0,0,1,0,0,0
182,0,1,1,0,2,0,5,4,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,3,3,5,3,0,1,-1,0,0,0,1,0,1,1,0,0,0,0,1,1
183,0,1,2,2,2,5,4,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,1,1,1,3,1,4,0,0,1,0,1,0,1,1,1,0,1,1,1
184,0,1,1,0,2,0,5,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,3,3,5,3,0,1,17,1,0,0,1,1,1,1,0,1,0,1,1,0
185,0,0,0,3,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,0,0,4,6,2,0,-1,1,0,1,1,0,0,0,0,1,1,0,0,0
186,0,1,1,0,3,3,2,3,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,2,2,2,5,1,1,12,0,1,0,0,0,0,1,0,0,1,1,1,1
187,0,0,0,3,0,1,3,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,-1,0,1,1,1,1,0,1,0,0,0,0,0,0
188,0,1,2,2,1,2,0,3,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,2,2,3,0,1,1,10,1,1,1,1,1,0,1,0,0,0,0,0,1
189,0,1,2,2,1,5,4,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,1,3,0,3,1,2,1,0,1,1,0,1,0,1,0,1,0,1,0
190,0,1,2,2,2,5,4,2,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,1,1,1,6,1,4,1,0,0,0,1,0,1,1,0,0,1,1,1
191,0,1,1,0,3,3,2,3,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,2,2,2,5,1,1,12,0,0,1,1,0,0,0,0,0,1,1,1,1
192,0,1,2,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,1,3,0,3,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0
193,0,1,1,0,3,3,2,0,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,-1,1,1,1,0,0,0,1,1,0,1,1,1,1
194,0,1,1,0,3,3,2,0,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,16,1,0,0,0,1,0,0,1,0,0,0,0,0
195,0,0,0,3,0,1,3,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,-1,1,1,1,0,0,1,1,1,0,0,0,1,0
196,0,0,0,1,4,4,6,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,0,4,0,4,4,0,35,0,0,1,1,0,1,0,1,1,1,0,1,0
197,0,0,0,3,0,1,3,7,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,0,3,0,4,2,7,0,-1,1,0,1,0,0,1,1,0,0,0,1,1,0
198,0,1,1,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,-1,0,0,0,1,1,0,0,1,1,1,0,1,1
199,0,1,1,0,3,3,2,0,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,15,1,1,0,0,1,1,1,0,1,0,1,0,0
200,0,0,0,1,4,4,1,5,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,0,0,4,6,2,0,-1,1,0,1,0,1,1,1,0,0,0,1,0,1
201,0,1,1,0,3,3,2,0,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,16,1,0,1,1,1,1,1,1,1,0,1,1,0
202,0,0,0,1,4,4,6,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,0,4,0,4,4,0,-1,1,0,0,1,1,1,0,1,0,1,0,0,0
203,0,0,0,3,0,1,3,7,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,0,3,0,4,2,7,0,22,1,1,0,0,0,1,0,1,1,1,0,1,1
204,0,0,0,1,2,5,4,2,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,1,1,1,6,0,6,0,0,1,0,0,0,1,0,0,0,0,1,0
205,0,1,2,2,2,5,4,2,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,1,1,1,6,1,-1,0,0,0,1,0,0,1,0,1,0,1,0,0
206,0,0,0,3,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,2,0,0,4,6,2,0,29,1,0,0,1,0,0,1,0,1,1,0,0,0
207,0,1,2,2,1,2,0,3,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,1,3,0,3,1,3,1,1,1,0,0,1,0,1,0,1,0,0,0
208,0,1,1,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,14,1,0,1,1,1,0,0,0,0,1,0,0,1
209,0,0,1,3,2,0,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,3,3,5,3,0,0,-1,1,1,1,1,0,0,1,1,1,1,1,1,0
210,0,1,1,0,3,3,2,0,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,15,1,0,1,0,0,0,1,0,0,0,1,0,1
211,0,1,2,2,2,5,4,2,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,1,1,1,6,1,-1,1,0,1,0,0,1,1,0,0,0,0,0,0
212,0,0,0,3,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,0,0,4,6,2,0,31,1,1,1,0,0,1,0,1,0,0,0,0,0
213,0,1,2,2,1,5,4,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,1,3,0,3,1,2,0,0,1,1,0,0,0,1,1,1,0,0,1
214,0,1,2,2,1,5,4,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,1,3,0,3,1,-1,1,0,1,0,1,1,1,0,1,0,1,0,0
215,0,1,2,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,1,3,0,3,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0
216,0,0,0,1,2,5,4,2,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,1,1,1,6,0,-1,1,1,1,1,1,1,0,0,0,1,0,0,1
217,0,0,1,0,2,0,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,3,3,5,3,0,0,-1,1,0,0,1,0,1,0,1,0,1,0,0,0
218,0,0,1,0,2,0,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,3,3,5,3,0,0,19,1,0,0,0,0,0,1,0,1,1,0,1,1
219,0,0,0,1,4,4,6,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,0,0,4,6,2,0,33,1,1,1,1,1,1,0,1,0,1,1,1,1
220,0,1,2,2,2,5,4,2,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,1,1,1,6,1,5,0,0,1,1,0,1,1,0,0,0,1,1,0
221,0,0,0,3,0,1,3,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,-1,0,0,0,1,1,1,1,0,0,1,0,1,0
222,0,0,0,1,2,5,4,2,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,1,1,1,6,0,6,1,0,1,0,1,0,1,0,0,1,0,0,0
223,0,0,0,3,0,1,3,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,28,0,0,1,0,0,1,1,1,1,1,0,1,1
224,0,1,1,0,3,3,2,0,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,15,0,0,1,1,1,0,0,1,1,0,0,0,1
225,0,1,2,2,1,2,0,3,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,1,3,0,3,1,3,0,0,1,1,0,1,0,0,0,1,0,0,0
226,0,0,0,3,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,0,0,4,6,2,0,31,1,0,0,1,0,1,0,0,1,1,1,0,1
227,0,1,2,2,1,5,4,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,1,1,1,3,1,4,1,0,0,0,1,0,1,0,0,0,1,1,0
228,0,0,0,3,0,0,3,7,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,3,3,5,2,7,0,21,1,1,1,1,1,1,0,1,1,1,1,1,0
229,0,1,2,2,1,5,4,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,1,1,1,3,1,4,1,1,1,0,0,0,0,1,0,0,0,1,0
230,0,1,2,2,1,2,0,3,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,2,2,3,0,1,1,-1,0,0,0,0,1,1,0,0,0,1,1,0,1
231,0,0,0,3,0,1,3,7,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,-1,1,1,0,0,1,0,0,0,0,0,1,0,1
232,0,1,2,2,2,5,4,2,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,1,1,1,6,1,5,1,1,0,0,1,0,0,1,0,1,1,0,0
233,0,0,0,1,4,4,6,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,0,4,0,4,4,0,-1,0,1,0,0,1,1,1,1,1,1,1,0,1
234,0,0,0,3,0,1,3,7,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,3,0,4,2,7,0,22,0,0,0,0,1,0,1,1,1,0,0,1,1
235,0,1,2,2,2,5,4,2,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,1,1,1,1,6,1,5,1,1,1,1,1,0,1,1,1,0,0,1,0
236,0,0,0,3,0,1,3,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,0,3,0,4,2,7,0,-1,1,1,0,1,1,1,1,1,0,1,0,1,0
237,0,0,0,1,2,5,4,2,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,1,1,1,1,6,0,8,0,0,1,1,1,0,0,1,0,1,0,0,0
238,0,0,0,3,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,27,1,1,0,1,1,0,1,0,1,1,1,1,0
239,0,1,2,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,1,1,3,0,3,1,-1,0,0,1,0,1,1,1,0,1,0,1,0,0
240,0,1,1,0,2,0,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,3,3,5,3,0,0,19,0,0,1,0,1,1,1,1,1,1,1,0,1
241,0,1,2,2,1,2,0,6,-1,-1,1,1,1,0,0,0,0,0,1,2,2,1,3,4,4,0,0,0,3,3,5,3,0,1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0
242,0,1,2,2,1,2,0,3,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,1,1,3,0,3,1,3,0,1,0,0,1,1,0,1,0,0,0,0,1
243,0,1,1,0,2,0,5,4,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,3,3,5,3,0,1,-1,0,0,0,0,0,0,0,1,1,0,0,1,0
244,0,1,1,0,2,0,5,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,3,3,5,3,0,1,18,1,0,0,0,0,1,1,1,1,0,0,0,1
245,0,0,0,1,2,5,4,2,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,1,1,1,6,0,6,0,0,1,1,1,1,0,0,1,0,1,1,1
246,0,0,0,3,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,0,0,4,6,2,0,31,0,1,1,1,1,1,0,0,1,1,1,1,0
247,0,0,0,3,0,1,3,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,-1,0,0,1,1,0,0,0,1,1,0,0,1,0
248,0,0,0,3,0,1,3,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,3,0,4,2,7,0,23,0,0,1,0,0,0,1,1,1,1,0,1,1
249,0,1,2,2,2,5,4,6,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,1,1,1,1,3,1,4,0,0,0,1,0,0,1,1,0,1,0,1,0
250,0,0,0,1,2,5,4,2,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,1,1,1,1,6,0,6,0,1,1,1,1,0,0,0,1,1,0,0,0
251,0,1,1,0,2,0,5,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,3,3,5,3,0,1,17,0,0,1,1,0,1,1,0,0,1,0,1,0
252,0,0,0,1,4,4,6,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,0,4,0,4,4,0,34,0,1,1,0,0,0,1,0,0,0,1,0,1
253,0,0,0,3,0,0,3,7,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,3,0,4,2,7,0,-1,0,0,0,0,1,0,0,1,0,1,1,1,1
254,0,1,1,0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,2,2,5,5,1,14,0,0,0,0,0,0,0,1,1,1,0,1,0
