,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_
310,0,1,0,1,1,5,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,0,5,3,1,0,-1
311,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,1,0,2,3,3,5,7,0,-1
312,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,1,0,2,0,5,3,2,0,-1
313,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,1,5,0,1,0,2,3,3,3,2,0,-1
314,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,1,5,5,0,1,0,0,0,5,3,1,0,-1
315,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3,1,5,1,3,0,1,0,2,3,3,5,7,0,-1
316,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,3,0,1,0,2,3,3,5,7,0,-1
317,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,5,7,0,0,2,1,1,1,2,0,0,0
318,0,0,2,0,3,0,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,1,3,1,0,1,1,0,0,5,6,6,11,-1
319,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,0,1,0,1,0,2,3,3,5,7,0,-1
320,0,1,0,1,0,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,2,3,1,0,1,1,0,0,5,6,6,0,-1
321,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,0,7,0,0,2,1,1,1,2,0,0,-1
322,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,1,0,0,0,5,3,2,0,-1
323,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,1,4,6,0,0,2,1,1,2,0,5,7,-1
324,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,5,2,0,-1
325,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,0,0,5,3,1,0,-1
326,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
327,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,3,0,1,0,2,3,3,5,7,0,-1
328,0,0,2,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,2,3,7,0,0,2,3,2,1,2,0,0,-1
329,0,0,2,0,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,0,2,1,0,0,1,0,0,1,2,0,0,-1
330,0,0,2,3,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,0,6,2,0,0,1,3,2,1,2,3,0,-1
331,0,1,0,1,0,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,1,1,0,0,5,3,2,0,-1
332,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,4,1,5,0,1,0,0,0,5,3,1,0,-1
333,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
334,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,4,4,1,4,0,-1
335,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,1,5,0,0,2,1,1,1,2,0,0,-1
336,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,2,3,5,5,0,1,0,0,0,5,3,2,0,-1
337,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,0,4,1,0,0,2,1,1,1,2,0,0,-1
338,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,0,4,0,1,0,0,0,5,3,1,0,-1
339,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,3,2,2,0,0,2,1,1,2,0,5,4,-1
340,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,1,5,2,0,1,1,0,0,1,2,2,0,-1
341,0,1,0,1,0,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,3,5,0,0,1,0,0,0,5,3,2,0,-1
342,0,1,0,1,0,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,4,1,0,1,0,0,0,5,3,2,0,-1
343,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,4,5,0,0,2,1,1,2,0,0,7,-1
344,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,0,4,0,1,0,0,0,5,3,2,0,-1
345,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,5,7,0,1,0,0,0,5,3,1,0,-1
346,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,3,1,0,-1
347,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,6,2,0,1,0,2,3,1,2,2,0,-1
348,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,0,5,3,1,0,-1
349,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,4,3,2,0,1,0,0,0,5,3,1,0,-1
350,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
351,0,0,2,0,3,4,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,0,1,3,2,0,4,3,7,-1
352,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,4,1,5,0,0,2,1,1,2,0,5,4,-1
353,0,0,2,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,4,6,6,0,0,1,3,2,1,2,0,0,-1
354,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,1,2,0,0,1,0,0,0,5,3,1,0,-1
355,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,0,4,6,0,1,0,0,0,5,6,6,0,-1
356,0,1,2,0,0,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,3,0,0,1,1,0,0,5,6,6,0,-1
357,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,1,0,2,3,3,5,7,0,-1
358,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,4,1,1,0,1,0,0,0,5,3,1,0,-1
359,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,4,2,1,1,0,1,0,0,0,5,3,1,0,-1
360,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,5,3,0,1,0,2,3,3,5,7,0,-1
361,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,2,4,0,1,0,2,4,4,1,4,0,-1
362,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,0,5,3,2,0,-1
363,0,1,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,3,2,3,0,1,0,2,4,1,2,4,0,-1
364,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,5,7,0,-1
365,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,5,2,4,0,0,2,1,1,1,2,0,0,-1
366,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,5,0,4,0,0,2,1,1,2,0,0,7,-1
367,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,0,5,3,2,0,-1
368,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,0,1,1,0,0,2,1,1,2,0,5,0,-1
369,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,0,4,3,0,0,2,1,1,2,0,5,4,-1
370,0,0,2,0,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,3,7,0,0,1,3,2,0,4,3,0,-1
371,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,2,0,-1
372,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,4,1,3,0,0,2,1,1,1,2,0,0,-1
373,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,4,2,2,0,0,2,1,1,1,2,0,0,-1
374,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,3,2,0,-1
375,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,6,5,0,1,0,0,0,1,2,2,0,-1
376,0,0,2,0,3,0,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,2,0,1,0,1,1,0,0,5,6,6,11,-1
377,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,4,2,1,0,1,0,2,4,4,1,4,0,-1
378,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,1,4,2,0,1,0,0,0,1,2,2,0,-1
379,0,0,2,0,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,3,6,1,0,0,1,3,2,0,4,3,10,-1
380,0,1,0,1,0,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,0,5,0,1,0,0,0,5,3,2,0,-1
381,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,3,3,3,2,0,-1
382,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,3,5,0,1,0,0,0,5,6,6,0,-1
383,0,1,2,0,0,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,2,3,2,0,1,1,0,0,5,6,2,0,-1
384,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,2,2,0,-1
385,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,1,0,5,0,1,0,2,4,4,1,4,0,-1
386,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,1,0,0,0,5,6,2,0,-1
387,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
388,0,1,2,0,0,0,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,2,3,5,0,1,1,0,0,5,6,6,0,-1
389,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,6,5,0,0,2,1,1,1,2,0,11,-1
390,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,1,0,0,0,5,3,1,0,-1
391,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,3,7,0,1,0,0,0,5,3,1,0,-1
392,0,0,2,3,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,2,0,3,0,0,1,3,2,0,4,3,0,-1
393,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,5,5,0,0,2,1,1,2,0,5,4,-1
394,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,1,0,0,0,5,3,1,0,-1
395,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,1,0,2,4,4,1,4,0,-1
396,0,1,0,1,0,1,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,1,0,0,0,1,2,2,0,-1
397,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,0,4,6,0,1,0,0,0,5,6,6,0,-1
398,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,5,7,0,-1
399,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,0,5,3,2,0,-1
400,0,0,2,0,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,4,6,0,0,1,3,2,0,4,3,4,-1
401,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,5,2,0,-1
402,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,1,2,0,1,0,0,0,5,3,2,0,-1
403,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,3,3,3,2,0,-1
404,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,3,0,1,0,2,3,3,5,7,0,-1
405,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,1,0,0,0,5,3,1,0,-1
406,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,6,2,0,1,0,2,3,1,2,2,0,-1
407,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,4,4,4,1,0,1,0,0,0,5,6,6,0,-1
408,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,4,5,0,0,2,1,1,1,2,0,0,0
409,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,2,6,0,1,0,0,0,5,3,1,0,-1
410,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,5,0,1,0,2,4,4,1,4,0,-1
411,0,1,0,1,0,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,1,0,0,0,5,3,1,0,-1
412,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,0,3,1,0,1,0,2,3,3,3,1,0,-1
413,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,0,0,2,2,0,1,0,0,0,1,2,2,0,-1
414,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,0,3,0,0,1,0,2,4,4,1,4,0,-1
415,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,1,0,0,0,5,3,1,0,-1
416,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,5,1,0,1,0,0,0,5,3,1,0,-1
417,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,5,4,0,0,2,1,1,2,0,5,7,-1
418,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,3,3,3,2,0,-1
419,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,0,5,3,1,0,-1
420,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,1,0,0,0,5,3,1,0,-1
421,0,0,2,0,3,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,0,1,3,2,0,6,6,0,-1
422,0,1,0,1,0,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,0,0,1,0,0,0,5,3,2,0,-1
423,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,1,0,0,0,1,2,2,0,-1
424,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,0,4,7,0,1,0,0,0,5,3,1,0,-1
425,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,0,0,1,0,2,4,4,1,4,0,-1
426,0,1,0,1,0,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,2,2,2,0,1,1,0,0,5,6,6,0,-1
427,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,2,4,0,1,0,0,0,5,3,1,0,-1
428,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
429,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
430,0,0,2,0,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,4,1,4,0,0,1,3,2,0,4,3,7,-1
431,0,1,0,1,0,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,4,3,7,0,1,1,0,0,5,6,6,0,-1
432,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,1,3,3,0,0,2,1,1,2,0,0,0,-1
433,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,3,3,0,0,2,1,1,1,2,0,0,-1
434,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,5,2,0,-1
435,0,1,2,0,0,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,4,1,2,0,0,0,1,3,2,0,4,3,0,-1
436,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,0,5,3,2,0,-1
437,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,2,4,0,1,0,2,3,3,5,2,0,-1
438,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,1,0,2,4,4,1,4,0,-1
439,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
440,0,1,2,0,0,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,1,5,7,0,1,1,0,0,5,6,6,0,-1
441,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,3,2,0,0,0,2,1,1,1,2,0,0,-1
442,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
443,0,1,0,1,1,5,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,3,4,0,0,1,0,0,0,5,3,1,0,-1
444,0,1,0,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,4,7,0,0,2,1,1,1,2,0,0,0
445,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,2,2,0,1,0,0,0,5,3,4,0,-1
446,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,1,5,5,0,0,2,1,1,1,2,0,0,-1
447,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,1,2,0,1,0,2,3,3,3,2,0,-1
448,0,1,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,2,0,1,0,2,4,1,2,4,0,-1
449,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,2,0,0,0,2,1,1,1,2,0,0,-1
450,0,1,0,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,4,5,4,0,1,1,0,0,5,6,6,0,-1
451,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,1,0,7,0,0,2,1,1,1,2,0,0,-1
452,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,4,6,0,0,1,0,2,4,4,1,4,0,-1
453,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,1,0,0,0,1,2,2,0,-1
454,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,3,2,0,-1
455,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,3,2,4,0,1,0,2,4,4,1,4,0,-1
456,0,1,0,1,0,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,2,4,1,0,1,0,0,4,4,1,4,0,-1
457,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,2,4,0,1,0,2,4,4,1,4,0,-1
458,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,2,4,0,1,0,2,4,4,1,4,0,-1
459,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,4,1,6,0,1,0,2,4,4,1,4,0,-1
460,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,4,2,6,0,0,2,1,1,1,2,0,0,-1
461,0,0,1,2,2,3,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,0,1,4,0,0,2,1,1,2,0,5,2,-1
462,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,0,4,4,0,1,0,2,4,4,1,4,0,-1
463,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,0,5,3,2,0,-1
464,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,5,7,0,-1
465,0,0,2,0,3,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,0,6,6,0,1,1,0,0,5,6,6,0,-1
466,0,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,2,0,1,0,0,0,1,2,2,0,-1
467,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,3,0,2,0,1,0,0,0,5,3,1,0,-1
468,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,4,5,3,0,0,2,1,1,2,0,5,6,-1
469,0,1,2,0,0,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,1,0,7,0,1,1,0,0,5,6,6,0,-1
