,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26
199,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,1,5,4,2,1,2,1,2,1,2,0,1,1,2,2,1,2,1,0,2,1,0,0,0,2,0,1,1,1,1,1,2
200,0,1,1,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,3,1,0,1,2,2,2,0,0,2,1,2,1,0,0,0,1,0,2,0,2,2,2,1,0,1,1,0,1,0
201,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,3,1,2,0,0,1,1,2,0,2,1,1,1,0,0,1,0,0,1,2,0,0,0,2,0,2,1,2,2
202,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,1,0,0,1,1,1,1,0,2,1,2,0,0,1,0,1,2,2,2,2,2,2,0,0,2,2
203,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,7,2,0,0,1,1,1,0,0,1,0,1,2,1,2,2,0,1,0,2,2,1,0,0,2,2,2,2,2
204,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,1,0,0,1,2,1,1,2,2,2,0,0,2,1,2,0,0,2,1,1,2,2,2,0,2,1,0,0,1,0
205,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,1,0,0,1,1,0,2,2,2,2,1,1,0,2,0,1,0,2,1,2,1,2,0,1,0,1,2,1,0,2
206,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,0,0,1,0,2,0,0,1,2,0,2,0,0,2,2,2,0,1,0,1,2,2,1,0,0,0
207,0,1,2,0,3,5,2,0,-1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,0,2,1,0,0,0,2,2,2,1,2,1,0,1,1,1,0,0,0,2,2,1,1,2,0,1
208,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,0,2,0,1,2,0,2,1,2,1,1,2,0,2,2,0,0,1,2,0,2,2,0,1,2,1
209,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,0,0,0,2,2,1,2,2,1,1,2,1,0,2,1,0,2,0,1,1,1,0,0,0,2,0
210,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,3,3,2,5,1,2,0,1,2,1,2,2,2,1,2,1,1,1,2,2,1,0,1,2,0,0,0,2,0,0,0,2
211,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,7,2,0,2,0,2,2,2,0,2,0,0,2,0,2,0,1,0,1,0,1,1,2,0,0,1,2,2,2
212,0,1,2,0,3,5,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,0,1,1,1,0,1,1,0,0,0,2,1,1,0,0,0,1,0,1,1,1,1,0,0,2,1
213,0,1,2,0,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,1,1,1,3,3,2,3,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,0,1,0,2,2,0,1,1,1,2,1,2,0
214,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,1,0,0,1,2,0,1,1,2,2,0,2,2,2,1,2,1,2,2,0,2,0,0,2,1,1,1,0,0,0
215,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,1,5,4,5,1,2,2,2,0,1,2,0,0,0,1,1,2,1,1,0,2,1,2,1,1,1,2,1,0,2,0,2
216,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,1,5,4,2,1,2,1,0,2,1,1,0,1,0,1,1,1,1,0,0,0,0,2,2,0,2,2,2,2,0,1,1
217,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,0,0,1,1,2,0,0,1,2,0,0,0,0,0,0,0,2,1,1,0,0,2,0,1,0,2
218,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,2,1,2,2,0,0,2,2,1,0,2,0,2,2,2,0,0,0,2,2,1,1,1,0,1,1
219,0,1,2,3,0,2,5,7,-1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,1,1,3,1,5,4,2,1,2,1,2,0,0,1,1,2,1,2,1,0,2,0,2,2,2,0,0,1,2,1,1,1,1,1,0
220,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,2,0,1,1,2,1,2,0,2,2,0,1,1,0,0,1,0,1,0,2,2,0,1,1,0,2
221,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,2,2,2,0,2,1,0,1,0,0,2,1,2,2,2,1,1,1,2,2,2,0,2,0,1,1
222,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,0,1,0,0,2,1,0,0,1,0,2,0,1,2,1,0,0,0,2,0,1,2,1,2,0,1
223,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,5,4,5,1,2,1,1,1,1,2,1,0,1,1,2,0,1,0,1,1,1,1,1,0,0,2,0,2,2,2,0
224,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,3,1,0,1,1,1,0,0,1,0,1,2,0,2,1,1,0,1,0,0,1,1,2,0,2,0,0,1,2,1
225,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,0,0,1,1,1,0,1,0,0,1,0,2,0,1,2,0,2,1,1,1,2,0,0,2,1,0
226,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,3,1,0,1,2,0,1,1,0,0,2,0,1,2,0,1,2,0,1,1,2,0,2,0,0,2,2,2,1,2
227,0,1,1,2,2,3,0,2,-1,-1,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,1,0,0,1,2,0,0,0,2,0,1,0,2,1,0,1,2,2,2,2,0,2,0,0,0,2,0,1,1,1
228,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,0,1,2,0,1,2,0,0,1,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,2,0
229,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,1,0,0,1,0,1,1,1,1,2,0,1,2,1,0,0,1,1,2,0,0,1,1,2,2,2,0,0,2,0
230,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,0,1,0,0,1,2,0,2,1,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,1,1
231,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,5,4,2,1,2,1,2,0,2,1,2,0,1,2,1,1,1,2,2,2,0,0,1,2,2,0,2,1,2,1,1
232,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,3,1,0,1,1,1,1,2,0,0,1,1,1,2,2,2,1,1,1,2,2,1,1,0,1,2,2,1,1,1
233,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,1,5,4,2,1,2,0,2,0,2,1,2,1,1,0,0,2,1,2,1,2,0,0,0,2,0,2,2,2,2,2,0
234,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,3,1,2,2,2,2,1,1,0,2,2,2,1,1,0,1,2,0,1,2,1,0,2,1,0,0,1,2,2
235,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,3,3,2,5,1,2,1,2,2,0,1,0,2,0,1,0,1,1,1,0,2,0,2,0,1,2,0,1,2,1,1,1
236,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,2,2,1,2,1,1,2,2,0,2,2,1,0,2,2,2,1,0,1,0,1,0,2,1,2,2
237,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,5,4,2,1,2,2,1,1,0,1,0,1,1,2,0,2,1,2,0,0,1,2,0,2,1,2,1,0,1,2,1
238,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,1,1,2,0,2,0,2,1,0,1,0,1,0,2,2,1,1,1,1,1,0,2,0,1,0,0
239,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,3,3,2,5,1,2,2,0,2,1,0,1,1,1,0,0,2,0,1,2,1,0,2,2,0,0,2,2,1,0,0,2
240,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,1,1,0,0,0,0,2,1,1,1,1,2,1,1,2,0,2,0,2,0,1,2,1,2,0,2
241,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,2,1,2,1,0,1,0,0,1,1,1,0,0,1,0,2,2,2,1,2,1,1,1,2,0,0
242,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,0,0,0,1,1,1,2,0,0,0,2,0,2,2,1,2,0,0,0,2,0,1,2,1,2,2
243,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,0,1,2,0,2,0,2,1,2,2,0,0,0,1,2,0,0,2,0,2,0,2,2,1,1,1
244,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,2,1,4,0,6,4,0,1,2,2,2,0,2,0,2,1,2,1,1,0,0,0,2,2,0,1,1,0,0,0,1,2,1,1
245,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,1,0,0,1,2,1,2,2,0,2,1,2,1,0,0,2,2,2,0,2,0,0,2,1,2,0,0,2,0,2
246,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,1,2,0,1,1,2,1,1,0,1,1,1,2,2,2,0,0,0,0,2,2,2,1,0,2,0
247,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,3,1,2,2,1,1,2,0,0,0,1,2,1,1,0,1,2,0,1,0,1,0,1,2,1,0,1,1,1
248,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,1,5,4,2,1,2,0,1,0,2,0,2,0,1,1,1,0,1,0,1,2,2,0,0,0,1,2,2,0,1,0,0
249,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,0,0,2,1,2,2,1,0,2,1,2,2,2,1,0,1,2,0,1,0,0,1,2,1,1,2
250,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,2,2,0,2,1,2,2,2,0,1,1,2,0,0,2,1,0,1,1,2,0,1,1,1,2,1
251,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,3,1,0,1,0,0,2,0,1,1,2,2,2,1,2,0,1,1,1,2,1,1,1,1,1,0,1,2,2,2
252,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,1,2,0,0,2,1,0,1,1,1,2,1,1,2,0,2,0,2,2,0,0,2,2,1,0,0,0,2,0
253,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,0,1,1,2,2,0,2,1,1,1,1,0,0,0,2,1,0,2,1,2,2,1,0,1,2,2
254,0,1,2,0,0,2,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,3,1,2,0,2,0,0,1,1,0,1,0,1,0,1,0,1,0,1,2,2,0,2,0,1,1,1,1,1
255,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,3,1,2,1,1,2,2,1,1,0,2,2,2,2,0,1,0,0,2,1,2,1,0,2,1,0,2,0,0
256,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,5,4,5,1,2,2,2,0,1,1,1,2,2,2,1,0,0,1,2,2,0,2,1,0,0,2,0,1,2,0,1
257,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,3,1,0,1,2,1,1,0,2,0,0,2,1,2,0,2,1,2,1,1,1,2,0,1,2,0,2,0,2,0
258,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,1,0,0,1,2,1,0,0,2,1,0,0,2,2,0,1,2,2,2,0,2,1,1,0,2,0,1,0,0,1
259,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,3,1,2,0,0,0,1,2,1,0,2,1,0,2,1,2,2,2,2,0,2,2,1,0,2,1,0,0,2
260,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,3,1,0,1,1,0,2,2,2,0,0,2,2,0,1,0,2,1,1,1,2,1,1,0,2,0,2,1,2,1
261,0,1,2,0,3,5,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,1,2,0,0,1,2,1,0,2,1,0,0,0,0,2,0,1,1,1,0,0,1,0,0,2,0
262,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,0,0,1,0,2,2,1,0,0,2,1,1,0,1,0,1,2,0,1,1,1,1,2,2,0,2
263,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,2,0,0,2,0,0,2,2,2,0,2,1,1,0,0,1,1,1,0,2,1,1,0,0,1,0
264,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,0,1,2,1,0,1,2,1,0,1,0,0,1,2,0,1,0,1,2,2,1,0,2,1,0,0
265,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,3,3,2,3,1,2,1,1,0,1,1,1,2,0,0,2,2,0,2,2,2,1,2,0,1,0,0,2,1,2,2,2
266,0,1,2,0,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,1,1,1,3,3,2,3,1,2,2,0,0,1,2,1,1,1,2,2,0,1,2,1,1,0,1,0,1,0,1,0,0,2,2,1
267,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,1,2,1,2,1,2,0,2,0,1,2,2,2,2,1,0,1,0,2,1,1,1,1,2,2,1
268,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,0,1,1,2,2,1,2,2,0,2,2,2,1,2,1,1,0,1,1,1,0,0,1,0,0,1
269,0,1,1,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,3,1,0,1,2,1,1,2,2,0,1,2,1,0,1,0,2,2,1,1,2,2,0,2,1,0,2,1,2,1
270,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,0,2,0,1,1,0,0,0,0,1,0,2,2,0,0,0,1,2,1,0,1,1,0,0,0,0
271,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,2,0,2,0,0,1,1,2,2,1,0,1,1,0,1,0,2,1,1,0,0,1,1,1,1,1
272,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,0,1,2,0,1,0,1,1,2,0,0,0,0,2,1,0,1,2,0,2,2,0,1,2,1,2
273,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,1,1,1,3,3,2,5,1,2,2,1,1,1,1,0,2,2,2,0,0,2,2,2,1,0,0,0,0,1,2,2,2,2,2,1
274,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,3,3,2,5,1,2,1,0,2,0,0,2,1,1,0,1,2,0,0,1,1,1,2,1,2,0,0,1,0,0,1,0
275,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,3,1,0,1,2,1,1,2,2,2,1,2,2,2,0,1,1,2,0,1,0,1,0,2,2,0,1,0,2,2
276,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,0,0,1,0,1,2,0,0,0,2,0,1,1,1,0,2,2,2,0,2,1,0,0,1,1,1
277,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,5,4,2,1,2,1,2,1,0,2,2,2,2,0,1,2,0,0,1,0,2,1,2,1,0,2,2,1,2,0,0
278,0,1,2,0,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,3,1,2,2,1,0,1,1,1,1,1,0,0,2,0,2,1,1,2,1,1,1,1,0,0,2,2,1,0
279,0,1,1,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,3,0,0,1,1,2,2,1,2,0,1,0,0,0,0,1,0,2,0,2,0,1,0,2,0,1,2,0,2,1
280,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,0,2,0,2,1,1,1,1,2,2,2,0,1,2,2,2,2,0,0,2,2,1,0,1,1,2
281,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,2,2,0,1,1,1,1,0,0,2,1,0,2,1,0,2,0,1,2,1,1,2,1,2,0,1
282,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,2,2,1,1,1,2,1,0,0,2,1,2,0,0,2,0,2,0,1,2,0,0,2,2,0,1
283,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,1,5,4,2,1,2,1,0,2,2,0,0,0,0,0,2,2,1,1,0,2,2,2,1,0,0,0,0,2,0,1,2
284,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,1,1,2,1,0,0,0,1,1,0,2,0,1,0,1,1,0,1,2,0,2,2,0,1,1,2
285,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,1,1,0,0,0,1,1,2,0,2,0,2,2,1,0,0,2,2,2,1,1,2,0,0,2,2
286,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,0,0,0,0,1,2,2,0,1,2,1,0,0,1,2,2,0,1,2,1,1,1,0,0,2,2
287,0,1,1,2,2,3,3,6,-1,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,1,0,0,1,0,1,2,1,1,0,0,1,2,1,2,0,0,1,1,0,2,1,0,2,1,0,2,0,1,2
288,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,3,3,2,5,1,2,0,1,1,1,1,0,1,2,1,2,2,0,2,2,1,2,2,2,2,2,1,1,2,1,0,1
289,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,3,3,2,5,1,2,2,1,2,0,1,0,2,1,1,1,0,0,2,0,2,2,0,1,2,0,2,2,2,2,0,0
290,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,0,2,0,2,1,1,1,2,2,2,0,1,2,2,2,0,2,1,2,1,1,2,1,2,0,1
291,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,3,1,0,1,1,0,1,2,0,1,2,0,2,1,0,2,2,2,1,0,2,2,0,1,2,0,2,2,2,0
292,0,1,2,0,3,5,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,0,1,1,1,0,1,0,0,2,2,2,1,1,1,1,1,1,2,2,2,0,1,2,0,1,2
293,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,2,1,2,1,0,2,2,2,0,0,1,1,0,2,1,1,2,2,0,1,2,1,2,1,2,1
294,0,1,2,0,3,5,2,0,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,5,1,2,2,1,0,1,1,0,1,2,1,0,2,1,1,2,2,0,2,1,2,0,1,0,0,2,1,0
295,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,2,2,1,0,2,2,2,1,0,0,2,1,1,2,2,1,2,1,0,1,0,1,1,2,0,0
296,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,0,1,0,1,0,1,1,1,1,1,2,2,2,0,0,1,1,1,1,0,0,2,1,0,0,2
297,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,2,1,2,1,1,0,0,1,2,2,2,1,0,1,1,2,0,0,0,1,0,0,0,2,1,2,1,2,2,1,1,0,0,2
298,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,2,1,2,1,1,0,0,1,1,0,0,0,1,2,2,2,0,2,1,0,2,0,1,2,1,0,2,2,1,1,2,1,0,0
299,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,1,2,1,0,2,0,2,1,0,0,1,1,1,1,0,2,0,1,0,0,2,0,1,2,0,2
300,0,1,2,0,3,5,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,2,1,2,2,2,1,2,1,0,0,0,0,0,1,1,0,2,0,0,1,2,1,2,2,0,0
301,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,1,3,3,2,3,1,2,0,2,0,1,2,1,1,0,1,0,0,1,1,0,1,1,2,2,1,0,1,0,2,2,0,2
302,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,0,1,1,2,1,2,0,1,1,0,0,2,1,1,2,1,1,0,0,2,0,1,0,2,0,2
