,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15
118,0,1,0,0,1,0,6,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1
119,0,1,0,0,0,5,5,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,1,0,4,3,5,4,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0
120,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
121,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1
122,0,0,0,1,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,5,4,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0
123,0,0,1,3,3,3,2,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,1,2,6,7,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0
124,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0
125,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1
126,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
127,0,1,0,0,0,5,5,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,1,0,4,3,5,4,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0
128,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,2,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0
129,0,1,2,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,1,2,6,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0
130,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0
131,0,0,1,3,3,3,3,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
132,0,1,0,0,1,0,6,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1
133,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,1,2,6,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
134,0,1,2,2,4,4,1,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,0,1,2,2,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1
135,0,1,2,2,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,3,2,5,0,3,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1
136,0,0,1,1,2,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0
137,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0
138,0,1,2,2,4,4,1,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,0,1,2,2,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
139,0,1,0,0,1,0,6,2,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
140,0,0,1,3,3,3,3,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
141,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,0,1,2,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0
142,0,0,1,1,2,5,0,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0
143,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0
144,0,0,1,3,3,3,3,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
145,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,1,2,6,7,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
146,0,0,0,1,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,3,5,4,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0
147,0,1,2,2,4,4,1,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,2,1,2,6,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1
148,0,0,1,3,3,3,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1
149,0,0,1,3,3,3,2,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,1,2,6,7,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
150,0,1,2,2,4,2,4,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,5,0,6,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
151,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0
152,0,0,1,3,3,3,3,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0
153,0,0,1,3,3,3,2,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,1,2,6,7,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1
154,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
155,0,1,2,2,4,4,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,0,1,2,2,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
156,0,0,1,3,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
157,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
158,0,0,1,3,3,3,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0
159,0,1,2,2,4,4,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,1,0,1,2,2,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0
160,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,2,1,2,6,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
161,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,3,2,1,2,6,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0
162,0,1,2,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,1,2,6,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
163,0,0,1,3,3,3,2,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,2,1,2,6,7,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
164,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,1,2,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
165,0,1,0,0,0,5,5,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,3,5,4,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0
166,0,1,0,0,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,3,5,4,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0
167,0,0,0,1,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,5,4,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
168,0,1,0,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,1,0,0,4,2,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
169,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,2,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
170,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
171,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,0,0,3,2,1,2,6,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1
172,0,1,0,0,1,0,6,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1
173,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1
174,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,3,2,1,2,6,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
175,0,1,0,0,0,5,5,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,3,5,4,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1
176,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,1,2,6,7,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0
177,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,0,1,2,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
178,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
179,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,1,0,1,2,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1
180,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
181,0,0,0,1,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,5,4,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0
182,0,1,0,0,0,5,5,4,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,3,5,4,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0
183,0,1,2,2,0,2,4,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,5,0,6,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0
184,0,1,0,0,0,5,5,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,3,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
185,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,1,2,6,7,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1
186,0,1,0,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,1,0,0,4,2,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0
187,0,0,1,1,2,1,2,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0
188,0,1,2,2,4,4,1,6,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,0,1,2,2,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1
189,0,1,2,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,1,2,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
190,0,1,2,2,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,5,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
191,0,1,0,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,0,0,1,0,0,4,2,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
192,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,3,2,1,2,6,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1
193,0,1,0,0,1,0,6,2,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1
194,0,1,0,0,1,0,6,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1
195,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
196,0,0,1,3,3,3,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
197,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,0,1,2,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
198,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0
199,0,1,0,0,1,0,6,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
200,0,0,1,3,3,3,3,7,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,1,2,6,7,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
201,0,1,0,0,1,0,6,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0
202,0,0,1,3,3,3,3,3,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1
203,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,1,0,1,2,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0
204,0,0,1,3,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0
205,0,1,2,2,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,3,2,5,0,3,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1
206,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,2,1,2,6,7,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0
207,0,1,2,2,4,4,1,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,2,1,2,6,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1
208,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
209,0,0,0,1,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,5,4,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0
210,0,1,0,0,1,0,6,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1
211,0,1,2,2,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,3,2,5,0,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
212,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,1,2,6,7,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0
213,0,1,2,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,1,2,6,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1
214,0,1,2,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,1,2,6,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1
215,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,2,1,2,6,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0
216,0,0,1,3,0,2,4,5,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
217,0,0,0,0,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,3,5,4,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0
218,0,0,0,0,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,3,5,4,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1
219,0,0,1,3,3,3,3,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,2,1,2,6,7,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1
220,0,1,2,2,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,3,2,5,0,3,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1
221,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
222,0,0,1,3,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
223,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
224,0,1,0,0,1,0,6,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,1,0,0,4,5,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0
225,0,1,2,2,4,4,1,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,2,1,2,6,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
226,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,2,1,2,6,7,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1
227,0,1,2,2,4,2,4,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,5,0,6,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1
228,0,0,1,1,2,5,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,4,3,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
229,0,1,2,2,4,2,4,0,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,3,2,5,0,6,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1
230,0,1,2,2,4,4,1,6,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,0,1,2,2,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0
231,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1
232,0,1,2,2,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,3,2,5,0,3,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0
233,0,0,1,3,3,3,3,3,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,2,3,4,3,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1
234,0,0,1,1,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,0,1,2,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0
235,0,1,2,2,0,2,4,5,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,0,0,3,2,5,0,3,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0
236,0,0,1,1,2,1,0,1,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,0,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
237,0,0,1,3,0,2,4,5,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,3,2,5,0,3,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0
238,0,0,1,1,2,1,2,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,0,1,2,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0
239,0,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,3,2,1,2,6,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1
240,0,1,0,0,0,5,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,1,1,0,4,3,5,4,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
241,0,1,2,2,4,4,1,0,-1,-1,1,1,1,0,0,0,0,0,1,2,2,1,3,4,4,0,1,1,0,4,3,5,4,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
242,0,1,2,2,4,4,1,6,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,3,2,1,2,6,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1
243,0,1,0,0,0,5,5,4,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,0,4,3,5,4,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0
244,0,1,0,0,0,5,5,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,1,1,0,4,3,5,4,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
