,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33
178,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,0,1,2,1,1,2,2,0,1,2,1,0,1,1,2,1,1,1,2,2,2,1,2,0,0,1,2,2,1,1,1,1,1,2
179,0,0,2,3,4,0,0,6,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,3,2,2,2,5,2,1,2,2,2,2,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,2,2,1,0,2,0,0,0,0,0,1
180,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,4,5,7,1,2,2,0,1,1,2,1,2,0,1,0,2,0,1,0,2,1,1,0,2,0,1,2,1,2,2,2,1,0,0,2,0,0,1
181,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,4,5,2,1,-1,1,2,2,0,0,0,0,0,1,1,1,1,1,2,2,1,1,0,2,1,2,0,0,2,2,0,1,1,0,0,2,1,0
182,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,0,2,2,2,0,1,1,2,2,0,0,2,0,1,1,0,1,2,1,2,0,1,1,1,2,1,2,0,1,0,2,0,2,0
183,0,0,2,3,4,2,4,3,26,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,2,2,2,5,2,1,1,0,2,0,0,1,1,0,2,2,1,2,2,1,0,0,0,1,2,2,1,2,0,0,0,0,0,2,0,1,1,0,1
184,0,0,2,2,2,5,6,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,0,3,4,1,2,1,1,0,0,2,0,0,2,1,2,0,2,2,1,2,0,1,2,1,0,2,2,2,0,2,0,1,2,2,2,2,0,1,1
185,0,0,2,3,4,0,0,6,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,3,2,2,2,5,2,1,1,2,0,2,0,2,0,0,2,0,1,1,1,1,0,0,1,0,2,1,1,2,0,2,2,1,1,0,2,0,0,0,0
186,0,0,0,0,0,3,3,2,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,0,0,1,0,6,0,-1,2,0,1,2,1,1,0,2,2,2,0,0,2,0,1,1,0,2,2,0,0,1,2,2,1,0,1,0,2,0,0,1,0
187,0,1,2,2,2,5,2,6,-1,5,0,0,0,0,0,0,0,0,0,2,1,4,5,3,6,0,1,0,1,3,3,4,1,2,-1,1,2,1,0,2,2,2,2,1,1,0,2,1,2,1,1,2,2,1,2,2,1,0,0,1,1,1,2,2,0,0,1,1
188,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,0,1,0,6,0,-1,0,1,1,1,0,2,2,1,0,0,2,1,2,1,1,2,2,2,2,0,1,1,1,0,2,2,2,2,0,2,0,2,0
189,0,1,1,1,3,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,4,5,2,1,-1,2,1,1,1,1,2,0,1,2,0,2,0,1,1,1,1,1,0,2,0,1,0,0,1,2,1,2,2,1,0,2,2,1
190,0,1,1,2,1,5,2,5,-1,8,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,1,0,1,3,3,4,1,1,-1,1,2,1,1,2,0,2,0,0,2,1,0,0,2,0,0,2,0,2,0,0,0,0,2,0,2,0,1,1,1,0,0,2
191,0,1,1,1,1,1,5,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,4,5,7,1,-1,2,0,1,0,0,1,2,0,2,0,1,0,2,0,1,0,1,1,2,0,2,0,2,1,1,1,1,1,0,0,2,1,2
192,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,4,5,2,1,2,1,0,1,1,0,1,2,2,0,0,0,1,2,1,0,1,2,2,0,0,0,2,0,0,0,0,0,2,1,0,2,1,0
193,0,0,2,3,4,2,4,3,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,2,2,2,5,2,1,0,1,0,0,1,1,2,1,0,0,1,1,0,1,0,2,1,1,1,0,0,1,2,1,1,1,2,2,1,2,2,1,0
194,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,1,3,4,5,2,1,-1,2,0,2,0,1,0,2,0,0,1,2,2,0,2,0,1,1,0,2,1,2,1,2,2,2,2,2,0,0,0,0,0,0
195,0,0,2,2,2,5,6,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,0,3,4,1,2,1,1,0,2,1,2,2,1,2,0,0,2,0,2,2,2,2,0,0,0,0,1,1,0,1,0,0,2,1,1,1,0,2,0
196,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,4,5,2,1,2,1,2,1,1,0,2,2,1,1,1,0,1,1,2,2,0,2,1,1,0,0,1,2,1,0,2,2,1,2,0,1,0,2
197,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,4,5,2,1,-1,1,1,2,0,0,0,1,2,2,2,2,2,2,0,0,1,2,1,0,2,1,2,1,2,2,1,2,1,1,1,2,2,2
198,0,0,2,2,2,0,6,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,0,3,4,1,2,1,0,1,1,1,1,2,0,0,2,0,2,2,1,2,0,0,0,1,0,0,1,2,1,0,2,1,0,1,0,0,1,2,1
199,0,0,0,0,0,3,6,0,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,0,2,1,0,3,4,1,0,1,2,0,1,2,2,2,2,2,2,0,2,1,0,0,0,1,1,0,1,2,2,0,0,1,2,1,0,0,0,2,2,2,1
200,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,0,1,2,2,1,0,0,0,2,1,2,2,1,0,1,1,2,1,1,1,1,2,2,1,1,2,0,2,1,0,0,1,2,1,1,0
201,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,4,5,2,1,-1,1,0,0,0,0,2,0,1,0,1,2,1,0,2,2,0,2,1,1,1,0,0,2,2,0,1,0,1,2,2,1,0,2
202,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,1,3,4,5,2,1,-1,1,1,0,2,2,0,1,2,0,2,2,0,0,1,0,0,0,2,0,1,1,1,2,2,1,0,2,2,2,0,2,2,1
203,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,7,1,2,0,1,1,0,1,2,1,0,1,1,0,1,0,0,2,2,1,0,0,0,2,2,1,0,2,1,0,2,1,1,2,1,2
204,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,-1,2,2,1,0,1,2,1,1,2,2,2,2,2,0,1,2,1,2,0,1,2,1,0,0,1,1,1,0,1,0,2,2,0
205,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,0,1,2,0,2,0,0,2,0,1,0,0,2,0,2,0,1,2,0,2,0,0,2,1,2,2,1,2,2,1,1,0,2,1,0,0
206,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,4,5,2,1,2,1,2,1,2,0,2,1,2,2,1,1,1,2,0,1,1,1,1,1,1,1,1,0,2,2,2,2,2,0,0,2,2,1
207,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,0,6,0,0,1,1,0,1,1,0,0,0,2,1,1,0,1,0,0,2,1,1,1,0,2,2,1,2,2,1,0,1,0,2,0,2,2
208,0,0,2,3,4,0,6,0,-1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,3,2,2,2,5,2,1,1,1,0,2,0,0,1,2,0,1,0,1,0,2,1,0,1,1,1,2,0,2,2,0,2,1,1,0,0,1,1,0,0
209,0,0,2,3,4,2,4,3,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,2,2,2,5,2,1,1,1,1,1,1,2,2,1,0,2,1,2,1,0,2,0,0,0,2,2,2,2,2,0,1,1,2,2,2,1,2,1,1
210,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,0,1,2,1,0,2,0,2,1,0,2,0,0,2,2,1,1,1,1,1,2,0,0,1,2,0,1,1,1,1,0,1,2,2,2,0
211,0,1,1,2,2,5,2,5,30,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,0,1,0,3,4,1,2,-1,1,1,0,1,0,2,0,0,1,2,1,0,2,2,2,0,1,2,2,2,1,2,2,0,2,1,0,2,2,1,2,2,1
212,0,0,2,2,2,0,0,6,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,1,0,3,4,1,2,1,1,0,0,0,1,2,1,2,0,2,0,2,0,1,1,2,2,1,2,2,2,1,0,0,0,2,1,0,1,1,0,1,1
213,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,0,1,6,4,0,0,1,2,0,0,0,0,0,1,0,0,0,2,2,0,1,0,0,1,2,0,2,0,1,2,2,2,1,1,0,0,0,1,0
214,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,0,1,0,6,0,0,0,1,0,2,0,2,1,0,1,0,0,0,2,1,1,1,0,2,1,0,2,0,0,0,1,1,2,2,1,1,0,2,2
215,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,4,5,2,1,2,0,1,2,1,1,2,2,2,0,1,2,0,0,0,2,2,0,2,2,2,2,1,2,0,0,1,2,2,1,1,1,1,1
216,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,0,1,2,1,0,1,0,2,0,2,1,0,1,0,1,1,2,0,1,0,1,1,1,1,2,1,1,1,2,0,1,2,0,1,2,0
217,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,0,1,-1,2,0,0,0,0,1,1,2,2,2,2,0,0,0,2,1,0,1,0,1,0,1,2,2,1,0,2,2,1,2,2,2,0
218,0,1,1,1,1,1,5,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,4,5,2,1,-1,1,2,1,2,0,2,2,0,2,1,1,1,2,0,2,0,2,1,2,2,1,1,2,1,1,2,0,2,0,2,2,0,1
219,0,0,0,0,0,2,4,3,-1,-1,2,0,0,0,0,0,0,0,1,1,0,1,1,2,5,0,0,2,3,2,2,2,5,0,-1,0,0,2,1,2,2,1,0,2,2,2,0,2,0,1,0,1,0,2,1,1,1,1,2,2,0,1,2,1,0,2,0,0
220,0,0,2,3,4,2,4,3,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,2,2,2,5,2,1,2,0,0,0,0,2,0,1,0,0,1,2,0,1,1,0,1,2,0,1,2,0,2,0,2,2,0,0,2,0,1,2,2
221,0,0,2,3,4,0,0,6,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,3,2,2,2,5,2,1,0,0,2,1,2,2,0,2,2,2,1,0,2,2,0,0,1,1,0,2,2,2,2,1,0,1,1,2,0,1,1,0,2
222,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,4,5,7,1,2,0,2,2,0,2,2,1,1,1,0,1,1,2,0,2,2,0,2,2,2,0,2,0,0,1,0,1,0,0,0,0,1,1
223,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,0,6,0,0,2,0,2,0,0,2,2,2,2,1,2,1,2,2,1,0,1,2,0,0,1,2,1,1,1,2,0,0,2,1,1,2,2
224,0,0,0,0,0,3,3,2,-1,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,2,3,2,2,2,5,0,-1,0,0,1,0,2,2,0,0,2,0,0,1,1,1,2,2,0,0,1,0,2,2,0,0,2,1,2,0,1,2,0,0,2
225,0,0,2,3,4,2,4,3,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,2,2,2,5,2,1,0,2,1,2,1,2,0,2,2,2,2,1,2,2,0,2,2,2,0,0,1,2,2,1,2,1,0,1,0,2,0,1,1
226,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,4,5,2,1,2,2,0,0,2,1,0,2,2,2,0,2,1,0,1,2,1,2,2,0,2,0,1,2,1,0,1,1,1,1,1,2,1,2
227,0,0,0,0,0,3,3,2,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,0,0,1,0,6,0,-1,2,0,1,2,2,1,1,0,1,1,1,2,2,1,0,1,0,0,0,1,0,1,0,1,1,2,2,1,2,2,0,2,2
228,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,0,1,0,6,0,0,1,0,2,1,1,1,2,1,0,2,0,0,0,2,0,0,2,2,1,2,1,1,2,2,0,2,0,1,1,0,2,0,0
229,0,0,2,2,2,0,0,6,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,3,0,3,4,1,2,1,0,1,1,2,2,0,1,2,1,0,1,2,2,1,0,0,2,1,0,0,1,0,1,1,0,1,2,0,1,1,1,1,1
230,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,0,0,0,2,1,1,2,2,1,2,0,0,0,0,0,1,1,2,0,0,1,2,2,1,0,2,2,0,2,0,2,1,0,0
231,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,1,3,4,5,2,1,2,0,2,2,2,1,0,2,0,2,2,0,0,0,2,1,2,2,0,0,2,2,1,0,1,0,0,2,0,0,1,1,2,1
232,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,1,3,4,5,2,1,2,2,2,1,2,2,2,1,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,0,1,2,1,1,2,1,1,0,1,0
233,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,0,1,2,2,0,1,2,0,0,2,0,0,2,2,0,2,2,0,1,1,1,0,0,1,2,1,2,1,2,0,2,1,1,0,0,0
234,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,0,1,2,1,2,1,2,1,0,0,1,1,2,1,1,1,0,0,1,1,0,2,1,0,2,2,2,0,2,1,1,2,1,0,0,2
235,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,0,1,6,4,0,0,2,0,0,0,2,1,0,0,0,1,2,1,2,1,1,2,1,2,0,0,1,1,1,1,1,2,0,0,2,1,2,1,2
236,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,0,1,0,6,0,0,2,0,2,1,0,1,1,1,0,2,2,2,0,2,2,0,2,1,1,2,2,0,2,0,0,1,1,2,0,0,1,0,2
237,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,7,1,2,1,1,2,0,1,1,1,0,2,2,0,2,0,0,2,2,2,2,0,2,2,1,1,0,2,0,0,1,2,0,0,2,2
238,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,0,1,2,2,1,0,2,0,1,0,1,2,1,2,1,2,0,2,2,2,0,1,0,1,0,2,2,0,0,2,0,2,0,1,0,2
239,0,0,0,0,0,3,3,2,-1,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,3,2,2,2,5,0,-1,0,2,0,0,1,0,1,0,1,1,2,0,0,2,1,0,1,0,0,0,1,2,2,1,2,1,2,1,2,0,1,2,0
240,0,1,1,2,2,5,2,5,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,3,7,0,1,0,1,0,3,4,1,1,-1,1,2,1,2,0,2,0,1,2,2,2,1,1,0,2,0,1,2,0,1,0,2,2,2,0,1,1,0,1,2,1,2,0
241,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,-1,0,2,2,2,1,2,1,0,1,2,0,2,0,2,1,1,0,1,2,1,2,1,0,0,0,0,2,2,2,0,1,0,1
242,0,0,2,2,2,5,6,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,1,0,3,4,1,2,1,2,2,0,1,2,1,1,1,0,0,1,1,2,0,1,0,2,2,1,1,1,2,0,1,2,0,2,1,0,1,0,1,2
243,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,7,1,2,2,2,1,0,1,1,0,0,2,2,2,2,1,2,0,1,0,2,1,2,0,0,1,2,1,1,0,0,2,0,1,1,0
244,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,0,0,0,0,2,1,1,0,2,1,2,1,1,0,2,1,0,2,1,2,1,0,2,1,2,2,2,0,1,2,0,0,0,2
245,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,7,1,2,2,1,0,2,0,1,2,2,2,2,0,1,0,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,0,1
246,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,0,0,2,2,0,1,0,2,2,0,1,1,1,1,1,2,2,2,2,1,1,2,0,0,1,0,1,2,1,0,0,1,1,1
247,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,0,2,0,2,0,1,1,2,1,2,1,0,2,0,2,0,0,1,1,1,0,2,1,2,0,1,1,0,1,2,1,1,0,0
248,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,0,0,0,1,1,2,1,0,1,1,2,0,2,1,1,2,1,2,0,2,1,0,1,1,2,0,1,2,2,1,1,2,2,0
249,0,0,2,3,4,2,4,3,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,2,2,2,5,2,1,1,0,0,1,1,0,2,2,2,2,1,2,0,1,1,0,2,0,2,0,2,0,0,2,2,1,1,0,0,0,0,2,1
250,0,0,2,3,4,0,0,6,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,3,2,2,2,5,2,1,0,0,0,1,1,2,1,0,1,0,0,2,1,0,2,1,1,2,2,2,1,1,1,1,0,0,2,0,2,0,0,1,0
251,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,0,1,2,0,2,0,2,2,0,1,2,1,0,2,2,0,0,2,2,2,0,0,2,1,1,0,0,2,1,2,0,2,0,0,1,0
252,0,0,2,3,4,2,4,7,31,13,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,3,2,2,2,5,2,-1,0,2,1,1,2,1,2,1,2,0,0,2,0,1,2,1,0,1,1,1,2,0,2,1,0,1,2,1,2,0,0,1,1
253,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,0,2,0,1,2,2,0,2,2,1,1,1,2,1,2,0,0,1,0,0,2,0,1,2,0,1,1,0,0,0,2,1,1,2
254,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,1,3,4,5,2,1,2,2,1,0,2,1,1,2,0,2,1,0,1,2,1,1,1,2,2,1,1,0,1,0,1,1,1,1,1,1,0,2,0,1
255,0,1,1,1,1,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,1,3,4,5,2,1,2,1,1,0,0,1,0,0,0,1,2,0,2,0,1,2,0,2,0,2,0,1,1,0,1,2,2,0,1,2,0,0,2,1
256,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,0,1,0,6,0,0,0,0,1,1,0,0,2,1,0,0,0,0,2,2,0,2,1,1,1,1,2,2,2,2,2,1,0,0,0,1,0,2,1
257,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,-1,0,2,0,0,2,2,0,2,1,0,2,2,1,2,0,1,2,1,0,1,1,1,0,1,2,2,1,0,2,2,1,0,1
258,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,0,1,-1,0,0,0,2,1,1,2,2,2,2,0,0,0,1,2,0,2,2,0,2,1,0,2,1,2,0,0,2,0,0,1,2,0
259,0,1,1,1,1,1,2,5,-1,14,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,0,1,3,3,4,7,1,-1,1,2,1,2,1,2,2,2,1,0,1,2,2,1,1,2,1,2,0,0,1,1,2,0,0,0,0,0,1,0,1,2,2
260,0,0,2,3,4,0,6,3,21,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,3,2,2,2,5,2,1,1,1,0,2,0,0,1,2,2,0,1,2,1,1,2,0,1,1,1,1,1,1,0,0,0,2,1,2,0,0,0,2,0
261,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,0,6,0,0,1,0,1,2,1,0,1,1,0,2,2,1,1,0,2,2,2,0,2,2,2,1,1,1,2,0,1,0,0,1,0,2,0
262,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,7,1,2,0,2,0,2,0,2,2,1,2,1,1,0,2,0,0,0,2,2,0,1,1,2,2,0,0,0,1,2,1,0,1,2,2
263,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,1,6,4,0,0,0,1,1,1,0,2,0,0,1,1,1,1,0,0,0,2,0,2,0,1,2,1,2,0,2,0,1,1,0,0,2,0,1
264,0,0,2,3,4,2,4,3,-1,-1,-1,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,3,2,2,2,5,2,-1,1,1,1,2,1,0,1,1,1,0,0,1,1,2,0,1,0,0,1,2,2,0,1,2,1,0,1,2,2,1,0,0,2
265,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,0,1,1,1,1,2,0,2,0,2,1,1,1,1,0,1,1,0,2,2,2,2,1,0,1,1,1,2,0,2,0,1,0,1
266,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,0,1,2,2,1,0,2,2,0,0,2,2,1,2,0,0,0,2,0,2,1,0,1,1,1,2,2,0,2,2,0,1,0,1
267,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,0,1,0,6,0,0,0,2,2,1,2,0,2,1,2,0,1,0,2,0,0,1,2,1,2,0,2,0,1,0,2,2,1,1,2,1,2,2,0
268,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,7,1,2,1,1,0,1,2,1,2,1,2,1,0,1,2,1,0,2,1,1,0,2,2,0,2,2,2,2,1,0,2,2,1,0,0
269,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,0,1,5,3,3,0,-1,1,2,2,2,1,2,0,2,1,0,1,2,2,1,0,1,0,2,1,0,1,1,1,1,0,0,2,0,0,2,2,1,2
270,0,1,1,1,3,4,1,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,4,0,1,0,1,2,1,2,2,0,0,2,1,2,0,1,2,2,0,2,1,1,2,2,0,1,2,2,1,1,1,2,2,1,0,2,2,2,0
