,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14
13,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,0,1,3,1,7,1,2,2,1,2,0,1,1,0,0,1,1,1,2,2,1
14,0,1,2,3,3,4,2,3,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,2,3,4,4,0,5,2,-1,0,2,0,0,1,0,0,1,0,0,0,2,2,2
15,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,0,0,2,0,2,0,1,1,2,1,0,2,0
16,0,0,2,3,3,3,3,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,3,3,4,3,2,2,1,1,2,0,0,0,0,0,1,1,0,0,1,1,0
17,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,2,2,1,2,1,1,2,1,1,2,2,0,1,1
18,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,2,2,2,1,0,2,2,0,0,0,0,2,2
19,0,0,2,2,0,0,2,7,5,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,4,5,6,6,2,1,0,1,0,2,2,2,0,2,0,0,1,1,1,2
20,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,2,2,0,0,0,0,2,0,0,2,2,0,0
21,0,0,0,0,1,2,6,4,6,3,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,1,0,1,0,0,5,0,0,-1,0,0,1,0,2,0,1,2,2,2,1,1,2,2
22,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,-1,1,1,2,1,1,2,0,1,0,0,1,2,0,0
23,0,0,2,2,0,0,4,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,4,5,6,6,2,1,2,0,2,1,2,1,0,0,2,2,0,0,1,1
24,0,0,2,2,0,0,6,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,4,5,6,6,2,1,2,0,2,1,2,1,1,1,0,2,1,1,2,1
25,0,0,2,3,3,4,3,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,3,3,4,3,2,2,1,0,2,2,2,1,2,0,0,1,1,0,2,1,0
26,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,2,0,1,1,1,1,1,2,0,0,0,1,1
27,0,1,1,2,0,0,4,6,8,4,0,0,0,0,0,0,0,0,0,2,1,3,5,3,6,0,1,1,3,4,5,6,6,2,-1,1,1,1,2,2,2,0,1,2,0,1,2,2,1
28,0,0,2,3,3,4,2,3,9,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,2,3,4,4,0,5,2,1,2,2,2,0,1,2,2,2,0,2,2,2,0,0
29,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,0,0,1,2,1,1,0,1,0,1,2,2,0,0
30,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,0,1,3,1,7,1,-1,2,0,0,2,2,1,1,2,0,2,2,0,0,1
31,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,2,2,1,1,1,2,2,2,1,0,0,0,1
32,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,0,1,2,2,0,2,2,2,1,1,2,2,0
33,0,0,2,3,3,3,3,4,-1,-1,2,0,0,0,0,0,0,0,1,1,3,2,1,1,6,0,1,2,1,3,0,3,2,0,-1,1,2,1,0,0,1,0,1,0,1,0,1,2,1
34,0,0,2,2,0,0,6,7,10,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,1,2,3,4,5,6,6,2,1,1,0,2,1,2,2,2,1,1,1,2,1,2,2
35,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,0,1,3,1,7,1,2,2,2,0,2,1,0,1,1,0,2,1,1,0,0
36,0,1,1,2,0,0,4,6,-1,1,0,0,0,0,0,0,0,0,0,2,1,3,5,3,6,0,0,1,3,4,5,6,6,2,1,1,1,2,2,2,2,0,2,1,1,2,2,1,1
37,0,1,1,2,4,0,4,6,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,0,1,3,4,5,6,6,1,1,1,2,0,0,0,2,0,1,2,0,1,0,1,1
38,0,1,2,2,0,0,4,3,-1,5,0,0,0,0,0,0,0,0,0,2,1,3,5,3,6,0,0,2,3,4,5,6,6,2,1,0,0,1,0,0,1,1,0,1,2,0,0,0,2
39,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,0,1,3,1,3,1,2,0,2,0,2,0,0,0,2,0,2,1,2,2,2
40,0,0,2,3,3,4,2,3,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,2,3,4,4,0,5,2,1,1,1,1,1,2,0,0,0,0,2,2,1,0,2
41,0,0,2,3,3,3,3,2,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,2,3,2,3,2,2,1,0,2,0,1,0,1,2,1,1,1,0,0,1,1
42,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,0,1,2,0,1,1,1,1,0,0,0,1,1,0
43,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,2,1,1,1,2,2,2,0,0,1,1,0,2,0,0
44,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,2,0,1,1,0,2,0,0,2,1,0,1,1,2
45,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,1,1,2,0,2,2,0,0,1,0,1,0,1,1
46,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,2,0,2,1,0,2,2,1,2,1,0,1,2
47,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,0,0,2,2,1,1,0,1,1,2,0,2,1
48,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,2,2,2,1,1,2,0,1,0,1,1,0,2,1
49,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,1,0,2,1,2,1,2,2,2,0,1,2,1
50,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,1,0,1,0,2,0,2,2,2,0,0,2,1
51,0,0,2,3,3,3,3,4,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,2,2,3,4,3,2,2,1,1,1,1,0,0,2,0,0,2,0,1,1,2,1
52,0,1,1,1,2,1,5,5,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,-1,0,1,2,1,1,1,1,0,2,0,0,1,0,1
53,0,0,2,3,3,4,6,4,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,1,2,3,4,4,0,2,2,1,0,2,0,1,2,1,0,1,0,2,0,0,2,0
54,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,1,0,1,1,2,2,1,0,0,0,2,1,0,1
55,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,0,1,3,1,7,1,2,0,2,0,0,0,2,1,2,1,1,0,1,2,1
56,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,2,0,0,1,1,0,0,0,2,2,0,1,1
57,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,0,1,2,2,1,1,1,2,0,1,0,2,1
58,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,0,1,2,1,0,2,2,0,2,1,2,1,2
59,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,2,2,2,1,0,1,2,2,0,2,2,2,2
60,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,0,1,0,1,3,1,7,1,-1,1,2,1,2,1,2,1,2,0,1,2,2,0,1
61,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,0,1,2,1,0,1,2,0,2,1,1,2,2
62,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,0,1,0,0,0,1,2,0,0,2,2,1,0
63,0,0,2,3,3,3,3,4,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,1,2,2,3,2,3,2,2,-1,0,2,1,2,2,1,1,2,1,1,1,0,0,2
64,0,1,1,1,4,5,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,0,1,3,4,3,1,7,1,-1,1,2,1,2,2,0,2,2,0,0,0,2,1,0
65,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,2,0,2,1,2,2,2,1,0,2,2,2,1,1
66,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,2,0,2,1,0,2,2,2,0,2,0,1,2
67,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,0,0,1,2,1,1,0,0,0,0,1,1,0
68,0,0,2,2,0,0,4,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,4,5,6,6,2,1,0,1,0,2,0,1,2,1,0,0,0,2,0,2
69,0,0,2,2,0,0,6,7,14,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,4,5,6,6,2,1,2,2,0,1,1,1,0,2,0,1,0,0,2,0
70,0,0,0,2,0,0,4,6,8,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,0,3,4,5,6,6,2,-1,1,1,0,0,2,1,0,2,0,0,0,1,1,1
71,0,1,1,1,4,5,1,0,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,0,1,3,1,7,1,-1,2,2,0,1,1,2,1,1,1,0,0,1,0,0
72,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,2,2,2,0,1,1,2,2,0,1,0,0,1
73,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,0,1,3,1,7,1,2,0,2,2,0,1,1,1,2,1,2,1,1,1,0
74,0,0,0,0,1,2,0,1,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,1,0,0,0,2,0,0,2,0,0,1,1,1,1
75,0,0,2,3,3,3,3,4,-1,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,0,1,2,1,3,0,3,2,2,-1,1,2,1,1,0,0,2,0,1,2,0,1,1,1
76,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,1,1,1,0,1,2,1,2,2,2,1,1,0
77,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,0,0,2,0,0,2,0,0,0,0,0,0,1,0
78,0,0,2,2,0,0,6,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,3,4,5,6,6,2,1,0,0,0,2,0,0,0,0,0,1,0,2,1,1
79,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,1,1,1,1,1,1,2,2,0,0,1,0,0
80,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,2,1,1,2,2,1,0,2,2,1,2,1,2,1
81,0,1,2,2,0,4,2,3,17,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,2,3,4,4,0,5,2,1,1,2,0,0,2,1,0,1,2,2,2,2,0,0
82,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,1,1,2,2,2,0,0,1,2,1,0,2,0
83,0,0,0,0,1,2,6,7,-1,7,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,1,0,1,0,0,5,6,0,-1,2,1,0,0,0,2,0,1,2,1,0,2,1,1
84,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,1,2,2,2,1,2,0,2,2,2,2,1,2
85,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,1,2,0,0,1,2,0,1,2,2,2,0,0
86,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,2,0,0,0,0,2,2,2,0,2,2,2,2
87,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,1,1
88,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,2,2,1,2,0,2,0,2,0,2,1,1,0
89,0,1,1,2,0,0,4,6,-1,1,0,0,0,0,0,0,0,0,0,2,1,3,5,3,6,0,1,1,3,4,5,6,6,2,1,1,2,0,2,0,1,1,2,2,0,0,2,2,0
90,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,0,1,3,1,7,1,2,1,0,0,1,2,1,0,0,1,2,0,0,1,2
91,0,0,2,2,0,0,4,7,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,3,4,5,6,6,2,1,0,1,0,1,1,2,0,1,0,2,0,0,0,1
92,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,2,2,1,2,2,1,2,1,1,1,1,0,0
93,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,1,0,2,0,1,1,0,2,0,1,1,0,0,0
94,0,1,1,1,2,1,5,5,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,-1,1,2,0,2,1,0,2,0,2,0,1,0,0,1
95,0,0,0,2,0,0,6,7,18,1,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,1,0,3,4,0,5,6,2,1,2,0,0,2,2,1,2,0,0,0,0,1,2,0
96,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,0,1,0,0,0,1,1,0,2,2,1,0,2
97,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,-1,1,1,1,2,1,0,2,2,2,1,1,2,2,2
98,0,1,1,1,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,0,1,3,1,7,1,2,2,1,1,2,2,2,1,2,0,1,2,0,1,0
99,0,0,0,0,1,2,0,1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,2,1,0,0,0,2,0,0,0,1,0,2,1,0
100,0,1,1,1,2,1,5,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,7,1,-1,0,0,0,0,1,2,1,0,2,2,2,1,0,2
101,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,0,1,0,0,2,2,1,1,1,1,0,1,1
102,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,1,2,0,1,0,0,1,0,0,0,1,1,0,0
103,0,0,0,0,1,2,0,1,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,0,2,0,2,1,2,0,0,2,1,2,0,0,1
104,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,2,1,1
105,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,1,1,2,2,1,1,1,0,1,2,1,1,0
106,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,2,0,2,0,2,1,0,1,0,2,2,1,0
107,0,0,2,2,0,0,4,6,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,3,4,5,6,6,2,1,0,1,0,1,1,0,1,2,2,2,1,1,2,0
108,0,0,2,3,3,4,2,3,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,2,3,4,4,0,2,2,1,1,2,0,1,0,2,2,1,0,1,1,0,0,2
109,0,1,1,2,0,0,4,6,-1,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,0,1,3,4,5,6,6,1,1,0,0,2,0,0,1,0,1,2,0,2,2,2,1
110,0,0,2,3,3,4,2,3,9,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,2,3,4,4,0,5,2,1,1,2,0,2,2,2,0,2,1,0,0,0,2,0
111,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,0,1,0,1,1,0,2,2,0,2,0,0,2,2
112,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,1,0
113,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,0,2,2,0,2,2,2,2,0,2,2,2,0,2,2
114,0,0,2,2,0,4,2,3,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,2,3,4,4,0,2,2,1,0,0,0,0,0,2,0,2,1,1,1,0,0,1
115,0,1,1,1,4,5,1,0,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,1,0,1,3,1,7,1,-1,1,2,0,1,1,0,2,1,0,2,0,0,0,0
116,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,0,0,5,0,0,-1,2,0,0,2,2,2,0,1,0,1,0,2,2,1
117,0,1,1,1,2,1,5,5,-1,-1,-1,1,0,0,0,0,0,0,0,0,2,0,3,3,1,0,0,1,0,1,3,6,3,1,-1,0,2,0,2,2,1,2,2,1,1,1,2,2,2
118,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,1,1,2,0,0,0,2,0,1,2,1,1,1,0
119,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,1,0,2,0,0,0,2,0,1,0,1,0,0,2
120,0,1,1,1,2,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,1,0,1,3,1,3,1,2,0,0,1,0,1,1,0,1,0,2,0,2,1,0
121,0,0,2,3,3,3,3,2,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,1,2,2,2,2,2,1,2,-1,2,2,1,0,0,0,1,1,2,1,2,2,0,2
