,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22
102,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,3,1,0,0,1,2,1,1,0,0,0,1,0,1,2,2,1,2,0,0,1,2,0,1,1,2
103,0,1,2,0,2,2,6,0,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,3,1,0,-1,0,2,2,0,0,2,2,2,0,2,2,1,2,0,2,1,0,1,0,2,1,2
104,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,3,1,0,0,0,0,1,1,0,0,1,2,0,0,0,2,0,1,0,2,2,0,0,1,2,0
105,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1,2,1,2,2,2,0,0,2,1,1
106,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,6,4,0,0,0,0,1,0,2,2,2,1,2,2,1,2,2,1,0,0,2,2,2,0,0,1
107,0,1,0,3,0,1,5,4,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,1,2,4,5,5,6,2,1,0,2,0,0,0,2,0,0,0,2,0,1,2,0,0,1,1,2,1,2,1,1
108,0,1,0,2,3,0,0,2,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,1,3,1,0,1,3,2,1,1,0,1,0,1,2,1,2,1,1,2,2,0,2,0,1,0,0,0,0,2,0
109,0,0,1,3,0,1,5,4,-1,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,0,2,4,5,5,6,1,1,0,2,2,1,2,1,0,1,0,1,0,0,0,2,1,2,0,2,1,0,0,1
110,0,1,0,2,3,0,0,2,9,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,1,3,1,0,1,3,2,1,0,0,0,0,0,1,1,1,1,2,0,1,0,0,1,2,1,2,2,1,0,0
111,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,2,5,0,-1,0,0,0,0,2,2,1,1,2,2,2,1,2,1,0,0,1,0,2,1,1,0
112,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,3,1,0,0,2,2,1,2,2,0,1,2,1,0,2,2,1,2,2,0,0,2,0,0,1,0
113,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,2,5,0,0,2,2,1,2,0,2,1,2,1,1,2,2,0,0,0,1,2,1,1,1,1,2
114,0,1,0,3,0,0,0,2,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,1,3,1,5,5,6,2,1,1,2,2,1,2,0,1,0,0,0,2,0,0,0,0,2,2,2,2,2,2,0
115,0,0,1,1,4,3,2,1,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,2,3,3,0,2,1,-1,0,1,2,0,1,1,2,2,1,1,2,0,0,2,2,2,2,0,2,0,2,0
116,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,6,4,0,-1,0,1,1,0,1,1,1,1,1,2,1,1,0,0,2,0,2,1,2,0,2,2
117,0,0,1,1,1,5,3,5,-1,-1,-1,1,0,0,0,0,0,0,0,0,2,0,3,3,1,0,1,0,0,0,1,4,7,1,-1,0,1,0,0,2,1,2,0,0,1,1,0,2,2,0,1,2,1,2,0,1,1
118,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,7,1,2,0,1,1,0,1,0,2,1,2,2,2,1,1,1,2,1,2,1,0,0,2,1
119,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,7,1,2,1,2,0,2,0,0,0,1,1,1,0,0,0,1,1,2,0,1,1,0,2,0
120,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,1,0,1,2,2,2,0,0,0,2,0,0,1,0,2,1,2,2,2,1,0,0
121,0,1,0,2,3,4,4,6,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,0,1,3,1,0,1,3,2,-1,0,1,0,0,2,0,0,2,2,0,2,2,1,1,2,0,0,0,2,1,0,0
122,0,1,0,2,3,0,0,2,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,1,3,1,0,1,3,2,1,0,0,2,1,1,2,1,0,2,1,0,0,2,1,2,1,0,2,2,0,0,0
123,0,1,0,2,3,0,1,3,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,0,1,3,1,0,1,3,2,1,0,2,2,2,1,2,1,2,0,2,2,2,1,2,0,0,2,0,1,1,1,1
124,0,0,1,1,4,3,2,1,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,2,3,3,0,2,1,-1,0,2,1,1,1,2,2,1,0,0,2,1,0,2,2,2,0,2,0,1,2,1
125,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,0,1,2,0,1,1,1,0,0,0,0,1,0,2,1,0,2,0,2,2,2,1
126,0,1,0,3,0,0,0,2,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,1,3,1,0,1,3,2,1,0,0,2,2,1,2,0,0,1,0,0,0,0,1,2,0,1,1,0,0,2,1
127,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,6,4,0,0,1,1,0,2,0,1,0,2,2,2,1,2,0,1,0,2,0,2,1,0,0,1
128,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,2,5,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,2,2,2,1,2
129,0,1,0,2,3,4,4,6,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,1,3,1,0,1,3,2,-1,2,0,0,2,1,1,0,0,0,0,1,1,1,0,1,1,2,1,0,1,1,2
130,0,0,1,1,1,5,3,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,7,1,-1,0,1,1,1,2,2,1,1,0,0,0,0,0,0,2,2,1,2,0,2,0,2
131,0,1,0,3,0,0,1,7,23,1,0,0,0,0,0,0,0,0,1,1,0,3,4,4,2,0,0,1,3,4,5,5,6,2,1,1,2,0,1,1,1,0,1,2,0,2,2,0,2,2,2,0,1,1,1,1,0
132,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,6,4,0,0,0,2,2,1,0,0,1,0,1,1,2,2,1,1,2,2,2,0,1,1,2,0
133,0,0,1,1,1,3,2,1,-1,-1,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,2,3,3,0,7,1,-1,1,2,2,0,1,2,0,2,2,2,2,1,1,2,1,0,1,1,2,2,1,2
134,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,3,1,0,0,1,1,0,1,0,1,1,2,0,2,2,0,2,2,1,1,1,1,0,2,1,1
135,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,0,1,2,1,0,0,2,0,1,2,0,0,1,0,2,1,2,0,2,2,0,2
136,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,0,2,1,2,0,0,0,0,0,0,0,2,2,0,1,0,0,2,2,0,0,1
137,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,3,1,0,0,1,0,2,0,2,2,2,2,0,2,2,0,2,1,2,0,1,1,2,0,2,2
138,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,2,3,3,0,2,1,-1,2,0,1,1,1,2,1,1,1,1,2,1,0,1,1,1,2,1,0,1,2,2
139,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,3,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,2,0,0,1,1,2,2,1
140,0,1,0,2,3,4,4,6,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,1,3,1,0,1,3,2,1,0,1,1,1,0,0,2,1,2,1,0,2,2,1,1,1,2,0,1,1,0,0
141,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,3,1,0,0,1,1,0,2,2,2,0,2,2,1,2,1,0,0,0,2,1,1,2,0,1,1
142,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,2,3,3,0,2,1,2,0,0,2,2,0,1,0,0,0,0,2,0,1,2,2,2,0,2,1,0,1,0
143,0,1,0,2,3,0,1,3,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,0,1,3,1,0,1,3,2,1,1,0,0,1,1,0,1,2,0,2,1,2,2,2,1,1,2,0,1,0,1,1
144,0,1,0,3,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,1,2,4,5,5,6,2,1,0,2,1,2,1,2,0,2,0,2,0,0,0,0,0,0,2,1,1,0,0,2
145,0,1,2,3,0,1,5,7,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,1,2,4,5,5,6,2,1,2,1,0,2,0,0,1,1,1,0,0,1,2,2,0,2,2,1,1,1,1,0
146,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,3,1,0,0,0,1,0,0,0,2,2,2,2,2,0,2,0,2,0,1,0,1,2,1,0,2
147,0,0,1,1,1,5,3,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,-1,0,1,1,2,2,2,1,2,1,2,1,1,2,1,0,2,2,1,1,1,1,1
148,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,3,3,0,2,1,-1,0,2,0,2,2,0,1,2,1,1,2,1,0,1,1,2,0,2,0,0,0,0
149,0,1,0,2,3,4,4,6,-1,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,1,3,1,0,1,3,2,-1,1,0,0,2,1,2,2,2,2,2,0,0,0,2,1,0,1,2,2,0,0,0
150,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,3,1,0,0,0,2,0,0,1,0,2,0,2,1,0,0,1,0,2,2,1,2,1,2,1,0
151,0,1,0,3,0,0,0,7,5,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,1,2,4,5,5,6,2,1,0,1,0,0,1,2,0,0,2,2,0,1,1,2,0,0,0,0,0,0,1,1
152,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,2,3,3,0,2,1,2,1,1,2,1,1,1,1,1,2,0,0,2,2,1,1,2,1,2,1,0,0,0
153,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,1,1,2,0,1,2,0,0,1,1,1,0,1,2,2,1,1,0,0,0,0,1
154,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,3,1,0,0,2,2,0,0,2,1,2,1,0,0,0,1,0,2,0,0,1,1,1,0,1,2
155,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,2,3,3,0,2,1,-1,0,1,2,0,0,1,0,0,1,1,2,2,1,1,0,0,0,0,1,1,0,0
156,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,2,0,1,2,1,0,2,1,0,2,1,2,0,2,1,1,2,2,1,2,1,2
157,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,0,0,2,2,0,2,1,0,2,0,1,2,0,0,1,1,0,1,0,1,1,2
158,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,3,1,0,-1,0,2,2,1,2,1,1,2,2,0,1,0,2,2,2,2,1,0,1,0,2,0
159,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,3,1,0,0,1,0,2,0,1,1,1,1,2,1,2,2,0,2,0,0,1,1,1,2,0,2
160,0,1,0,2,3,4,4,3,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,0,0,1,3,1,0,1,3,2,1,2,1,0,1,0,1,2,2,0,0,1,0,0,2,2,2,1,2,1,2,2,0
161,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,7,1,2,2,0,2,0,1,0,0,1,2,2,0,1,0,1,0,2,0,1,1,0,2,0
162,0,1,0,3,0,0,0,2,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,1,3,1,5,5,6,2,1,0,2,1,2,1,2,0,1,1,0,2,1,2,2,0,1,1,0,2,2,1,1
163,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,2,3,3,0,2,1,2,2,0,0,1,0,0,1,0,0,2,0,1,2,2,2,2,1,1,0,0,1,1
164,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,2,5,0,0,2,2,0,1,2,1,1,0,2,0,1,0,1,0,2,1,0,2,1,1,2,0
165,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,3,1,0,0,2,2,2,0,0,2,1,1,2,1,0,0,2,1,2,0,1,2,1,2,1,0
166,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,0,1,2,0,0,2,1,2,0,1,1,0,1,0,1,2,0,1,2,0,2,1
167,0,1,2,3,0,1,5,4,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,1,2,4,5,5,6,2,1,0,0,0,0,1,1,1,1,2,2,1,1,2,1,0,0,2,2,1,1,0,1
168,0,1,2,0,2,2,6,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,2,1,4,4,3,1,0,-1,1,2,2,2,2,2,1,1,2,1,1,0,0,2,1,1,2,1,0,1,2,1
169,0,0,1,1,4,3,2,1,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,2,3,3,0,2,1,-1,1,2,1,2,0,0,1,1,0,1,1,1,2,0,0,2,1,0,2,0,2,0
170,0,0,1,3,4,3,2,1,25,10,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,0,1,0,2,3,3,0,2,1,-1,0,0,0,1,2,0,0,0,1,2,1,2,2,1,1,2,1,0,1,0,0,1
171,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,6,4,0,0,1,1,1,2,2,0,1,2,1,1,0,2,1,2,1,0,2,2,2,2,1,2
172,0,1,0,2,3,4,4,3,-1,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,1,3,1,0,1,3,2,1,0,0,0,1,2,1,1,2,0,2,0,2,1,1,0,0,0,1,2,0,0,0
173,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,3,1,0,0,1,1,2,0,2,2,2,0,2,1,0,0,2,1,1,1,0,1,1,2,0,1
174,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,3,1,0,0,2,2,0,0,0,0,1,1,2,0,2,0,1,2,2,2,2,1,2,0,1,0
175,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,1,2,2,1,1,0,0,1,0,1,0,0,0,1,1,0,2,2,0,1,1,2
176,0,0,1,1,1,5,3,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,7,1,-1,2,0,1,2,0,2,2,2,1,1,0,1,1,1,0,0,1,1,0,2,2,0
177,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,2,3,3,0,2,1,2,2,2,2,0,0,1,1,2,2,0,0,2,2,0,2,2,0,0,0,2,1,2
178,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,6,4,0,0,1,1,0,1,2,2,2,0,0,2,0,0,0,2,2,1,0,0,1,0,0,2
179,0,1,0,2,3,0,0,3,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,1,3,1,0,1,3,2,1,1,0,2,2,0,2,1,0,1,0,2,1,0,2,2,2,0,0,2,1,1,1
180,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,2,3,3,0,7,1,2,1,1,0,1,1,0,1,0,1,0,1,2,2,2,2,1,1,2,1,2,1,0
181,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,3,3,0,2,1,-1,0,0,2,1,1,2,1,0,0,0,2,2,0,1,2,2,1,0,2,2,1,1
182,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,6,4,0,0,2,2,1,0,2,0,2,0,2,1,1,0,1,2,1,1,2,1,0,2,0,0
183,0,1,0,2,3,4,4,6,26,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,1,3,1,0,1,3,2,1,2,2,1,1,0,1,0,0,0,0,0,2,0,0,2,2,2,1,0,0,0,1
184,0,1,0,3,0,1,5,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,1,2,4,5,5,6,2,1,0,1,1,1,2,1,2,2,2,0,2,1,1,0,0,2,1,0,2,0,1,0
185,0,1,0,2,3,0,0,2,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,1,3,1,0,1,3,2,1,1,1,2,2,2,0,1,0,2,2,1,1,2,1,1,0,0,2,0,1,1,2
186,0,1,2,0,2,2,6,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,2,1,4,4,3,1,0,-1,2,1,2,0,0,1,2,0,0,1,0,1,1,0,0,2,2,1,2,2,0,2
187,0,0,0,3,0,1,5,2,-1,5,0,0,0,0,0,0,0,0,0,2,1,4,5,3,6,0,1,0,2,3,5,5,6,2,-1,0,0,1,1,2,2,0,2,1,1,1,0,2,1,0,0,0,0,0,0,0,0
188,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,4,4,3,1,0,-1,0,2,0,1,0,2,2,1,2,1,1,0,0,2,0,2,1,1,1,1,2,1
189,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,3,3,0,2,1,-1,2,0,0,2,0,1,2,2,1,1,1,2,2,2,1,2,0,1,0,0,0,0
190,0,0,1,3,4,1,5,4,-1,8,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,1,0,2,3,5,5,6,1,-1,2,1,0,0,1,1,1,1,0,2,1,0,0,2,0,1,0,1,0,1,2,0
191,0,0,1,1,4,3,2,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,2,3,3,0,7,1,-1,1,0,2,1,1,1,0,1,2,0,1,0,1,0,1,1,0,2,0,2,2,1
192,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,3,3,0,2,1,2,2,0,2,2,0,0,1,2,0,1,1,1,0,0,2,2,2,0,2,0,0,0
193,0,1,0,2,3,4,4,6,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,1,3,1,0,1,3,2,1,0,0,2,2,1,0,2,0,1,1,2,0,0,0,1,0,2,2,2,2,2,2
194,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,2,3,3,0,2,1,-1,0,1,2,1,2,1,2,0,1,2,1,1,2,2,2,2,0,1,2,2,2,0
195,0,1,0,3,0,1,5,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,1,2,4,5,5,6,2,1,2,0,0,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2
196,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,3,3,0,2,1,2,2,2,1,1,1,1,1,0,0,2,2,1,2,0,2,2,1,1,2,1,1,0
197,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,3,3,0,2,1,-1,0,1,2,0,0,0,1,2,1,1,1,1,1,2,2,2,1,2,2,0,2,0
198,0,1,0,3,0,0,5,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,1,2,4,5,5,6,2,1,2,0,1,2,2,1,1,1,2,0,1,0,1,2,2,0,1,1,2,2,0,0
199,0,1,2,0,2,2,1,7,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,0,1,2,4,5,5,6,0,1,1,0,1,0,1,0,2,0,1,2,2,2,2,0,1,2,0,0,1,2,0,1
200,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,2,2,0,1,1,1,1,0,0,1,1,1,2,1,0,1,0,0,2,1,2,1
201,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,3,3,0,2,1,-1,0,1,2,0,0,0,1,2,2,0,2,1,1,0,1,2,2,0,2,2,1,1
202,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,2,3,3,0,2,1,-1,0,0,1,0,2,0,0,2,2,1,0,0,0,2,0,0,0,2,2,2,1,2
203,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,7,1,2,1,1,2,0,0,0,2,0,2,1,1,0,2,0,1,0,0,0,1,1,2,0
204,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,6,4,0,-1,1,1,1,1,2,0,0,2,0,1,2,2,0,1,0,1,1,0,0,1,1,0
205,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,1,0,1,2,1,2,1,2,2,2,1,1,1,0,0,1,0,2,2,1,2,1
206,0,0,1,1,4,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,2,3,3,0,2,1,2,1,0,2,1,1,0,2,1,2,1,2,2,2,0,0,0,1,1,0,0,2,0
207,0,1,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,1,2,2,3,1,0,0,1,0,2,2,1,1,1,0,2,1,0,1,0,1,1,0,0,1,2,2,2,0
208,0,1,0,2,3,0,1,3,-1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,1,3,1,0,1,3,2,1,2,0,0,0,2,2,0,2,2,2,0,0,1,1,2,0,1,2,1,0,1,1
209,0,1,0,2,3,4,4,3,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,1,3,1,0,1,3,2,1,0,1,0,1,1,0,2,2,0,2,2,1,2,2,2,2,2,0,0,0,0,1
210,0,0,1,1,1,5,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,0,1,4,0,1,2,2,0,1,0,1,1,1,1,0,1,2,2,1,1,1,1,2,1,2,0,1,1
211,0,0,1,3,0,1,5,4,30,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,0,2,4,5,5,6,2,-1,0,2,2,2,2,0,1,2,0,2,2,0,1,1,1,1,1,2,2,2,2,1
212,0,1,0,3,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,1,2,4,5,5,6,2,1,0,2,2,2,2,1,1,0,1,1,1,1,0,1,0,0,2,0,1,2,0,1
