,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23
101,0,0,0,0,2,1,2,0,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,1,2,4,1,2,1,-1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
102,0,0,1,0,2,3,2,6,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,0,4,1,0,4,1,2,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1
103,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,-1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0
104,0,0,1,3,0,4,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,0,2,4,7,1,-1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0
105,0,1,0,2,3,2,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,3,2,6,0,36,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
106,0,0,0,0,2,1,6,3,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,3,5,3,4,0,3,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1
107,0,1,2,1,0,5,3,2,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,0,2,4,7,1,-1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0
108,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,29,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1
109,0,1,0,2,3,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,3,0,0,-1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
110,0,0,1,3,1,4,1,4,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,0,6,1,1,26,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0
111,0,0,1,3,0,4,1,4,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,0,2,4,7,1,10,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
112,0,1,0,2,3,2,6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,3,5,3,0,0,-1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
113,0,0,1,3,0,4,1,4,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,2,0,0,0,2,0,2,4,7,1,9,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0
114,0,1,2,1,4,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,22,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0
115,0,1,2,1,4,0,4,1,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,3,2,6,0,21,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1
116,0,1,0,2,3,2,6,3,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,-1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0
117,0,0,1,3,1,4,5,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,4,1,2,1,28,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
118,0,1,2,1,4,0,4,1,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,0,2,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
119,0,1,2,1,4,0,4,1,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,3,5,5,5,0,16,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0
120,0,1,2,1,4,0,4,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,3,2,6,0,21,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0
121,0,0,1,3,1,3,5,7,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,4,1,0,3,1,5,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1
122,0,1,0,2,3,2,6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,3,5,3,0,0,-1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1
123,0,0,0,0,2,1,6,3,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,2,3,2,6,0,34,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
124,0,1,0,2,3,2,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,3,2,6,0,36,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
125,0,1,2,1,0,5,3,2,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,0,2,4,7,0,-1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
126,0,0,1,0,1,3,5,7,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,0,4,1,0,3,1,4,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0
127,0,1,0,2,3,2,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,37,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1
128,0,1,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,35,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
129,0,1,0,2,3,2,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,3,2,6,0,36,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
130,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,1,0,6,1,0,-1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0
131,0,1,2,1,0,5,3,2,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,0,2,4,7,0,-1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
132,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,-1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1
133,0,0,1,0,1,3,5,7,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,0,4,1,0,3,1,4,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
134,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,30,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
135,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,1,0,6,1,1,-1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
136,0,1,2,1,4,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,22,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0
137,0,1,2,1,4,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,22,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0
138,0,1,2,1,4,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,22,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1
139,0,1,2,1,4,0,4,1,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,3,5,5,5,0,16,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
140,0,1,2,1,4,0,4,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,3,0,2,5,5,0,-1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0
141,0,0,1,3,1,3,5,7,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,4,1,0,3,1,-1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
142,0,0,1,0,2,3,2,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,0,4,1,0,4,1,-1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1
143,0,0,1,3,1,4,1,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,7,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1
144,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,1,0,6,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0
145,0,0,1,3,0,4,1,4,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,0,2,4,7,1,10,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
146,0,0,1,0,2,3,2,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,1,4,1,2,1,31,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0
147,0,0,0,0,2,1,2,0,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,1,2,1,-1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1
148,0,1,2,3,0,5,3,2,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,0,2,0,2,4,7,1,-1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0
149,0,0,1,3,0,4,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,0,2,4,7,1,10,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
150,0,1,0,2,3,2,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,3,0,0,19,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
151,0,1,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,35,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0
152,0,1,0,2,3,2,6,3,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,3,5,3,0,0,20,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0
153,0,1,2,3,0,5,3,2,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,1,1,1,0,6,1,1,-1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
154,0,1,0,2,3,2,6,3,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,3,5,3,0,0,20,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0
155,0,0,1,3,1,4,1,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,7,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1
156,0,0,1,0,1,3,5,7,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,4,1,0,3,1,4,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0
157,0,0,1,3,1,4,1,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,8,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
158,0,1,0,2,3,2,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,35,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
159,0,0,1,3,0,4,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,-1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
160,0,0,1,3,1,4,1,4,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,1,4,1,2,1,28,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0
161,0,1,2,1,0,5,3,2,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,0,2,0,2,4,7,0,12,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
162,0,0,1,0,1,3,5,7,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,4,1,0,3,1,4,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0
163,0,1,0,2,3,2,0,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,-1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0
164,0,1,2,1,0,5,3,2,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,0,2,4,7,0,11,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
165,0,0,0,0,2,1,2,6,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,0,4,1,0,4,1,-1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1
166,0,1,0,2,3,2,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,37,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1
167,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,30,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1
168,0,1,1,3,0,4,1,4,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,1,1,1,0,6,1,1,-1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0
169,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,-1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
170,0,1,2,1,4,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,22,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0
171,0,1,0,2,3,2,0,5,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,5,0,0,-1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0
172,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,23,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
173,0,0,0,0,2,1,6,3,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,1,1,1,2,3,2,6,0,34,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1
174,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,1,0,6,1,1,-1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0
175,0,1,2,1,4,0,4,1,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,0,2,5,5,0,14,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0
176,0,0,1,0,2,3,2,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,1,4,1,2,1,31,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0
177,0,0,1,3,1,3,5,7,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,4,1,0,3,1,-1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1
178,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,30,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
179,0,1,2,1,4,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,22,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0
180,0,0,0,0,2,1,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,1,2,1,32,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1
181,0,1,2,2,3,2,0,5,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,5,5,0,17,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0
182,0,0,0,0,2,1,2,6,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,3,4,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
183,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,1,0,6,1,0,24,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
184,0,0,1,0,1,3,5,7,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,4,1,0,3,1,4,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
185,0,0,0,0,2,1,2,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,1,2,1,-1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1
186,0,1,2,2,4,0,0,5,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,2,3,2,6,0,36,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
187,0,1,2,1,4,0,4,1,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,3,2,6,0,21,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0
188,0,0,1,0,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,1,4,1,2,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0
189,0,0,0,0,2,1,2,6,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,0,4,1,-1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
190,0,0,1,0,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,-1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1
191,0,1,2,1,4,0,4,1,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,1,0,6,1,0,-1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0
192,0,0,0,0,2,1,2,6,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,3,4,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
193,0,0,1,3,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,1,4,1,2,1,30,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
194,0,1,2,1,4,0,4,1,4,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,1,0,6,1,0,-1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1
195,0,0,1,0,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,1,4,1,2,1,-1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1
196,0,1,0,2,3,2,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,3,2,6,0,-1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1
197,0,0,0,0,2,1,2,6,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,4,1,3,4,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0
198,0,0,1,3,1,4,1,4,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,0,2,4,7,1,8,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
199,0,1,2,1,4,0,4,1,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,3,0,2,5,5,0,15,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
200,0,1,0,2,3,2,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,3,0,0,19,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1
201,0,1,0,2,3,2,0,5,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,5,0,0,-1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
202,0,1,0,2,3,2,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,3,0,0,-1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0
203,0,1,2,1,0,5,3,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,1,1,0,6,1,0,-1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1
204,0,1,2,2,3,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,5,5,0,-1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1
205,0,0,1,3,0,4,1,4,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,1,1,1,0,6,1,1,-1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0
206,0,1,2,1,0,5,3,2,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,0,2,4,7,0,11,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1
207,0,1,2,2,3,2,0,5,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,3,2,6,0,36,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
208,0,0,1,0,1,3,5,7,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,4,1,0,3,1,4,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1
209,0,0,1,0,1,3,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,1,4,1,2,1,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1
