,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8
137,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,0,0,0,2,0,2,1,2
138,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,0,3,4,0,5,1,-1,0,1,2,2,0,0,0,2
139,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,1,1,2,1,2,2,1,1
140,0,0,2,3,4,5,2,5,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,2,4,1,1,3,2,1,2,1,2,2,2,1,0,0
141,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,0,1,0,1,0,2,0,1
142,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,3,4,0,5,1,2,2,1,2,1,2,2,0,1
143,0,0,2,3,4,0,0,5,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,0,2,2,4,1,1,3,2,1,1,1,0,1,1,1,0,2
144,0,0,2,2,1,0,3,3,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,0,1,2,6,0,2,1,0,2,0,0,2,0,1,0
145,0,0,0,2,1,4,5,7,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,2,6,0,2,1,0,1,1,2,2,0,1,2
146,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,0,0,1,2,0,1,1,2
147,0,1,1,1,0,1,6,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,-1,1,2,2,2,1,2,1,1
148,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,3,4,0,5,1,-1,1,1,1,1,1,0,1,0
149,0,0,2,3,4,5,2,2,-1,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,2,4,1,1,3,2,-1,0,1,2,0,2,2,0,2
150,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,0,2,2,2,1,1,0,2
151,0,0,2,2,1,0,3,7,5,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,2,6,0,2,1,2,2,2,0,1,2,1,0
152,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,3,4,0,5,1,2,2,2,1,2,0,1,0,1
153,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,1,1,2,2,1,0,1,0
154,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,2,1,2,1,2,0,1,2
155,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,3,4,0,5,1,-1,1,2,2,2,0,2,0,1
156,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,2,2,1,0,1,2,2,0
157,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,2,2,0,2,1,1,0,0
158,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,-1,2,1,0,1,1,1,2,0
159,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,1,0,2,2,2,0,1,1
160,0,0,2,3,4,5,0,5,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,0,0,2,2,4,1,1,3,2,1,1,0,1,0,1,2,2,1
161,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,2,2,2,1,2,1,0,1,1
162,0,0,2,2,1,0,3,3,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,2,4,2,6,0,2,1,1,2,2,1,1,0,1,2
163,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,3,4,0,5,1,2,1,2,2,1,2,1,2,0
164,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,4,4,0,0,0,0,1,0,1,1,0,0
165,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,0,1,0,1,0,2,0,1
166,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,2,2,1,0,0,1,0,0
167,0,0,0,2,1,4,5,4,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,0,1,2,6,0,2,1,2,0,0,0,1,1,0,2
168,0,0,0,0,2,2,4,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,1,1,5,5,1,0,-1,2,0,2,0,1,2,0,2
169,0,1,1,1,3,3,1,1,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,3,4,0,5,1,-1,2,0,0,1,2,2,0,2
170,0,1,1,2,3,3,1,1,25,10,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,0,1,0,0,3,4,0,5,1,-1,2,0,2,0,2,0,0,2
171,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,2,2,0,1,0,2,1,2
172,0,0,2,3,4,5,2,5,-1,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,1,1,0,1,1,2,0,0,2
173,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,2,0,0,1,0,1,1,0
174,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,2,0,1,0,2,2,0,1
175,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,0,1,2,0,2,2,0,0
176,0,1,1,1,0,1,6,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,-1,0,2,2,2,0,2,1,2
177,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,3,4,0,5,1,2,1,0,2,1,1,2,1,0
178,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,2,0,1,2,0,1,0,2
179,0,0,2,3,4,0,0,5,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,2,4,1,1,3,2,1,0,2,2,1,2,0,1,2
180,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,3,4,0,2,1,2,1,1,2,2,1,1,0,0
181,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,3,4,0,5,1,-1,0,1,2,1,1,0,1,1
182,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,1,0,2,2,1,2,1,0
183,0,0,2,3,4,5,2,5,26,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,1,1,2,0,0,2,0,1,2
184,0,0,2,2,1,4,5,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,2,6,0,2,1,0,0,0,1,1,0,0,2
185,0,0,2,3,4,0,3,5,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,2,4,1,1,3,2,1,2,1,0,0,0,0,1,0
186,0,0,0,0,2,2,4,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,1,1,5,5,1,0,-1,0,0,1,2,2,0,1,2
187,0,1,2,2,1,4,3,3,-1,5,0,0,0,0,0,0,0,0,0,2,1,4,5,3,6,0,1,0,0,3,2,6,0,2,-1,0,2,2,2,1,2,1,2
188,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,-1,1,0,2,0,1,0,1,0
189,0,1,1,1,0,1,6,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,3,4,0,5,1,-1,1,2,2,1,0,0,1,2
190,0,1,1,2,3,4,5,4,-1,8,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,1,0,0,3,2,6,0,1,-1,0,2,2,1,1,1,0,2
191,0,1,1,1,3,3,1,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,3,4,0,2,1,-1,0,2,0,2,2,2,1,2
192,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,3,4,0,5,1,2,1,1,0,2,1,1,2,0
193,0,0,2,3,4,5,2,2,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,1,2,0,1,0,0,1,2,0
194,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,0,3,4,0,5,1,-1,0,2,1,1,2,2,1,1
195,0,0,2,2,1,4,5,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,2,6,0,2,1,0,0,1,2,1,0,2,1
196,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,3,4,0,5,1,2,1,2,1,1,0,0,0,0
197,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,3,4,0,5,1,-1,1,2,2,0,1,0,0,2
198,0,0,2,2,1,0,3,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,2,6,0,2,1,0,0,2,0,2,0,1,2
199,0,0,0,0,2,2,0,7,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,0,2,0,1,2,6,0,0,1,1,2,0,1,1,1,1,2
200,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,0,1,1,2,2,1,0,1
201,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,3,4,0,5,1,-1,1,0,2,2,2,0,2,0
202,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,0,3,4,0,5,1,-1,0,1,2,0,1,0,0,0
203,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,2,0,2,2,2,2,2,2,2
204,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,-1,2,1,0,1,1,2,1,1
205,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,2,2,2,0,2,0,2,0
206,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,3,4,0,5,1,2,2,0,0,1,2,0,2,1
207,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,1,2,2,2,2,1,0,2
208,0,0,2,3,4,0,0,5,-1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,2,4,1,1,3,2,1,0,1,0,0,2,0,1,0
209,0,0,2,3,4,5,0,5,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,1,0,1,1,1,1,1,1,0
210,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,0,0,1,1,0,2,1,0
211,0,1,1,2,1,4,5,4,30,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,0,0,1,2,6,0,2,-1,2,2,2,0,1,1,2,1
212,0,0,2,2,1,0,3,3,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,0,1,2,6,0,2,1,2,2,0,2,1,0,1,0
213,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,4,4,0,0,0,0,2,0,1,0,1,2
214,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,1,2,1,1,2,0,0,1
215,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,3,4,0,5,1,2,1,1,1,1,1,1,2,2
216,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,2,2,2,2,0,2,1,0
217,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,-1,0,2,0,0,0,1,1,0
218,0,1,1,1,3,3,1,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,3,4,0,5,1,-1,0,2,2,1,2,2,0,0
219,0,0,0,0,2,5,0,5,-1,-1,2,0,0,0,0,0,0,0,1,1,0,1,1,2,5,0,0,2,2,4,1,1,3,0,-1,2,2,2,2,1,1,0,1
220,0,0,2,3,4,5,2,5,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,1,0,0,1,2,1,0,0,2
221,0,0,2,3,4,0,0,5,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,2,4,1,1,3,2,1,0,0,1,2,0,0,0,0
222,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,3,4,0,2,1,2,1,1,1,2,1,2,2,1
223,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,1,0,1,1,1,0,0,2
224,0,0,0,0,2,2,0,0,-1,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,2,2,4,1,1,3,0,-1,1,2,1,1,2,2,1,0
225,0,0,2,3,4,5,2,5,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,1,0,0,0,0,2,0,1,1
226,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,3,4,0,5,1,2,2,0,0,2,0,0,1,0
227,0,0,0,0,2,2,4,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,1,1,5,5,1,0,-1,2,2,1,1,0,0,2,2
228,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,2,2,0,1,1,2,1,1
229,0,0,2,2,1,0,3,3,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,2,1,2,6,0,2,1,2,1,1,2,2,2,1,0
230,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,1,0,1,2,1,1,0,1
231,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,3,4,0,5,1,2,2,0,1,1,1,2,0,1
232,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,3,4,0,5,1,2,1,1,1,1,2,1,2,1
233,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,1,1,2,0,0,0,1,1
234,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,2,0,2,0,0,2,2,1
235,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,4,4,0,0,2,0,0,2,0,0,0,1
236,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,0,2,0,1,2,0,2,0
237,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,2,1,0,1,2,2,1,2,0
238,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,1,2,2,0,0,1,0,0
239,0,0,0,0,2,2,0,0,-1,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,2,2,4,1,1,3,0,-1,2,0,1,1,1,2,1,1
240,0,1,1,2,1,4,5,4,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,3,7,0,1,0,0,1,2,6,0,1,-1,2,1,1,1,0,2,1,1
241,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,-1,1,0,2,1,2,2,1,2
242,0,0,2,2,1,4,5,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,2,6,0,2,1,2,0,2,1,1,1,2,0
243,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,2,2,2,0,0,0,0,1,0
244,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,2,0,0,2,1,2,1,1
245,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,2,2,0,1,1,1,2,0,1
246,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,2,2,1,1,0,2,2,0
247,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,2,1,2,1,0,0,1,2
248,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,2,2,2,2,1,1,1,2
249,0,0,2,3,4,5,2,2,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,1,1,1,0,2,1,0,1,1
250,0,0,2,3,4,0,3,5,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,2,4,1,1,3,2,1,0,0,2,0,0,0,2,1
251,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,1,2,2,2,0,2,2,0
252,0,0,2,3,4,5,2,2,31,13,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,-1,1,0,2,1,0,0,0,2
253,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,0,0,1,2,2,0,1,2
254,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,3,4,0,5,1,2,0,1,2,1,2,2,2,1
255,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,3,4,0,5,1,2,2,2,2,1,1,2,1,1
256,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,1,2,1,0,2,0,0,1
257,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,-1,0,1,0,1,0,1,0,2
258,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,-1,1,1,1,0,2,2,1,1
259,0,1,1,1,3,3,1,4,-1,14,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,0,0,3,2,6,2,1,-1,1,2,2,0,2,1,0,2
260,0,0,2,3,4,0,0,5,21,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,2,4,1,1,3,2,1,1,1,0,0,2,0,0,0
261,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,2,0,0,1,0,1,2,0
262,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,2,0,2,1,1,1,1,1,0
263,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,5,4,4,0,0,0,1,2,2,0,1,2,0
264,0,0,2,3,4,5,2,2,-1,-1,-1,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,2,4,1,1,3,2,-1,2,1,0,0,2,0,1,0
265,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,2,2,2,0,1,2,1,2
266,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,1,0,1,0,0,0,2,0
267,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,2,2,1,0,1,2,1,1
268,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,2,2,1,2,2,1,1,2,0
269,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,-1,1,0,0,2,0,1,0,0
270,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,0,2,0,2,0,1,1,2
271,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,2,1,2,1,0,1,0,1
272,0,0,2,2,1,0,3,3,1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,2,4,1,1,3,2,1,0,0,0,1,1,0,0,1
273,0,0,2,2,1,0,3,3,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,2,4,1,1,3,2,1,2,2,2,1,1,2,2,2
274,0,0,0,0,2,2,4,7,29,1,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,0,2,0,1,2,6,0,0,-1,0,1,1,0,0,2,0,1
275,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,0,1,2,2,1,1,0,0
276,0,0,2,3,4,5,2,2,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,0,0,2,2,4,1,1,3,2,1,0,1,1,0,1,1,2,1
277,0,1,1,2,3,3,1,1,25,10,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,0,0,3,4,0,5,1,-1,1,0,0,0,0,0,1,1
278,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,3,4,0,2,1,2,1,1,1,2,1,1,0,2
279,0,0,0,0,2,2,4,7,-1,7,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,0,1,1,1,2,6,0,0,1,0,1,0,2,1,2,0,0
280,0,0,2,2,1,0,0,7,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,2,0,1,2,6,0,2,1,1,1,1,1,0,2,2,2
281,0,0,2,2,1,0,0,7,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,2,0,1,2,6,0,2,1,0,1,1,2,2,0,2,0
282,0,1,1,1,3,3,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,3,4,0,5,1,-1,1,0,1,1,0,1,1,2
283,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,-1,0,2,1,0,1,0,2,1
