,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7
127,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,4,2,5,0,1,0,2,3,4,5,1,0,-1,0,0,1,0,1,0,0
128,0,0,2,0,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,2,1,0,0,1,0,0,4,5,0,0,-1,0,0,1,1,1,0,0
129,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,3,3,0,1,0,2,3,3,6,1,0,-1,1,1,0,1,1,0,1
130,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,4,0,0,0,2,0,0,1,0,0,0,-1,1,1,0,0,0,0,0
131,0,0,1,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,3,7,0,1,0,2,3,4,5,1,0,0,0,1,1,1,0,0,0
132,0,0,1,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,2,2,5,0,1,0,2,3,4,5,1,0,-1,0,1,1,0,1,1,0
133,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,1,1,4,5,0,0,-1,1,1,1,0,0,1,0
134,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,4,2,0,0,1,0,2,3,4,5,1,0,0,0,1,1,0,0,0,1
135,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,6,4,0,0,2,1,4,5,1,3,0,-1,0,0,0,0,1,0,1
136,0,1,1,1,4,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,3,2,0,0,2,0,0,1,0,5,0,-1,0,0,0,0,1,0,1
137,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,1,0,1,1,0,1,1
138,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,3,2,0,1,0,2,3,4,5,1,11,-1,1,0,1,1,0,1,0
139,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,3,0,0,0,2,0,0,1,0,5,0,-1,1,1,0,1,1,0,1
140,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,2,5,0,0,2,1,0,1,0,5,0,-1,1,1,0,0,0,1,1
141,0,0,1,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,6,3,0,1,0,2,3,4,5,1,0,-1,1,1,0,0,1,0,1
142,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,2,0,0,1,0,5,0,-1,0,1,0,0,0,0,0
143,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,0,2,1,1,1,0,0,0,-1,1,0,0,0,1,1,0
144,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,5,0,0,2,1,1,2,2,6,0,-1,0,1,0,1,1,0,1
145,0,1,2,0,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,2,2,0,0,0,1,0,0,1,4,4,0,-1,1,0,0,1,0,0,1
146,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,3,3,7,0,1,1,3,2,0,3,2,10,-1,0,1,0,1,1,0,0
147,0,1,1,1,4,4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,0,6,5,0,0,1,0,0,1,4,4,0,-1,0,1,1,0,1,0,0
148,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,0,0,4,5,0,0,-1,0,1,1,1,0,1,0
149,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,1,1,0,0,0,1,1
150,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,5,1,0,0,0,2,0,0,1,0,5,0,-1,1,0,0,1,0,0,0
151,0,1,2,0,1,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,0,4,2,0,0,1,0,0,0,4,4,0,-1,1,1,0,1,1,0,1
152,0,0,2,0,1,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,2,2,0,1,1,0,0,1,4,4,12,-1,0,0,1,1,0,1,0
153,0,1,1,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,0,1,0,5,0,-1,1,1,0,0,1,0,1
154,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,5,2,0,0,2,0,0,1,0,0,0,-1,0,1,1,0,1,1,1
155,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,1,0,1,0,0,0,-1,0,0,1,0,0,1,1
156,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,3,3,7,0,1,0,2,3,4,5,1,0,-1,0,0,1,1,0,1,0
157,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,2,3,0,0,2,1,4,4,5,3,0,-1,0,1,0,1,1,1,1
158,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,1,1,0,0,0,0,1
159,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,1,0,0,2,1,1,2,2,6,0,-1,0,0,1,1,0,0,0
160,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,5,0,-1,1,0,0,1,1,0,0
161,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,1,0,2,3,4,5,1,0,-1,0,0,1,0,0,1,1
162,0,0,0,2,3,2,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,1,0,2,3,3,6,7,4,-1,1,0,0,1,1,0,1
163,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,6,6,0,0,2,0,0,1,0,5,0,-1,1,1,1,0,0,1,1
164,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,2,3,3,0,1,0,2,3,3,6,1,0,-1,1,0,1,1,1,1,0
165,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,2,1,1,2,2,6,0,-1,0,0,0,0,1,0,0
166,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4,2,2,0,0,2,1,1,2,0,0,0,-1,0,1,0,0,0,0,0
167,0,0,1,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,3,6,0,1,0,2,3,4,5,1,0,-1,0,1,1,0,0,0,0
168,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,4,0,3,0,1,0,2,3,3,6,7,0,-1,0,0,0,1,1,0,0
169,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,5,0,0,-1,0,0,0,0,0,1,0
170,0,1,1,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,2,0,0,1,0,0,0,-1,0,1,1,1,1,0,0
171,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,2,1,4,4,5,3,0,-1,1,1,1,0,0,0,0
172,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,3,6,3,0,1,1,3,2,0,3,2,0,-1,0,1,1,0,0,1,0
173,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,5,0,6,0,0,2,0,0,1,0,5,0,-1,0,1,1,0,0,1,0
174,0,1,1,1,0,0,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,1,0,0,2,1,0,1,0,5,0,-1,1,0,1,0,1,0,1
175,0,1,1,1,4,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,2,2,0,0,2,0,0,1,0,5,0,-1,0,1,0,1,1,1,0
176,0,1,2,0,1,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,5,3,1,0,0,1,0,0,1,4,4,11,-1,0,1,0,1,0,0,0
177,0,0,2,2,2,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,6,4,0,1,1,3,2,0,3,2,0,-1,1,1,0,0,0,0,0
178,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,5,2,2,0,0,2,1,1,2,2,6,0,-1,1,0,0,1,0,0,1
179,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,0,0,0,0,1,0,1
180,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,3,0,1,0,2,3,3,6,7,4,-1,0,1,1,1,1,1,0
181,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,2,3,3,6,7,4,-1,0,1,1,1,0,0,0
182,0,1,1,2,2,5,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,0,3,0,1,0,2,4,4,5,1,0,-1,1,0,1,0,0,0,1
183,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,5,0,2,0,0,2,0,0,1,4,4,0,-1,0,0,0,1,0,1,1
184,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,3,3,0,0,2,0,0,4,5,0,0,-1,0,0,0,0,0,1,1
185,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,0,0,0,2,0,0,1,0,5,0,-1,0,1,0,0,1,1,1
186,0,1,1,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,0,2,0,0,1,0,2,3,4,5,1,0,-1,0,1,0,0,1,1,0
187,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,1,1,0,1,0,0,0
188,0,1,1,1,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,0,1,0,5,0,-1,0,0,0,1,0,1,1
189,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,2,1,1,2,2,6,0,-1,0,0,1,0,0,0,0
190,0,0,2,0,1,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,3,3,0,1,1,3,2,0,3,2,9,-1,0,0,0,1,1,1,0
191,0,1,1,1,4,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,4,6,0,0,2,0,4,1,1,3,0,-1,0,1,1,1,1,1,0
192,0,1,1,1,4,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,0,2,1,4,5,1,3,0,-1,1,0,0,0,1,1,1
193,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,6,3,0,1,1,3,2,0,3,2,0,-1,1,1,0,0,0,0,1
194,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,0,0,0,1,1,3,2,0,3,2,0,-1,0,0,0,1,0,0,1
195,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,0,1,1,1,1,1,1
196,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,3,3,0,0,1,1,3,2,0,3,2,0,-1,1,1,0,1,0,1,1
197,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,5,5,0,1,0,2,3,4,5,1,0,-1,1,0,1,0,0,1,0
198,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,3,6,0,1,0,2,3,4,5,1,0,-1,1,0,1,0,0,1,1
199,0,0,2,2,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,5,4,0,0,1,1,3,2,0,3,2,0,-1,0,1,1,1,0,1,0
200,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,2,0,0,1,0,0,0,-1,0,0,0,0,0,1,1
201,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,0,5,2,0,1,0,2,3,4,5,1,0,0,0,1,1,1,0,1,1
202,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,3,0,1,0,2,3,3,6,7,4,-1,0,1,1,1,1,0,0
203,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,5,6,0,1,1,3,2,0,3,2,0,-1,0,1,0,0,0,1,0
204,0,1,1,1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,0,0,1,0,0,0,-1,1,1,1,0,1,1,1
205,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,0,2,0,0,4,5,0,0,-1,1,0,0,1,1,1,1
206,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,0,4,0,0,2,0,0,1,0,5,0,-1,1,1,0,1,0,0,1
207,0,1,1,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,5,0,0,0,1,0,2,3,4,5,1,0,-1,0,1,1,0,1,1,0
208,0,1,2,0,1,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,1,5,0,0,1,1,3,2,0,3,2,0,-1,1,0,0,1,1,1,1
209,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,1,5,0,0,0,2,1,1,2,2,0,0,-1,1,1,0,0,0,1,0
210,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,4,6,3,0,1,0,2,3,4,5,1,7,-1,0,0,1,1,0,0,0
211,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,0,0,0,1,0,0,1
212,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,0,0,1,0,2,3,3,6,7,1,-1,0,1,0,1,0,1,1
213,0,0,2,0,2,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,0,4,2,0,0,1,0,0,1,4,4,8,-1,1,1,0,1,1,0,1
214,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,1,2,0,1,1,3,2,0,3,2,0,-1,1,1,0,1,1,1,1
215,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,2,6,0,0,1,1,3,2,0,3,2,0,-1,0,1,0,0,1,1,0
216,0,1,2,0,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,3,5,4,0,0,1,0,0,1,4,4,0,-1,1,1,0,0,1,1,0
217,0,1,1,1,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,2,5,3,0,0,2,0,0,1,0,5,0,-1,1,1,0,0,1,0,1
218,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,4,3,4,0,1,0,2,3,3,6,1,0,-1,1,1,0,1,1,1,0
219,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,1,5,0,1,0,2,3,4,5,1,0,-1,0,1,0,1,1,1,1
220,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,1,0,1,0,1,1,1
221,0,1,1,1,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,2,0,0,4,0,0,0,-1,1,1,0,1,0,1,0
222,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,4,4,0,0,2,0,0,1,0,5,0,-1,1,0,0,0,0,0,1
223,0,0,2,2,2,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,0,3,3,0,1,1,3,2,0,3,2,0,-1,1,1,1,1,1,0,0
224,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,1,2,2,6,0,-1,0,0,0,0,0,1,1
225,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,0,0,3,0,0,2,1,1,4,5,0,0,-1,1,1,1,1,0,0,1
226,0,1,1,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,0,0,1,0,5,0,-1,0,1,0,0,0,0,1
227,0,1,1,1,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,2,0,0,4,5,0,0,-1,0,1,1,0,1,1,0
228,0,1,1,1,0,0,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,5,5,0,0,2,0,4,4,5,0,0,-1,1,1,0,1,1,1,1
229,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,1,0,1,1,3,2,0,3,2,0,-1,0,0,1,0,1,1,0
230,0,0,2,2,2,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,5,0,1,1,3,2,0,3,2,0,-1,1,0,0,0,1,0,0
231,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,4,1,3,0,0,2,1,4,5,1,3,0,-1,0,0,1,1,0,0,1
232,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,2,0,0,0,2,1,4,5,1,3,0,-1,1,0,0,0,0,0,1
233,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,0,0,0,1,0,2,3,4,5,1,0,-1,1,0,1,0,1,0,1
234,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,3,6,0,0,0,2,0,0,1,0,5,0,-1,0,0,1,1,1,1,0
235,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,0,2,1,4,5,1,3,0,-1,1,1,0,0,1,0,1
236,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,1,6,5,0,1,0,2,3,3,6,7,4,-1,1,1,1,0,0,1,1
237,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,4,5,5,6,0,1,0,2,3,4,5,1,0,-1,0,1,0,0,1,0,1
238,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,1,1,0,0,2,1,4,5,1,3,0,-1,1,1,1,1,1,0,1
239,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,4,1,0,0,1,0,2,3,4,5,1,0,-1,1,0,0,1,1,0,1
240,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,1,1,2,0,0,0,-1,1,1,1,0,0,1,0
241,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,1,0,0,2,1,1,2,2,6,0,-1,0,1,0,1,0,0,0
242,0,0,2,0,1,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,3,0,6,0,0,1,3,2,0,4,4,0,-1,1,1,1,0,1,1,1
243,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,2,5,0,0,2,1,4,5,1,3,0,-1,0,0,1,1,1,0,0
244,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,0,5,0,1,0,2,3,4,5,1,0,-1,1,0,1,1,1,0,1
245,0,1,1,1,4,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,3,3,0,0,2,0,0,1,0,5,0,-1,0,1,1,1,0,1,1
246,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,2,1,4,5,1,3,0,-1,1,0,1,1,0,0,0
247,0,1,2,0,1,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,3,3,0,0,0,1,0,0,1,4,4,0,-1,1,1,0,1,0,1,0
248,0,1,1,1,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,2,2,0,0,0,2,0,0,1,0,5,0,-1,1,1,1,1,0,0,0
249,0,1,1,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,0,2,0,0,1,0,0,0,-1,1,1,0,0,0,1,1
250,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,4,6,3,0,1,0,2,3,3,6,7,7,-1,1,0,1,0,1,0,0
251,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,2,1,1,2,0,5,0,-1,1,0,1,1,1,0,1
252,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,6,1,0,1,0,2,3,3,6,2,4,-1,0,0,1,0,0,1,0
253,0,0,1,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,1,6,6,0,1,0,2,3,4,5,1,0,0,0,0,1,0,1,1,0
254,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,5,5,0,1,0,2,3,4,5,1,0,-1,1,1,0,0,1,1,1
255,0,1,1,1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,1,5,2,0,0,1,0,0,4,5,0,0,-1,1,0,0,0,1,0,1
256,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,5,3,5,0,1,0,2,3,3,6,7,7,-1,0,0,0,0,0,1,1
257,0,0,2,0,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,5,0,7,0,1,1,3,2,0,3,2,0,-1,0,0,1,0,0,0,1
258,0,0,0,3,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,1,3,0,0,1,0,2,3,3,6,7,6,-1,0,0,0,0,1,1,1
259,0,0,2,2,1,1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,4,0,0,0,1,1,3,2,0,3,2,0,-1,1,1,1,1,0,0,1
260,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,2,4,7,0,1,0,2,3,4,5,1,0,-1,1,1,0,1,1,1,1
261,0,1,1,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,2,2,1,0,0,2,1,4,4,5,3,0,-1,0,1,0,0,0,1,0
262,0,0,0,2,2,5,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,0,6,2,0,1,0,2,3,4,5,1,0,-1,0,1,1,1,0,1,0
