,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13
49,0,1,1,0,1,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,6,2,0,0,0,0,0,5,0,0,0,-1,0,0,1,1,0,1,0,1,1,1,1,0,0
50,0,1,1,0,1,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,0,0,5,0,0,0,-1,0,0,1,1,0,0,1,0,1,0,1,1,0
51,0,1,1,0,1,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,0,0,5,0,0,0,-1,1,0,0,0,0,0,1,1,0,1,0,1,1
52,0,1,1,0,1,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,0,0,5,0,0,0,-1,0,0,1,0,0,1,1,1,1,1,1,1,1
53,0,0,2,3,2,1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,5,4,1,0,0,0,0,0,5,0,0,0,-1,0,0,0,1,1,1,1,1,1,1,0,1,0
54,0,1,1,0,1,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,2,7,0,0,0,0,0,5,0,0,0,-1,1,0,0,0,1,1,0,0,0,0,1,0,1
55,0,1,1,0,1,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,0,0,5,0,0,0,-1,1,1,1,1,1,0,1,1,1,1,1,1,1
56,0,0,2,3,2,1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,0,7,0,0,0,0,0,5,0,0,0,-1,1,1,1,0,1,0,0,0,1,0,1,1,1
57,0,0,0,1,4,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,4,4,2,0,0,0,0,0,5,0,0,0,-1,0,1,1,1,0,0,1,1,1,1,0,0,1
58,0,1,1,0,1,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,5,4,0,0,0,0,0,5,0,0,0,-1,1,1,0,1,0,1,0,1,0,1,0,1,1
59,0,1,1,0,3,2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,2,5,7,0,0,0,0,0,5,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1
60,0,1,1,0,3,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,2,6,3,0,0,0,0,0,5,0,0,0,-1,0,0,0,1,1,1,0,0,0,1,1,0,0
61,0,1,1,0,3,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,0,0,6,0,0,0,0,0,5,0,0,0,-1,1,0,1,1,1,0,1,0,1,0,0,0,1
62,0,0,0,1,4,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,4,3,0,0,0,0,0,5,0,0,0,-1,1,0,0,1,1,0,1,1,0,0,1,0,0
63,0,1,1,0,3,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,1,1,2,0,0,0,0,0,5,0,0,11,-1,0,1,0,0,0,0,0,1,0,1,1,1,0
64,0,0,0,1,4,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,1,4,7,0,0,0,0,0,5,0,0,0,-1,1,0,0,1,1,1,0,0,0,0,1,1,1
65,0,0,0,1,2,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,1,3,7,0,0,0,0,0,5,0,0,0,-1,1,1,1,0,1,0,0,0,0,0,1,0,1
66,0,1,1,0,3,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,2,2,0,0,0,0,0,5,0,0,0,-1,1,1,0,1,1,1,1,1,1,0,0,1,1
67,0,1,1,0,1,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,0,0,5,0,0,0,-1,1,1,0,1,0,1,1,1,1,1,1,1,1
68,0,0,0,1,4,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,2,0,0,0,0,0,0,0,5,0,0,13,-1,0,0,1,1,0,1,0,0,0,1,1,1,0
69,0,1,1,0,1,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,0,0,5,0,0,0,-1,0,1,1,1,1,1,1,0,0,0,1,1,0
70,0,0,2,3,2,1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,0,1,5,0,0,0,0,0,5,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,0,0,1
71,0,1,0,1,4,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,5,0,0,0,0,0,5,0,0,11,-1,1,0,0,0,0,1,0,1,0,0,1,1,0
72,0,0,2,1,4,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,5,1,6,0,0,0,0,0,5,0,0,7,-1,0,0,1,1,1,0,1,0,0,1,0,1,1
73,0,1,1,0,3,2,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,3,0,0,0,0,0,0,5,0,0,0,-1,0,0,1,0,1,1,1,1,0,0,1,1,0
74,0,1,1,0,1,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,0,0,5,0,0,0,-1,0,1,1,0,1,1,1,0,0,1,1,1,0
75,0,0,2,3,2,1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,2,3,1,0,0,0,0,0,5,0,0,0,-1,0,1,0,0,0,1,0,1,1,1,0,1,0
76,0,1,1,0,3,2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,4,6,7,0,0,0,0,0,5,0,0,0,-1,1,1,1,1,1,0,1,0,1,0,0,0,1
77,0,0,2,2,0,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,0,0,0,0,5,0,0,7,-1,1,1,1,0,1,0,0,0,0,1,0,0,0
78,0,0,2,2,0,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,4,3,1,0,0,0,0,0,5,0,0,5,-1,1,0,1,0,1,0,1,1,0,1,0,0,1
79,0,1,1,0,1,0,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,1,4,0,0,0,0,0,5,0,0,0,-1,0,0,1,1,1,1,0,0,1,0,0,0,0
80,0,1,1,0,3,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,6,2,0,0,0,0,0,5,0,0,0,-1,1,0,1,1,0,1,1,1,0,1,1,0,0
81,0,0,0,1,4,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,3,3,7,0,0,0,0,0,5,0,0,0,-1,0,0,1,0,1,0,1,1,0,0,1,1,0
82,0,0,2,2,0,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,4,5,0,0,0,0,0,0,5,0,0,4,-1,0,1,0,0,1,1,1,0,0,0,1,1,1
83,0,0,2,3,2,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,4,4,1,0,0,0,0,0,5,0,0,6,-1,1,0,1,0,1,0,1,0,1,0,0,0,1
84,0,1,1,0,3,2,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,0,0,0,0,5,0,0,0,-1,1,1,0,1,1,1,1,0,0,0,0,0,0
85,0,0,2,3,2,1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,2,7,0,0,0,0,0,5,0,0,0,-1,0,0,0,1,1,0,1,0,0,0,1,0,1
86,0,1,1,0,3,2,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,4,4,1,0,0,0,0,0,5,0,0,0,-1,1,0,1,0,1,0,1,0,1,1,1,0,1
87,0,0,2,3,2,1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,3,1,0,0,0,0,0,5,0,0,0,-1,1,0,1,1,0,0,1,1,0,0,1,1,1
88,0,1,1,0,3,2,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,0,0,0,5,0,0,0,-1,0,0,0,1,0,1,0,0,1,1,0,0,1
89,0,0,0,1,3,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,5,6,6,0,0,0,0,0,5,0,0,0,-1,1,0,1,0,0,1,1,0,1,0,1,1,1
90,0,1,1,0,1,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,2,7,0,0,0,0,0,5,0,0,0,-1,0,0,0,1,0,1,1,1,0,0,0,1,0
91,0,1,1,0,3,0,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,5,4,3,0,0,0,0,0,5,0,0,0,-1,0,0,0,1,1,1,1,0,1,0,0,0,1
92,0,1,1,0,1,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,0,0,0,5,0,0,0,-1,1,0,0,1,1,1,0,1,1,0,1,1,0
93,0,1,1,0,1,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,1,4,0,0,0,0,0,5,0,0,0,-1,1,0,0,0,0,1,1,0,1,0,0,0,1
94,0,0,0,3,2,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,5,4,3,0,0,0,0,0,5,0,0,0,-1,1,0,0,1,1,1,1,1,1,0,0,1,0
95,0,0,2,3,2,1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,4,0,0,0,0,0,0,5,0,0,0,-1,0,1,1,0,0,0,1,0,0,0,0,1,1
96,0,1,1,0,3,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,0,6,0,0,0,0,0,5,0,0,0,-1,1,0,1,1,1,1,1,1,1,1,0,1,0
97,0,1,1,0,3,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,0,6,3,0,0,0,0,0,5,0,0,0,-1,1,1,0,0,0,1,1,0,0,1,0,0,1
98,0,1,1,0,3,2,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,0,0,0,5,0,0,0,-1,0,0,1,1,1,0,1,1,0,0,0,1,1
99,0,1,0,1,3,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,3,0,3,2,0,0,0,0,0,5,0,0,0,-1,1,0,1,1,1,0,1,0,0,1,1,1,1
100,0,1,1,0,1,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,2,1,0,0,0,0,0,5,0,0,0,-1,1,0,1,1,0,1,0,0,0,1,1,1,1
101,0,1,1,0,3,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,2,5,2,0,0,0,0,0,5,0,0,0,-1,1,1,0,1,1,0,1,0,0,0,1,1,1
102,0,1,1,0,1,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,0,0,0,5,0,0,0,-1,1,0,0,0,0,0,0,1,1,0,1,1,1
103,0,1,1,0,3,2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,5,2,0,0,0,0,0,5,0,0,0,-1,0,0,1,1,1,1,0,1,0,1,0,1,1
104,0,1,1,0,3,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,0,4,0,0,0,0,0,5,0,0,0,-1,0,1,1,1,0,1,1,0,0,0,1,0,1
105,0,0,0,1,4,5,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,1,6,0,0,0,0,0,5,0,0,0,-1,0,0,0,0,1,1,1,1,1,0,0,1,0
106,0,1,1,0,3,2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,3,5,2,0,0,0,0,0,5,0,0,0,-1,0,0,1,1,0,1,1,0,0,1,0,0,0
107,0,1,1,0,1,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,0,0,5,0,0,0,-1,0,1,0,0,0,0,1,0,1,0,1,1,1
108,0,0,2,2,0,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,2,3,7,0,0,0,0,0,5,0,0,4,-1,1,1,0,1,0,0,0,0,1,0,0,1,1
109,0,1,1,0,3,2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,0,4,0,0,0,0,0,5,0,0,0,-1,1,0,0,0,1,1,1,0,0,0,0,0,0
110,0,1,1,0,3,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,0,5,3,0,0,0,0,0,5,0,0,0,-1,1,1,0,1,0,1,0,1,0,0,0,0,0
111,0,1,0,1,3,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,5,6,4,0,0,0,0,0,5,0,0,0,-1,1,1,0,0,1,0,0,1,1,0,0,1,1
112,0,0,0,1,4,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,0,0,0,0,5,0,0,11,-1,1,1,0,0,0,0,1,0,1,0,1,0,1
113,0,1,1,0,3,2,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,1,4,0,0,0,0,0,5,0,0,0,-1,1,1,0,0,0,0,1,1,0,1,1,0,1
