,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21
104,0,0,2,0,2,2,5,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,3,2,5,2,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1
105,0,1,1,1,4,3,6,3,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0
106,0,0,0,2,3,4,1,0,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,2,0,3,6,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1
107,0,1,1,3,2,5,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,3,2,5,2,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0
108,0,0,2,0,1,2,2,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,0,4,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0
109,0,1,0,1,4,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,3,3,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0
110,0,0,2,0,2,2,5,7,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,3,6,5,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
111,0,0,2,0,2,5,5,7,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,3,2,5,2,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0
112,0,1,0,1,4,3,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,2,0,3,3,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0
113,0,0,2,0,2,2,5,7,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,2,0,0,0,2,3,2,5,2,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1
114,0,1,1,3,0,0,4,5,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,6,5,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
115,0,1,1,3,0,0,4,5,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,4,1,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
116,0,1,0,1,4,3,1,4,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1
117,0,0,2,0,1,2,2,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,3,0,4,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1
118,0,1,1,3,0,0,4,5,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,3,2,1,7,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
119,0,1,1,3,0,0,4,5,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,2,0,1,7,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0
120,0,1,1,3,0,0,4,5,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,4,1,2,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0
121,0,0,2,0,1,1,2,2,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,1,5,4,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1
122,0,1,0,1,4,3,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,2,0,3,3,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1
123,0,0,0,2,3,4,1,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,4,4,2,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0
124,0,1,1,1,4,3,6,3,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1
125,0,1,1,3,2,5,0,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,3,2,5,2,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1
126,0,0,2,2,1,1,2,2,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,0,1,5,4,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
127,0,1,0,1,4,3,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0
128,0,1,0,1,4,3,1,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0
129,0,1,1,1,4,3,6,3,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1
130,0,1,1,3,2,5,0,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,0,3,6,5,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
131,0,1,1,3,2,5,0,1,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,3,2,5,2,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
132,0,0,2,0,1,2,2,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,0,4,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0
133,0,0,2,2,1,1,2,2,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,0,1,5,4,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1
134,0,0,2,0,1,1,2,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,0,4,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0
135,0,1,1,3,2,5,0,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,0,3,6,5,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0
136,0,1,1,3,0,0,4,5,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,6,5,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0
137,0,1,1,3,0,0,4,5,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,6,5,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0
138,0,1,1,3,0,0,4,5,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,6,5,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0
139,0,1,1,3,0,0,4,5,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,2,0,1,7,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
140,0,1,1,3,0,0,4,5,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,2,3,2,1,7,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0
141,0,0,2,0,1,1,2,2,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,1,5,4,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0
142,0,0,2,2,1,1,3,6,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,0,1,5,4,6,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1
143,0,0,2,0,2,2,5,7,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,3,2,5,2,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
144,0,1,1,3,2,5,0,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,0,3,6,5,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1
145,0,0,2,0,2,5,5,7,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,3,2,5,2,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1
146,0,0,2,2,1,1,2,4,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,0,4,0,4,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1
147,0,0,0,2,3,4,3,4,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,4,4,0,4,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0
148,0,1,2,0,2,5,0,1,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,0,2,3,2,5,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
149,0,0,2,0,2,5,5,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,3,2,5,2,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0
150,0,1,0,1,4,3,6,3,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,3,3,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1
151,0,1,0,1,4,3,1,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0
152,0,1,0,1,4,3,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,2,0,3,3,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0
153,0,1,2,0,2,5,0,7,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,1,1,0,3,6,5,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
154,0,1,0,1,4,4,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,2,0,3,3,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0
155,0,0,2,0,2,2,5,7,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,3,2,5,2,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0
156,0,0,2,2,1,1,2,6,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,1,5,4,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0
157,0,0,2,0,2,2,5,7,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,3,2,5,2,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1
158,0,1,0,1,4,3,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0
159,0,0,2,0,2,2,5,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,3,2,5,2,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0
160,0,0,2,0,1,2,2,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,3,0,4,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0
161,0,1,1,3,0,5,0,1,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,0,2,3,2,5,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0
162,0,0,2,2,1,1,2,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,1,5,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
163,0,1,0,1,4,3,1,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1
164,0,1,1,3,2,5,0,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,3,2,5,2,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1
165,0,0,0,2,3,1,3,6,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,0,1,5,4,6,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0
166,0,1,0,1,4,3,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
167,0,0,2,0,1,1,2,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,0,4,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1
168,0,0,2,0,2,5,5,7,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,1,1,0,3,6,5,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1
169,0,1,1,3,0,5,0,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,6,5,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0
170,0,1,1,3,0,0,4,5,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,6,5,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
171,0,1,0,1,4,3,6,3,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,1,3,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
172,0,1,1,3,0,5,0,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,6,5,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1
173,0,0,0,2,3,4,1,4,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,1,1,1,4,1,2,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1
174,0,1,1,3,2,5,0,1,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,0,3,6,5,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0
175,0,1,1,3,0,0,4,5,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,3,2,1,7,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1
176,0,0,2,2,1,1,2,4,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,0,4,0,4,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0
177,0,0,2,0,1,1,2,2,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,1,5,4,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
178,0,0,2,0,1,1,2,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,0,4,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
179,0,1,1,3,0,0,4,5,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,6,5,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1
180,0,0,0,2,3,1,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,4,4,0,4,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
181,0,1,1,1,4,3,6,3,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,1,3,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1
182,0,0,0,2,3,4,3,6,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,1,5,3,6,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1
183,0,1,1,3,2,5,0,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,0,3,6,5,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0
184,0,0,2,2,1,1,2,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,1,5,4,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0
185,0,0,0,2,3,4,3,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,4,4,0,4,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0
186,0,1,1,1,0,0,6,5,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,4,1,2,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1
187,0,1,1,3,0,0,4,5,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,4,1,2,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0
188,0,0,2,2,1,1,2,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,0,4,0,4,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
189,0,0,0,2,3,4,3,6,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,1,5,4,6,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1
190,0,0,2,2,1,1,2,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,0,4,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
191,0,1,1,3,0,0,4,5,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,0,3,6,5,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1
192,0,0,0,2,3,4,3,6,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,1,5,3,6,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1
193,0,0,2,0,1,1,2,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,0,4,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
194,0,1,1,3,0,0,4,5,4,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,6,5,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1
195,0,0,2,2,1,1,2,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,0,4,0,4,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1
196,0,1,0,1,4,3,6,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1
197,0,0,0,2,3,4,3,6,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,1,5,3,6,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1
198,0,0,2,0,2,2,5,7,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,3,2,5,2,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
199,0,1,1,3,0,0,4,5,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,2,3,2,1,7,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
200,0,1,0,1,4,3,6,3,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,3,3,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
201,0,1,0,1,4,3,6,3,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,1,3,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1
202,0,1,0,1,4,3,6,3,45,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
203,0,1,1,3,2,5,0,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,1,1,0,3,6,5,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1
204,0,1,1,1,4,3,6,3,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,2,0,1,7,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0
205,0,0,2,0,2,5,5,7,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,1,1,1,0,3,6,5,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0
206,0,1,1,3,2,5,0,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,3,2,5,2,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
207,0,1,1,1,4,3,6,3,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1
208,0,0,2,2,1,1,2,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,1,5,4,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1
209,0,0,2,2,1,1,2,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,0,4,0,4,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
210,0,0,2,0,2,2,5,7,1,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,3,6,5,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1
211,0,1,0,1,4,3,6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,2,0,3,3,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0
212,0,0,0,2,3,4,3,6,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,1,5,3,6,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1
213,0,1,1,3,0,0,4,5,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,1,1,1,4,1,2,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1
214,0,0,2,0,2,5,5,7,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,0,2,3,2,5,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
215,0,1,0,1,4,3,6,3,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,4,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
216,0,0,2,0,2,2,5,7,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,3,2,5,2,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
