,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31
88,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,2,2,0,2,0,1,0,2,1,0,2,2,0,1,2,2,0,1,1,0,1,1,1,0,0,1,2,0,2,1,2
89,0,0,2,2,0,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,1,0,1,2,1,0,8,0,0,0,0,2,2,0,0,2,1,1,1,1,2,1,1,2,2,0,1,0,2,2,2,0,2,1,0,1,2,2
90,0,0,2,2,0,0,5,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,-1,2,2,0,2,0,1,0,1,0,0,1,1,0,2,0,1,1,2,2,2,0,2,2,2,1,0,2,1,2,0,0
91,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,1,0,4,3,1,-1,0,1,1,0,1,1,1,0,1,0,2,0,0,2,1,1,1,2,1,1,1,0,0,2,0,0,2,2,1,1,2
92,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,0,4,2,1,0,1,20,2,2,2,1,1,1,2,1,1,2,2,1,2,0,2,0,2,1,1,0,0,0,1,0,0,0,1,1,1,2,0
93,0,0,2,2,0,0,3,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,0,1,2,1,0,-1,2,0,1,1,1,1,2,2,2,0,2,1,2,1,0,1,2,2,2,2,1,0,0,0,0,1,1,2,1,1,2
94,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,6,7,0,-1,1,0,0,2,1,1,0,2,0,0,0,1,1,2,0,0,2,1,1,2,1,2,2,1,1,1,0,2,0,2,2
95,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,2,0,2,1,2,2,2,1,1,0,0,1,2,1,2,2,0,0,1,1,0,0,1,2,0,2,2,2,1,0,1
96,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,3,2,2,1,2,1,1,2,1,1,0,1,0,1,1,1,2,0,1,0,0,2,1,2,2,2,2,0,1,1,1,0
97,0,0,2,2,0,3,1,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,0,1,0,1,2,1,0,10,1,0,1,0,0,0,2,2,2,2,2,1,1,0,2,2,0,1,0,1,0,2,0,2,2,0,2,2,1,1,0
98,0,0,0,1,2,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,0,1,0,4,6,1,21,2,0,1,0,0,2,0,0,0,2,2,2,0,1,2,1,2,1,2,2,1,0,1,2,2,2,2,2,0,2,2
99,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,1,0,4,3,1,-1,1,1,0,1,1,0,1,2,2,2,0,2,1,1,0,1,1,2,0,1,1,1,2,2,2,2,1,0,1,0,1
100,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,1,1,0,2,2,1,2,1,2,1,1,0,0,2,2,0,1,2,2,2,2,2,2,0,0,1,1,2,2,2,0
101,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,1,0,1,6,7,0,12,1,1,2,2,0,0,1,1,2,0,1,2,1,2,0,0,2,2,2,2,1,1,1,1,2,2,1,0,0,0,1
102,0,1,1,0,3,4,6,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,2,1,1,2,2,1,2,1,2,1,2,1,2,0,0,1,1,2,1,0,1,0,2,2,0,2,2,0,2,1,2
103,0,0,0,1,2,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,0,1,0,4,6,1,21,2,2,0,2,0,1,2,1,2,1,1,2,0,1,1,1,1,2,2,2,2,0,1,0,2,1,2,0,0,0,2
104,0,0,2,2,0,0,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,15,1,2,2,1,1,2,0,1,0,1,1,2,0,1,2,1,2,0,0,0,0,0,2,0,0,1,1,2,1,1,1
105,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,1,2,1,0,1,-1,0,2,1,0,2,2,2,0,2,1,0,2,1,2,0,1,2,1,0,0,1,1,2,1,2,0,0,2,1,2,2
106,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,6,2,2,1,1,0,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,0,1,1,2,0,1,1
107,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,4,2,1,0,1,-1,2,2,1,2,0,1,1,1,2,1,2,0,2,1,0,1,0,2,1,0,1,1,0,1,2,2,0,1,2,1,2
108,0,0,2,2,0,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,0,1,0,1,2,1,0,-1,1,1,2,2,1,1,0,0,0,2,2,0,1,2,1,2,1,0,1,0,2,2,1,1,2,0,0,1,2,2,1
109,0,0,0,3,4,2,2,4,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,1,0,4,3,1,-1,0,0,2,1,2,1,0,2,0,1,0,0,2,1,2,1,2,2,1,2,2,0,2,1,0,2,1,0,1,0,1
110,0,0,0,1,2,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,0,1,0,4,6,1,21,2,0,0,2,2,1,1,1,1,1,1,0,2,0,1,1,2,1,1,0,0,0,1,2,2,0,0,1,0,1,1
111,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,1,0,4,3,1,19,2,0,2,1,0,2,2,2,2,0,0,2,2,2,1,0,1,1,1,1,1,2,1,2,1,2,0,0,1,1,0
112,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,6,7,0,13,1,2,0,0,1,0,1,2,2,2,1,2,1,2,0,2,2,2,2,1,0,1,1,0,1,1,1,2,1,1,0
113,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,1,0,4,3,1,23,2,2,2,1,0,0,2,1,0,1,2,1,2,0,2,0,1,0,2,2,0,1,0,0,1,1,1,0,2,2,1
114,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,0,1,6,7,0,12,1,2,2,2,2,2,0,2,0,2,2,2,0,0,1,0,0,1,2,1,0,2,0,0,0,0,1,1,2,1,1
115,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,1,0,4,3,1,-1,1,2,2,0,0,0,2,0,0,1,2,1,1,1,0,0,2,1,2,0,2,2,2,2,1,2,2,0,0,2,0
116,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,1,5,0,2,2,-1,0,1,0,2,2,1,1,0,0,1,0,0,2,0,1,1,0,1,1,2,0,0,1,1,0,2,0,2,1,1,1
117,0,0,0,3,4,2,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,1,0,4,6,1,18,0,1,2,0,1,0,1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,0,0,0,2,2,2,0,2,0,0
118,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,0,4,2,1,0,1,-1,0,0,2,0,0,0,2,2,1,1,0,1,2,2,0,0,2,0,1,0,0,1,0,1,0,0,0,2,2,0,1
119,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,1,0,1,6,7,0,-1,1,2,2,1,0,1,1,0,0,0,2,0,1,2,2,0,0,2,1,0,2,0,0,2,2,1,2,1,1,1,1
120,0,0,0,1,2,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,1,0,4,0,1,-1,0,0,1,0,2,1,2,2,2,1,2,1,0,2,1,2,0,0,0,0,0,0,1,2,1,0,0,2,0,1,0
121,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,2,0,0,2,0,2,0,0,1,0,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,0,0,2,0
122,0,0,2,2,0,3,1,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,0,1,0,1,2,1,0,-1,1,1,1,2,2,2,0,1,0,2,1,2,2,2,2,0,2,1,1,0,1,0,1,2,0,1,2,2,1,0,1
123,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,0,4,2,1,0,1,-1,1,0,2,2,1,2,1,1,0,1,0,2,2,2,1,1,0,2,0,1,0,2,1,0,0,1,0,0,0,0,2
124,0,0,2,2,0,0,5,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,-1,2,2,0,1,2,0,0,1,0,2,1,0,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,0,0
125,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,0,1,1,0,0,1,1,0,1,2,1,1,1,1,1,0,1,0,1,1,2,2,1,0,2,2,1,2,0,1,1
126,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,1,0,4,3,1,-1,2,2,1,1,2,0,0,1,1,1,0,1,1,0,1,1,0,1,2,1,0,2,0,2,2,2,0,2,1,1,2
127,0,0,0,3,4,2,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,1,0,4,6,1,-1,0,0,2,0,2,2,2,2,1,2,1,1,0,2,1,1,2,1,0,0,0,1,2,2,1,0,2,1,1,2,2
128,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,2,2,2,2,1,2,0,2,1,0,0,0,2,1,1,0,0,0,1,1,1,1,1,2,0,2,2,2,2,0,2
129,0,0,2,2,0,3,1,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,1,0,1,0,1,2,1,0,-1,0,1,2,0,2,2,2,1,2,2,2,2,1,0,0,1,1,0,0,0,1,2,1,1,1,2,1,1,1,2,0
130,0,0,2,2,0,3,1,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,1,0,1,0,1,2,1,0,-1,1,0,1,1,0,2,0,1,0,1,2,1,1,0,1,2,1,1,0,1,1,2,1,0,0,0,2,0,0,2,1
131,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,-1,2,2,0,0,2,0,2,1,0,0,1,0,0,0,0,2,1,1,2,0,1,1,2,1,0,0,2,1,1,1,1
132,0,0,2,2,0,3,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,0,1,0,1,6,7,0,-1,0,2,0,0,2,1,0,2,1,2,1,0,0,2,2,2,1,0,1,0,2,1,1,2,2,2,0,1,1,1,1
133,0,0,2,2,0,0,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,14,2,2,0,0,2,1,1,0,1,2,0,1,0,2,1,1,0,1,0,0,2,0,1,1,1,2,2,0,1,2,2
134,0,0,2,2,0,0,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,-1,0,1,0,0,1,1,2,2,0,1,0,2,2,2,0,0,2,2,0,1,1,1,0,1,2,0,2,0,0,2,2
135,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,4,2,1,0,1,-1,2,0,1,2,0,2,1,1,2,0,2,0,0,0,1,1,2,2,2,0,1,1,1,2,1,1,0,2,2,0,0
136,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,-1,0,2,2,1,1,0,1,0,0,1,2,2,1,1,1,1,2,0,2,2,0,0,2,1,0,0,2,1,2,1,2
137,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,0,1,1,2,1,1,1,1,0,2,2,2,0,1,1,0,1,0,2,1,2,2,0,2,2,0,2,2,0,2,0
138,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,1,0,4,3,1,19,2,1,0,2,2,0,2,1,0,1,2,0,2,1,2,1,2,1,2,1,1,0,1,2,1,0,1,2,1,1,2
139,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,-1,1,0,0,0,2,2,1,0,1,1,0,1,1,2,2,1,2,1,1,1,2,0,2,2,0,2,0,1,2,2,0
140,0,0,0,3,4,2,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,1,0,4,6,1,18,1,1,2,0,1,0,0,0,2,1,0,0,2,0,2,2,2,0,2,0,0,1,0,2,0,1,1,1,2,0,2
141,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,1,0,1,6,7,0,-1,2,2,1,2,2,2,0,1,0,1,0,0,2,0,1,2,2,0,0,2,0,1,1,1,1,0,1,0,1,1,1
142,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,6,0,2,1,1,2,1,1,0,1,0,2,1,1,1,0,1,2,0,1,0,0,0,1,1,2,1,1,1,0,0,0
143,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,0,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,0,0,0,2,1,2,0,2,0,2,2,2,2,1,1
144,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,-1,2,2,2,2,0,1,1,2,1,0,1,0,2,0,1,1,1,0,2,2,0,1,1,1,2,0,0,2,1,2,1
145,0,0,2,2,0,3,1,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,0,1,0,1,2,1,0,-1,2,0,0,2,1,0,0,1,2,2,2,1,0,0,2,0,2,1,1,2,0,1,1,2,1,2,2,0,1,0,1
146,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,0,4,2,1,0,1,-1,0,0,2,0,2,2,1,0,1,2,2,1,2,0,0,0,2,1,1,2,0,2,0,1,1,0,0,2,1,0,0
147,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,1,2,2,0,0,2,1,0,2,1,0,2,0,0,1,2,0,2,1,2,2,0,0,1,1,2,2,1,1,1,2
148,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,1,5,0,2,2,-1,0,0,0,1,2,2,2,2,2,2,1,0,0,0,1,1,2,1,2,1,2,2,0,0,2,0,0,2,0,1,1
149,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,0,4,2,1,0,1,-1,1,2,2,0,1,1,0,2,0,0,0,2,1,2,2,1,1,2,0,0,0,1,1,2,0,2,2,0,0,0,0
150,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,2,1,1,0,0,0,1,2,0,1,1,0,1,1,1,1,2,2,1,0,0,2,2,1,1,2,1,0,1,0,0,2
151,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,0,1,2,1,0,11,2,1,2,0,2,0,0,2,2,2,0,1,0,2,2,0,2,0,1,2,0,0,1,2,0,1,1,1,0,0,2
152,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,1,5,0,2,2,-1,1,0,2,2,2,2,0,1,2,2,1,0,0,1,2,0,1,0,0,2,2,0,0,0,1,0,0,1,2,0,0
153,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,1,5,0,2,2,3,0,2,1,2,2,2,0,0,0,2,1,2,0,2,1,2,1,2,2,0,1,0,0,1,2,2,1,1,2,1,1
154,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,-1,0,1,1,0,1,1,2,1,1,1,2,1,0,2,2,2,0,1,0,1,0,1,0,1,2,1,0,1,2,1,2
155,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,0,4,2,1,0,1,-1,2,2,0,1,0,0,0,2,0,0,2,2,2,0,2,1,2,1,2,1,1,2,1,0,2,1,2,1,1,1,0
156,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,0,1,0,1,6,7,0,-1,0,2,0,0,2,2,0,2,1,0,2,0,1,1,2,2,2,1,2,0,0,1,1,1,1,2,0,1,1,0,2
157,0,0,2,2,0,0,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,1,0,1,2,4,5,5,0,-1,2,2,1,0,0,0,0,1,2,2,2,0,0,2,0,0,1,0,1,2,2,1,1,2,1,0,0,1,2,0,2
158,0,0,0,3,4,2,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,1,0,4,6,1,-1,0,2,0,0,0,2,1,0,2,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,2,1,2,2,1,0,2
159,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,1,0,4,3,1,-1,2,2,1,2,0,1,0,0,0,1,2,2,0,1,1,2,2,1,0,1,1,2,2,2,2,2,1,2,1,2,0
160,0,0,0,1,2,5,4,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,0,1,0,4,6,1,21,0,1,2,2,1,1,2,2,1,0,1,2,2,0,1,0,1,0,2,0,0,0,0,2,2,0,1,0,0,1,2
161,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,0,2,1,2,2,0,0,2,2,0,0,1,1,2,2,0,1,0,0,2,0,2,2,2,0,2,0,2,0,1,0
162,0,0,2,2,0,0,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,15,0,1,2,0,2,0,2,0,2,0,0,1,1,1,1,1,1,2,0,2,1,1,0,2,1,0,0,0,2,0,1
163,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,3,5,0,2,2,-1,2,2,1,2,0,1,2,0,0,0,2,1,1,0,2,2,2,2,0,1,0,2,2,1,0,0,0,0,0,2,1
164,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,2,0,0,1,0,1,0,1,1,0,2,1,2,1,2,1,0,2,2,1,0,0,0,0,2,2,2,2,0,1,0,0
165,0,0,2,2,0,0,5,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,-1,1,2,0,0,0,2,2,0,0,0,2,2,2,2,0,2,0,1,2,1,2,0,2,1,2,1,2,2,0,0,1
166,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,1,0,4,3,1,-1,2,2,0,1,1,1,2,2,2,1,1,2,2,2,0,0,1,2,1,2,0,0,1,0,2,1,2,2,0,0,0
167,0,0,0,3,4,2,2,4,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,1,0,4,3,1,-1,1,0,2,0,2,0,1,2,0,0,0,1,2,1,2,0,1,2,1,1,1,1,1,0,1,1,0,2,2,1,1
168,0,0,2,2,0,0,5,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,2,4,5,5,0,-1,0,2,1,2,1,0,2,1,0,2,2,0,1,1,1,0,1,2,1,0,1,1,0,1,1,0,0,0,1,1,1
169,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,2,1,0,2,0,2,1,2,1,0,2,2,2,1,1,0,0,1,0,1,2,2,2,1,1,1,0,2,2,1,1
170,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,4,2,2,2,2,1,0,1,1,0,2,2,1,2,1,1,1,1,0,2,1,0,0,2,1,2,2,1,2,0,1,2
171,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,5,1,2,1,0,2,2,2,2,2,1,1,0,0,2,0,1,0,0,2,1,2,0,2,0,0,2,2,1,2,2,2
172,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,1,0,4,3,1,19,1,1,0,0,2,2,0,0,1,0,0,0,2,0,2,1,1,2,0,2,0,0,0,1,0,1,0,2,2,1,1
173,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,2,0,0,2,2,0,0,0,1,2,1,1,0,1,0,2,0,1,2,1,2,1,0,1,1,0,1,0,1,2,0
174,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,1,0,2,0,0,0,2,2,2,1,0,1,2,0,1,2,0,0,1,2,2,1,2,1,0,0,1,0,2,0,2
175,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,2,0,1,0,2,1,0,2,2,1,1,2,0,0,0,1,2,1,0,0,2,2,0,2,1,0,2,2,2,1,0
176,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,2,1,2,2,2,2,0,2,0,2,2,1,0,2,0,2,1,0,2,1,2,0,1,1,2,1,0,0,0,1,1
177,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,0,4,2,1,0,1,-1,2,0,0,0,1,1,0,0,1,0,2,0,2,2,1,0,0,1,0,0,1,1,1,1,1,1,2,0,2,1,1
178,0,0,0,1,2,5,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,1,2,1,0,1,22,0,2,0,0,1,2,0,0,1,2,2,1,2,0,2,2,2,0,2,1,0,1,1,1,2,1,1,1,1,2,1
179,0,0,2,2,0,0,3,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,0,1,0,1,2,1,0,11,2,0,2,0,1,1,0,0,1,0,2,1,1,0,2,0,2,0,0,0,2,1,2,0,1,2,0,0,0,0,2
180,0,0,0,3,4,2,2,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,0,0,1,0,4,6,1,-1,1,2,2,0,1,1,0,2,0,1,2,1,2,0,0,1,1,0,2,2,2,2,1,0,0,0,1,2,2,2,0
181,0,0,2,2,0,3,1,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,0,1,0,1,2,1,0,-1,1,0,2,2,2,1,1,0,1,0,2,1,2,2,0,0,2,2,1,1,1,2,1,1,1,0,2,0,0,1,2
182,0,1,1,0,3,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,1,3,3,4,2,-1,0,1,2,1,0,0,2,2,2,1,2,0,1,1,0,0,2,1,1,2,1,2,1,0,0,1,2,0,0,2,0
183,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,1,5,0,2,2,3,1,2,2,2,1,0,1,1,1,2,1,0,0,0,0,1,1,0,2,1,1,1,0,1,0,1,2,1,1,2,2
