,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6
30,0,1,1,3,0,4,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,3,5,1,0,0,0,0,0,2,3,3,0,-1,2,0,0,2,2,1
31,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,6,4,0,0,0,0,0,2,3,3,0,-1,1,2,2,1,1,1
32,0,1,1,3,0,4,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,1,0,3,0,0,0,0,0,2,3,3,0,-1,1,0,1,2,2,0
33,0,1,1,3,4,4,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,3,2,0,0,0,0,0,0,2,3,3,0,-1,1,2,1,0,0,1
34,0,1,1,3,0,4,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,1,3,3,0,0,0,0,0,2,3,3,0,-1,1,0,2,1,2,2
35,0,1,1,3,0,4,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,1,0,5,0,0,0,0,0,2,3,3,0,-1,2,2,0,2,1,0
36,0,1,1,3,0,4,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,1,6,0,0,0,0,0,2,3,3,0,-1,1,1,2,2,2,2
37,0,1,1,3,0,4,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,3,7,0,0,0,0,0,2,3,3,0,-1,1,2,0,0,0,2
38,0,1,1,3,0,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,5,7,0,0,0,0,0,2,3,3,0,-1,0,0,1,0,0,1
39,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,1,3,0,0,0,0,0,0,2,3,3,0,-1,0,2,0,2,0,0
40,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,1,3,2,0,0,0,0,0,2,3,3,0,-1,1,1,1,1,2,0
41,0,1,1,3,0,4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,6,3,0,0,0,0,0,2,3,3,0,-1,0,2,0,1,0,1
42,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,0,0,0,0,0,0,0,2,3,3,0,-1,0,1,2,0,1,1
43,0,1,1,1,3,1,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,4,1,1,0,0,0,0,0,2,3,3,0,-1,1,1,1,2,2,2
44,0,1,1,3,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,1,3,0,0,0,0,0,2,3,3,0,-1,2,0,1,1,0,2
45,0,1,1,3,0,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,5,0,0,0,0,0,2,3,3,0,-1,1,1,2,0,2,2
46,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,1,0,3,0,0,0,0,0,2,3,3,0,-1,0,2,0,2,1,0
47,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,1,2,3,0,0,0,0,0,2,3,3,0,-1,2,0,0,2,2,1
48,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,1,4,6,0,0,0,0,0,2,3,3,0,-1,2,2,2,1,1,2
49,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,3,7,0,0,0,0,0,2,3,3,0,-1,1,1,0,2,1,2
50,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,6,0,0,0,0,0,0,2,3,3,0,-1,1,1,0,1,0,2
51,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,4,3,1,0,0,0,0,0,2,3,3,0,-1,1,1,1,0,0,2
52,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,5,2,1,0,0,0,0,0,2,3,3,0,-1,0,1,2,1,1,1
53,0,1,1,3,0,4,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,5,4,1,0,0,0,0,0,2,3,3,0,-1,0,2,0,1,2,1
54,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,2,7,0,0,0,0,0,2,3,3,0,-1,1,0,1,1,2,2
55,0,1,1,3,0,4,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,4,0,0,0,0,0,0,0,2,3,3,0,-1,0,2,0,0,0,2
56,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,0,7,0,0,0,0,0,2,3,3,0,-1,2,2,0,0,1,1
57,0,1,1,3,0,4,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,3,1,1,4,2,0,0,0,0,0,2,3,3,0,-1,0,0,1,2,2,1
58,0,1,1,3,0,4,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,1,5,4,0,0,0,0,0,2,3,3,0,-1,0,0,1,2,1,0
59,0,1,2,0,1,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,2,5,7,0,0,0,0,3,4,0,5,0,-1,1,2,2,2,1,0
60,0,0,2,0,1,3,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,2,6,3,0,0,2,3,4,0,6,2,0,-1,1,2,1,2,1,2
61,0,0,0,0,1,3,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,0,0,6,0,0,2,3,4,0,6,2,0,-1,2,0,1,2,1,0
62,0,1,2,0,1,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,4,3,0,0,0,0,3,4,0,5,0,-1,0,0,1,0,0,0
63,0,1,2,1,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,1,1,2,0,0,0,0,3,5,5,6,0,-1,0,2,1,2,2,1
64,0,1,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,1,4,7,0,0,0,0,3,4,0,5,0,-1,1,2,1,2,2,0
65,0,1,2,1,3,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,1,1,4,0,0,0,0,0,2,3,3,0,-1,2,0,2,1,2,2
66,0,1,2,0,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,2,2,0,0,0,0,3,5,5,6,0,-1,2,2,0,2,1,0
67,0,1,2,0,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,0,0,0,0,0,3,4,0,5,0,-1,1,0,0,1,2,1
68,0,0,2,0,1,3,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,2,0,0,0,0,2,3,4,0,6,2,0,-1,0,1,0,2,0,1
69,0,1,2,1,4,2,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,3,1,4,0,1,1,1,1,1,1,1,1,-1,2,2,0,1,1,1
70,0,0,2,0,1,3,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,0,1,5,0,0,0,0,3,4,0,5,0,-1,1,1,0,0,2,1
71,0,1,2,1,3,1,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,3,1,5,0,0,0,0,0,2,3,3,0,-1,2,2,0,1,1,2
72,0,1,2,0,1,3,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,5,1,6,0,0,0,0,3,4,0,5,0,-1,1,2,2,2,0,1
73,0,1,1,1,4,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,3,0,0,0,0,0,0,2,3,3,0,-1,0,2,2,0,1,1
74,0,1,2,1,3,1,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,1,6,4,0,0,0,0,3,5,5,6,0,-1,1,0,0,0,2,0
75,0,1,2,0,1,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,2,3,1,0,0,0,0,3,4,0,5,0,-1,1,2,1,1,0,0
76,0,1,2,0,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,4,6,7,0,0,0,0,3,4,0,5,0,-1,2,1,1,1,0,1
77,0,0,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,2,4,0,0,0,0,3,4,0,5,0,-1,0,0,2,0,0,2
78,0,1,2,1,4,2,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,4,3,1,0,1,1,1,1,1,1,1,1,-1,0,0,0,2,0,0
79,0,1,2,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,4,0,2,0,0,0,0,3,4,0,5,0,-1,2,1,1,1,1,1
80,0,1,2,0,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,4,6,2,0,0,0,0,3,4,0,5,0,-1,2,1,1,2,2,1
81,0,1,2,0,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,1,3,5,7,0,0,0,0,3,4,0,5,0,-1,1,2,0,0,2,1
82,0,1,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,4,5,0,0,0,0,0,3,4,0,5,0,-1,0,1,1,2,2,2
83,0,0,0,2,2,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,4,4,1,0,0,2,3,4,0,6,2,0,-1,2,1,0,0,0,2
84,0,1,2,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,4,1,1,0,0,0,0,3,4,0,5,0,-1,2,1,2,2,2,1
85,0,1,2,0,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,2,7,0,0,0,0,3,4,0,5,0,-1,2,1,2,0,0,1
86,0,1,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,4,4,1,0,0,0,0,3,4,0,5,0,1,0,2,0,0,0,0
87,0,1,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,3,1,0,0,0,0,3,4,0,5,0,-1,0,0,0,0,0,2
88,0,0,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,2,4,3,0,0,0,0,3,4,0,5,0,-1,1,2,2,1,2,0
89,0,1,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,5,6,6,0,0,0,0,3,4,0,5,0,-1,1,2,0,2,0,1
90,0,0,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,5,4,7,0,0,0,0,3,4,0,5,0,1,1,0,0,1,2,1
91,0,0,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,5,4,3,0,0,0,0,3,4,0,5,0,1,0,1,0,1,1,2
92,0,0,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,0,3,6,0,0,0,0,3,4,0,5,0,1,0,2,2,1,2,2
93,0,1,2,1,3,2,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,1,4,2,0,0,0,0,3,4,0,5,0,-1,1,0,2,0,1,1
94,0,1,2,1,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,5,4,3,0,0,0,0,3,5,5,6,0,-1,1,2,0,2,1,0
95,0,1,1,1,4,1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,4,0,0,1,1,1,1,1,1,1,1,-1,2,0,0,2,2,1
96,0,1,2,1,4,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,0,6,0,0,2,3,4,0,4,0,0,-1,0,0,1,0,0,0
97,0,1,2,0,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,0,6,3,0,0,0,0,3,4,0,5,0,-1,1,1,1,2,1,0
98,0,1,2,1,3,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,5,4,5,0,0,0,0,3,5,5,6,0,-1,2,1,1,2,2,2
99,0,1,2,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,3,4,0,0,0,0,3,4,0,5,0,-1,2,1,0,0,0,2
100,0,1,2,0,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,1,2,1,0,0,0,0,3,4,0,5,0,-1,0,0,0,0,1,2
101,0,1,2,0,1,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,2,5,2,0,0,0,0,3,4,0,5,0,-1,1,0,1,0,0,2
102,0,1,2,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2,4,5,4,0,0,0,0,3,4,0,5,0,0,1,2,0,1,0,0
103,0,1,2,0,1,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,2,5,3,0,0,0,0,3,4,0,5,0,-1,0,2,0,2,1,2
104,0,1,2,0,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,5,4,0,0,0,0,3,4,0,5,0,-1,0,1,1,0,0,2
105,0,0,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,1,6,0,0,0,0,3,4,0,5,0,-1,0,1,1,2,2,1
106,0,1,2,0,1,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,3,5,4,0,0,0,0,3,4,0,5,0,-1,2,2,0,2,0,2
107,0,0,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,2,1,7,0,0,0,0,3,4,0,5,0,1,0,1,0,1,1,0
108,0,1,2,0,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,2,3,7,0,0,0,0,3,4,0,5,0,-1,1,2,0,1,0,2
109,0,1,2,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,4,0,0,0,0,3,4,0,5,0,-1,0,0,2,0,0,1
110,0,1,2,1,3,1,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,0,5,3,0,0,0,0,3,4,0,5,1,-1,1,2,0,2,2,2
111,0,1,2,0,3,2,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,6,4,0,0,0,0,3,4,0,5,0,0,0,1,0,1,1,0
112,0,0,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,0,0,0,3,4,0,5,0,-1,0,0,0,0,0,0
113,0,1,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,1,4,0,0,0,0,3,4,0,5,0,-1,2,2,0,2,2,2
114,0,1,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,2,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,2
115,0,1,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,6,0,0,0,0,3,4,0,5,0,-1,1,2,0,1,1,0
116,0,1,2,0,3,2,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,3,2,7,0,0,0,0,3,4,0,5,0,-1,2,0,0,2,2,2
117,0,1,2,0,1,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,0,4,0,0,0,0,3,4,0,5,0,-1,0,2,0,2,2,1
118,0,0,0,0,1,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,3,5,3,0,0,2,3,4,0,4,2,0,-1,1,1,2,0,0,0
119,0,1,2,0,3,2,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,2,3,2,0,0,0,0,3,4,0,5,0,-1,1,0,2,0,0,0
120,0,1,2,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,1,2,7,0,0,0,0,3,4,0,5,0,-1,0,0,1,0,1,1
121,0,1,1,1,4,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,2,2,7,0,0,0,0,0,2,3,3,0,-1,2,2,1,0,0,0
122,0,0,2,1,1,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,5,0,0,0,0,3,4,0,5,0,-1,0,2,2,2,2,1
123,0,1,2,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,0,5,0,0,0,0,0,2,3,3,0,-1,0,1,0,1,0,1
124,0,1,2,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,5,5,0,0,0,0,3,4,0,5,0,-1,0,1,1,2,1,0
125,0,1,2,0,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,1,0,0,0,0,0,3,4,0,5,0,0,0,1,2,2,0,2
126,0,1,2,0,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,2,0,1,0,0,0,0,3,4,0,5,0,0,1,2,2,0,0,0
127,0,0,2,0,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,4,2,5,0,0,0,0,3,4,0,5,0,-1,2,1,0,0,2,0
128,0,1,2,0,1,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,2,2,1,0,0,0,0,3,4,0,5,0,-1,0,2,2,1,0,1
129,0,0,2,0,1,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,3,3,0,0,0,0,3,4,0,5,0,-1,1,0,1,0,2,0
130,0,0,0,2,2,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,3,2,0,0,0,2,3,4,0,4,0,0,-1,0,1,2,2,2,0
131,0,0,0,2,2,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,2,4,2,3,6,0,0,2,3,4,0,4,0,0,-1,2,0,0,1,1,2
